date,MYL
2013-06-29,71
2013-06-30,34
2013-07-01,71
2013-07-02,30
2013-07-03,55
2013-07-04,61
2013-07-05,33
2013-07-06,45
2013-07-07,41
2013-07-08,52
2013-07-09,47
2013-07-10,53
2013-07-11,53
2013-07-12,53
2013-07-13,41
2013-07-14,34
2013-07-15,61
2013-07-16,50
2013-07-17,67
2013-07-18,65
2013-07-19,58
2013-07-20,37
2013-07-21,41
2013-07-22,22
2013-07-23,55
2013-07-24,47
2013-07-25,45
2013-07-26,38
2013-07-27,44
2013-07-28,34
2013-07-29,46
2013-07-30,55
2013-07-31,80
2013-08-01,56
2013-08-02,50
2013-08-03,21
2013-08-04,44
2013-08-05,48
2013-08-06,58
2013-08-07,73
2013-08-08,43
2013-08-09,35
2013-08-10,34
2013-08-11,47
2013-08-12,91
2013-08-13,65
2013-08-14,61
2013-08-15,72
2013-08-16,71
2013-08-17,30
2013-08-18,39
2013-08-19,43
2013-08-20,62
2013-08-21,60
2013-08-22,75
2013-08-23,66
2013-08-24,56
2013-08-25,23
2013-08-26,99
2013-08-27,82
2013-08-28,91
2013-08-29,62
2013-08-30,79
2013-08-31,52
2013-09-01,85
2013-09-02,43
2013-09-03,47
2013-09-04,55
2013-09-05,51
2013-09-06,50
2013-09-07,38
2013-09-08,59
2013-09-09,47
2013-09-10,70
2013-09-11,98
2013-09-12,48
2013-09-13,70
2013-09-14,31
2013-09-15,45
2013-09-16,88
2013-09-17,57
2013-09-18,71
2013-09-19,63
2013-09-20,52
2013-09-21,81
2013-09-22,46
2013-09-23,49
2013-09-24,55
2013-09-25,78
2013-09-26,55
2013-09-27,47
2013-09-28,50
2013-09-29,40
2013-09-30,49
2013-10-01,75
2013-10-02,52
2013-10-03,68
2013-10-04,65
2013-10-05,46
2013-10-06,61
2013-10-07,41
2013-10-08,57
2013-10-09,55
2013-10-10,92
2013-10-11,44
2013-10-12,41
2013-10-13,47
2013-10-14,48
2013-10-15,39
2013-10-16,49
2013-10-17,61
2013-10-18,65
2013-10-19,37
2013-10-20,58
2013-10-21,74
2013-10-22,58
2013-10-23,56
2013-10-24,75
2013-10-25,51
2013-10-26,76
2013-10-27,45
2013-10-28,68
2013-10-29,45
2013-10-30,67
2013-10-31,51
2013-11-01,39
2013-11-02,64
2013-11-03,33
2013-11-04,71
2013-11-05,45
2013-11-06,63
2013-11-07,46
2013-11-08,32
2013-11-09,42
2013-11-10,47
2013-11-11,81
2013-11-12,60
2013-11-13,53
2013-11-14,41
2013-11-15,45
2013-11-16,63
2013-11-17,44
2013-11-18,22
2013-11-19,55
2013-11-20,43
2013-11-21,43
2013-11-22,55
2013-11-23,47
2013-11-24,40
2013-11-25,69
2013-11-26,50
2013-11-27,79
2013-11-28,75
2013-11-29,27
2013-11-30,39
2013-12-01,45
2013-12-02,56
2013-12-03,52
2013-12-04,65
2013-12-05,63
2013-12-06,63
2013-12-07,39
2013-12-08,50
2013-12-09,80
2013-12-10,62
2013-12-11,46
2013-12-12,67
2013-12-13,70
2013-12-14,30
2013-12-15,41
2013-12-16,71
2013-12-17,77
2013-12-18,34
2013-12-19,53
2013-12-20,64
2013-12-21,92
2013-12-22,34
2013-12-23,51
2013-12-24,50
2013-12-25,58
2013-12-26,64
2013-12-27,65
2013-12-28,49
2013-12-29,73
2013-12-30,41
2013-12-31,46
2014-01-01,62
2014-01-02,45
2014-01-03,32
2014-01-04,38
2014-01-05,46
2014-01-06,51
2014-01-07,59
2014-01-08,69
2014-01-09,49
2014-01-10,66
2014-01-11,100
2014-01-12,48
2014-01-13,63
2014-01-14,83
2014-01-15,68
2014-01-16,44
2014-01-17,61
2014-01-18,34
2014-01-19,51
2014-01-20,51
2014-01-21,67
2014-01-22,83
2014-01-23,60
2014-01-24,70
2014-01-25,51
2014-01-26,47
2014-01-27,64
2014-01-28,33
2014-01-29,57
2014-01-30,66
2014-01-31,56
2014-02-01,51
2014-02-02,50
2014-02-03,43
2014-02-04,43
2014-02-05,62
2014-02-06,45
2014-02-07,49
2014-02-08,48
2014-02-09,57
2014-02-10,80
2014-02-11,47
2014-02-12,62
2014-02-13,56
2014-02-14,38
2014-02-15,34
2014-02-16,70
2014-02-17,64
2014-02-18,55
2014-02-19,67
2014-02-20,41
2014-02-21,65
2014-02-22,68
2014-02-23,42
2014-02-24,59
2014-02-25,33
2014-02-26,55
2014-02-27,86
2014-02-28,80
2014-03-01,50
2014-03-02,33
2014-03-03,70
2014-03-04,63
2014-03-05,68
2014-03-06,75
2014-03-07,60
2014-03-08,62
2014-03-09,42
2014-03-10,63
2014-03-11,72
2014-03-12,59
2014-03-13,60
2014-03-14,63
2014-03-15,53
2014-03-16,36
