date,MYL
2011-01-01,100
2011-01-02,42
2011-01-03,40
2011-01-04,52
2011-01-05,46
2011-01-06,40
2011-01-07,54
2011-01-08,24
2011-01-09,19
2011-01-10,50
2011-01-11,50
2011-01-12,56
2011-01-13,14
2011-01-14,39
2011-01-15,27
2011-01-16,31
2011-01-17,46
2011-01-18,58
2011-01-19,46
2011-01-20,34
2011-01-21,29
2011-01-22,46
2011-01-23,45
2011-01-24,36
2011-01-25,24
2011-01-26,61
2011-01-27,46
2011-01-28,36
2011-01-29,56
2011-01-30,27
2011-01-31,46
2011-02-01,67
2011-02-02,50
2011-02-03,33
2011-02-04,44
2011-02-05,22
2011-02-06,58
2011-02-07,22
2011-02-08,27
2011-02-09,42
2011-02-10,34
2011-02-11,22
2011-02-12,38
2011-02-13,29
2011-02-14,30
2011-02-15,50
2011-02-16,50
2011-02-17,28
2011-02-18,38
2011-02-19,50
2011-02-20,49
2011-02-21,45
2011-02-22,39
2011-02-23,12
2011-02-24,45
2011-02-25,31
2011-02-26,26
2011-02-27,25
2011-02-28,29
2011-03-01,35
2011-03-02,42
2011-03-03,33
2011-03-04,22
2011-03-05,23
2011-03-06,17
2011-03-07,46
2011-03-08,30
2011-03-09,21
2011-03-10,41
2011-03-11,52
2011-03-12,34
2011-03-13,30
2011-03-14,47
2011-03-15,48
2011-03-16,32
2011-03-17,27
2011-03-18,41
2011-03-19,26
2011-03-20,18
2011-03-21,49
2011-03-22,30
2011-03-23,41
2011-03-24,48
2011-03-25,22
2011-03-26,37
2011-03-27,38
2011-03-28,38
2011-03-29,32
2011-03-30,30
2011-03-31,36
2011-04-01,38
2011-04-02,23
2011-04-03,52
2011-04-04,18
2011-04-05,65
2011-04-06,36
2011-04-07,49
2011-04-08,41
2011-04-09,38
2011-04-10,23
2011-04-11,62
2011-04-12,29
2011-04-13,45
2011-04-14,30
2011-04-15,35
2011-04-16,46
2011-04-17,46
2011-04-18,42
2011-04-19,34
2011-04-20,34
2011-04-21,49
2011-04-22,43
2011-04-23,36
2011-04-24,16
2011-04-25,56
2011-04-26,56
2011-04-27,32
2011-04-28,42
2011-04-29,38
2011-04-30,28
2011-05-01,15
2011-05-02,47
2011-05-03,35
2011-05-04,45
2011-05-05,27
2011-05-06,38
2011-05-07,27
2011-05-08,30
2011-05-09,50
2011-05-10,50
2011-05-11,29
2011-05-12,44
2011-05-13,43
2011-05-14,26
2011-05-15,25
2011-05-16,34
2011-05-17,32
2011-05-18,38
2011-05-19,54
2011-05-20,40
2011-05-21,57
2011-05-22,51
2011-05-23,43
2011-05-24,29
2011-05-25,38
2011-05-26,53
2011-05-27,56
2011-05-28,45
2011-05-29,46
2011-05-30,22
2011-05-31,38
2011-06-01,42
2011-06-02,62
2011-06-03,38
2011-06-04,42
2011-06-05,22
2011-06-06,22
2011-06-07,29
2011-06-08,44
2011-06-09,38
2011-06-10,50
2011-06-11,30
2011-06-12,15
2011-06-13,47
2011-06-14,39
2011-06-15,35
2011-06-16,29
2011-06-17,22
2011-06-18,34
2011-06-19,48
2011-06-20,23
2011-06-21,35
2011-06-22,12
2011-06-23,37
2011-06-24,32
2011-06-25,30
2011-06-26,50
2011-06-27,35
2011-06-28,52
2011-06-29,21
2011-06-30,30
2011-07-01,38
2011-07-02,27
2011-07-03,23
2011-07-04,62
2011-07-05,45
2011-07-06,27
2011-07-07,36
2011-07-08,28
2011-07-09,34
2011-07-10,58
2011-07-11,50
2011-07-12,27
2011-07-13,31
2011-07-14,33
2011-07-15,29
2011-07-16,23
2011-07-17,42
2011-07-18,41
2011-07-19,50
2011-07-20,42
2011-07-21,54
2011-07-22,60
2011-07-23,45
2011-07-24,22
2011-07-25,35
2011-07-26,41
2011-07-27,41
2011-07-28,42
2011-07-29,44
2011-07-30,23
2011-07-31,34
2011-08-01,57
2011-08-02,51
2011-08-03,18
2011-08-04,53
2011-08-05,18
2011-08-06,51
2011-08-07,29
2011-08-08,47
2011-08-09,43
2011-08-10,30
2011-08-11,64
2011-08-12,56
2011-08-13,49
2011-08-14,37
2011-08-15,43
2011-08-16,61
2011-08-17,32
2011-08-18,41
2011-08-19,60
2011-08-20,33
2011-08-21,25
2011-08-22,28
2011-08-23,39
2011-08-24,53
2011-08-25,34
2011-08-26,53
2011-08-27,42
2011-08-28,35
2011-08-29,34
2011-08-30,76
2011-08-31,45
2011-09-01,46
2011-09-02,47
2011-09-03,42
2011-09-04,34
2011-09-05,36
2011-09-06,32
2011-09-07,49
2011-09-08,38
2011-09-09,29
2011-09-10,27
2011-09-11,30
2011-09-12,29
2011-09-13,61
2011-09-14,43
2011-09-15,35
2011-09-16,57
2011-09-17,64
2011-09-18,49
