date,MYL
2016-08-02,29
2016-08-03,33
2016-08-04,30
2016-08-05,27
2016-08-06,22
2016-08-07,21
2016-08-08,26
2016-08-09,26
2016-08-10,22
2016-08-11,22
2016-08-12,15
2016-08-13,20
2016-08-14,15
2016-08-15,28
2016-08-16,20
2016-08-17,19
2016-08-18,25
2016-08-19,32
2016-08-20,12
2016-08-21,24
2016-08-22,27
2016-08-23,28
2016-08-24,60
2016-08-25,100
2016-08-26,62
2016-08-27,31
2016-08-28,24
2016-08-29,48
2016-08-30,42
2016-08-31,39
2016-09-01,29
2016-09-02,38
2016-09-03,25
2016-09-04,30
2016-09-05,26
2016-09-06,36
2016-09-07,32
2016-09-08,31
2016-09-09,32
2016-09-10,28
2016-09-11,21
2016-09-12,28
2016-09-13,41
2016-09-14,35
2016-09-15,29
2016-09-16,23
2016-09-17,25
2016-09-18,15
2016-09-19,30
2016-09-20,33
2016-09-21,31
2016-09-22,42
2016-09-23,30
2016-09-24,24
2016-09-25,30
2016-09-26,30
2016-09-27,32
2016-09-28,32
2016-09-29,29
2016-09-30,27
2016-10-01,24
2016-10-02,17
2016-10-03,39
2016-10-04,34
2016-10-05,28
2016-10-06,35
2016-10-07,45
2016-10-08,44
2016-10-09,22
2016-10-10,50
2016-10-11,44
2016-10-12,41
2016-10-13,34
2016-10-14,31
2016-10-15,23
2016-10-16,29
2016-10-17,34
2016-10-18,33
2016-10-19,35
2016-10-20,26
2016-10-21,49
2016-10-22,33
2016-10-23,28
2016-10-24,25
2016-10-25,30
2016-10-26,29
2016-10-27,40
2016-10-28,36
2016-10-29,28
2016-10-30,27
2016-10-31,32
2016-11-01,36
2016-11-02,38
2016-11-03,39
2016-11-04,38
2016-11-05,24
2016-11-06,31
2016-11-07,28
2016-11-08,30
2016-11-09,43
2016-11-10,38
2016-11-11,31
2016-11-12,27
2016-11-13,28
2016-11-14,38
2016-11-15,33
2016-11-16,33
2016-11-17,28
2016-11-18,38
2016-11-19,26
2016-11-20,21
2016-11-21,29
2016-11-22,29
2016-11-23,37
2016-11-24,31
2016-11-25,28
2016-11-26,19
2016-11-27,22
2016-11-28,29
2016-11-29,31
2016-11-30,21
2016-12-01,26
2016-12-02,26
2016-12-03,21
2016-12-04,22
2016-12-05,27
2016-12-06,30
2016-12-07,44
2016-12-08,33
2016-12-09,27
2016-12-10,26
2016-12-11,27
2016-12-12,29
2016-12-13,31
2016-12-14,29
2016-12-15,24
2016-12-16,40
2016-12-17,16
2016-12-18,19
2016-12-19,25
2016-12-20,24
2016-12-21,26
2016-12-22,23
2016-12-23,27
2016-12-24,28
2016-12-25,21
2016-12-26,25
2016-12-27,20
2016-12-28,32
2016-12-29,26
2016-12-30,32
2016-12-31,24
2017-01-01,20
2017-01-02,20
2017-01-03,27
2017-01-04,29
2017-01-05,31
2017-01-06,33
2017-01-07,17
2017-01-08,20
2017-01-09,24
2017-01-10,24
2017-01-11,38
2017-01-12,33
2017-01-13,33
2017-01-14,24
2017-01-15,18
2017-01-16,29
2017-01-17,27
2017-01-18,36
2017-01-19,30
2017-01-20,30
2017-01-21,17
2017-01-22,22
2017-01-23,34
2017-01-24,28
2017-01-25,27
2017-01-26,26
2017-01-27,26
2017-01-28,22
2017-01-29,30
2017-01-30,30
2017-01-31,35
2017-02-01,33
2017-02-02,26
2017-02-03,35
2017-02-04,21
2017-02-05,22
2017-02-06,32
2017-02-07,33
2017-02-08,31
2017-02-09,30
2017-02-10,25
2017-02-11,23
2017-02-12,25
2017-02-13,27
2017-02-14,33
2017-02-15,41
2017-02-16,40
2017-02-17,30
2017-02-18,23
2017-02-19,23
2017-02-20,17
2017-02-21,30
2017-02-22,29
2017-02-23,20
2017-02-24,27
2017-02-25,24
2017-02-26,25
2017-02-27,32
2017-02-28,24
2017-03-01,46
2017-03-02,37
2017-03-03,33
2017-03-04,27
2017-03-05,28
2017-03-06,32
2017-03-07,24
2017-03-08,36
2017-03-09,31
2017-03-10,34
2017-03-11,22
2017-03-12,30
2017-03-13,36
2017-03-14,34
2017-03-15,27
2017-03-16,24
2017-03-17,26
2017-03-18,21
2017-03-19,25
2017-03-20,29
2017-03-21,25
2017-03-22,25
2017-03-23,31
2017-03-24,31
2017-03-25,20
2017-03-26,27
2017-03-27,34
2017-03-28,36
2017-03-29,36
2017-03-30,26
2017-03-31,34
2017-04-01,16
2017-04-02,25
2017-04-03,30
2017-04-04,21
2017-04-05,23
2017-04-06,30
2017-04-07,19
2017-04-08,28
2017-04-09,18
2017-04-10,27
2017-04-11,31
2017-04-12,35
2017-04-13,35
2017-04-14,31
2017-04-15,20
2017-04-16,21
2017-04-17,28
2017-04-18,35
