date,MYL
2016-07-30,23
2016-07-31,25
2016-08-01,33
2016-08-02,27
2016-08-03,27
2016-08-04,22
2016-08-05,29
2016-08-06,27
2016-08-07,18
2016-08-08,24
2016-08-09,25
2016-08-10,21
2016-08-11,26
2016-08-12,19
2016-08-13,23
2016-08-14,14
2016-08-15,24
2016-08-16,28
2016-08-17,19
2016-08-18,29
2016-08-19,25
2016-08-20,18
2016-08-21,19
2016-08-22,25
2016-08-23,28
2016-08-24,49
2016-08-25,100
2016-08-26,56
2016-08-27,27
2016-08-28,22
2016-08-29,41
2016-08-30,41
2016-08-31,33
2016-09-01,37
2016-09-02,33
2016-09-03,21
2016-09-04,23
2016-09-05,17
2016-09-06,28
2016-09-07,28
2016-09-08,28
2016-09-09,34
2016-09-10,28
2016-09-11,18
2016-09-12,34
2016-09-13,41
2016-09-14,27
2016-09-15,26
2016-09-16,34
2016-09-17,18
2016-09-18,8
2016-09-19,27
2016-09-20,30
2016-09-21,32
2016-09-22,49
2016-09-23,13
2016-09-24,17
2016-09-25,26
2016-09-26,36
2016-09-27,38
2016-09-28,43
2016-09-29,32
2016-09-30,21
2016-10-01,34
2016-10-02,16
2016-10-03,32
2016-10-04,32
2016-10-05,24
2016-10-06,31
2016-10-07,35
2016-10-08,38
2016-10-09,23
2016-10-10,49
2016-10-11,37
2016-10-12,26
2016-10-13,33
2016-10-14,26
2016-10-15,21
2016-10-16,28
2016-10-17,31
2016-10-18,32
2016-10-19,33
2016-10-20,22
2016-10-21,34
2016-10-22,31
2016-10-23,23
2016-10-24,27
2016-10-25,30
2016-10-26,28
2016-10-27,26
2016-10-28,28
2016-10-29,26
2016-10-30,19
2016-10-31,18
2016-11-01,31
2016-11-02,32
2016-11-03,35
2016-11-04,36
2016-11-05,23
2016-11-06,30
2016-11-07,43
2016-11-08,25
2016-11-09,47
2016-11-10,32
2016-11-11,25
2016-11-12,26
2016-11-13,24
2016-11-14,40
2016-11-15,26
2016-11-16,29
2016-11-17,38
2016-11-18,32
2016-11-19,25
2016-11-20,24
2016-11-21,26
2016-11-22,34
2016-11-23,30
2016-11-24,22
2016-11-25,28
2016-11-26,23
2016-11-27,18
2016-11-28,40
2016-11-29,26
2016-11-30,19
2016-12-01,28
2016-12-02,43
2016-12-03,28
2016-12-04,18
2016-12-05,27
2016-12-06,32
2016-12-07,39
2016-12-08,24
2016-12-09,32
2016-12-10,32
2016-12-11,24
2016-12-12,38
2016-12-13,27
2016-12-14,27
2016-12-15,28
2016-12-16,33
2016-12-17,25
2016-12-18,23
2016-12-19,29
2016-12-20,26
2016-12-21,26
2016-12-22,24
2016-12-23,35
2016-12-24,31
2016-12-25,13
2016-12-26,24
2016-12-27,15
2016-12-28,30
2016-12-29,27
2016-12-30,29
2016-12-31,26
2017-01-01,21
2017-01-02,26
2017-01-03,26
2017-01-04,41
2017-01-05,32
2017-01-06,22
2017-01-07,19
2017-01-08,22
2017-01-09,18
2017-01-10,27
2017-01-11,34
2017-01-12,37
2017-01-13,29
2017-01-14,25
2017-01-15,15
2017-01-16,24
2017-01-17,30
2017-01-18,28
2017-01-19,26
2017-01-20,22
2017-01-21,19
2017-01-22,19
2017-01-23,39
2017-01-24,32
2017-01-25,31
2017-01-26,22
2017-01-27,22
2017-01-28,20
2017-01-29,22
2017-01-30,30
2017-01-31,30
2017-02-01,34
2017-02-02,23
2017-02-03,32
2017-02-04,23
2017-02-05,28
2017-02-06,37
2017-02-07,37
2017-02-08,29
2017-02-09,22
2017-02-10,30
2017-02-11,34
2017-02-12,27
2017-02-13,21
2017-02-14,37
2017-02-15,43
2017-02-16,32
2017-02-17,28
2017-02-18,23
2017-02-19,23
2017-02-20,23
2017-02-21,26
2017-02-22,30
2017-02-23,20
2017-02-24,24
2017-02-25,20
2017-02-26,19
2017-02-27,28
2017-02-28,23
2017-03-01,46
2017-03-02,37
2017-03-03,30
2017-03-04,25
2017-03-05,22
2017-03-06,31
2017-03-07,18
2017-03-08,34
2017-03-09,40
2017-03-10,29
2017-03-11,14
2017-03-12,24
2017-03-13,31
2017-03-14,18
2017-03-15,26
2017-03-16,25
2017-03-17,32
2017-03-18,22
2017-03-19,24
2017-03-20,28
2017-03-21,26
2017-03-22,19
2017-03-23,16
2017-03-24,21
2017-03-25,17
2017-03-26,21
2017-03-27,31
2017-03-28,24
2017-03-29,34
2017-03-30,25
2017-03-31,30
2017-04-01,24
2017-04-02,21
2017-04-03,33
2017-04-04,22
2017-04-05,23
2017-04-06,23
2017-04-07,18
2017-04-08,22
2017-04-09,15
2017-04-10,26
2017-04-11,26
2017-04-12,26
2017-04-13,26
2017-04-14,35
