date,MYL
2013-11-06,36
2013-11-07,29
2013-11-08,29
2013-11-09,33
2013-11-10,36
2013-11-11,69
2013-11-12,58
2013-11-13,33
2013-11-14,35
2013-11-15,23
2013-11-16,37
2013-11-17,38
2013-11-18,13
2013-11-19,41
2013-11-20,29
2013-11-21,27
2013-11-22,25
2013-11-23,51
2013-11-24,37
2013-11-25,44
2013-11-26,54
2013-11-27,56
2013-11-28,56
2013-11-29,37
2013-11-30,32
2013-12-01,40
2013-12-02,26
2013-12-03,25
2013-12-04,49
2013-12-05,45
2013-12-06,51
2013-12-07,54
2013-12-08,29
2013-12-09,55
2013-12-10,41
2013-12-11,35
2013-12-12,45
2013-12-13,48
2013-12-14,26
2013-12-15,30
2013-12-16,42
2013-12-17,57
2013-12-18,26
2013-12-19,40
2013-12-20,48
2013-12-21,52
2013-12-22,49
2013-12-23,32
2013-12-24,27
2013-12-25,56
2013-12-26,33
2013-12-27,42
2013-12-28,31
2013-12-29,51
2013-12-30,41
2013-12-31,35
2014-01-01,40
2014-01-02,28
2014-01-03,24
2014-01-04,19
2014-01-05,23
2014-01-06,40
2014-01-07,54
2014-01-08,44
2014-01-09,35
2014-01-10,68
2014-01-11,60
2014-01-12,37
2014-01-13,47
2014-01-14,54
2014-01-15,36
2014-01-16,32
2014-01-17,46
2014-01-18,25
2014-01-19,35
2014-01-20,39
2014-01-21,53
2014-01-22,53
2014-01-23,45
2014-01-24,34
2014-01-25,39
2014-01-26,32
2014-01-27,39
2014-01-28,26
2014-01-29,45
2014-01-30,54
2014-01-31,40
2014-02-01,53
2014-02-02,24
2014-02-03,37
2014-02-04,33
2014-02-05,38
2014-02-06,42
2014-02-07,39
2014-02-08,32
2014-02-09,30
2014-02-10,54
2014-02-11,48
2014-02-12,48
2014-02-13,40
2014-02-14,31
2014-02-15,33
2014-02-16,36
2014-02-17,39
2014-02-18,38
2014-02-19,41
2014-02-20,33
2014-02-21,41
2014-02-22,32
2014-02-23,24
2014-02-24,42
2014-02-25,25
2014-02-26,27
2014-02-27,58
2014-02-28,61
2014-03-01,40
2014-03-02,22
2014-03-03,33
2014-03-04,30
2014-03-05,50
2014-03-06,45
2014-03-07,43
2014-03-08,35
2014-03-09,42
2014-03-10,33
2014-03-11,47
2014-03-12,34
2014-03-13,45
2014-03-14,42
2014-03-15,33
2014-03-16,34
2014-03-17,39
2014-03-18,37
2014-03-19,43
2014-03-20,59
2014-03-21,54
2014-03-22,36
2014-03-23,30
2014-03-24,44
2014-03-25,30
2014-03-26,29
2014-03-27,41
2014-03-28,39
2014-03-29,24
2014-03-30,40
2014-03-31,46
2014-04-01,36
2014-04-02,43
2014-04-03,36
2014-04-04,42
2014-04-05,38
2014-04-06,34
2014-04-07,54
2014-04-08,52
2014-04-09,38
2014-04-10,56
2014-04-11,49
2014-04-12,27
2014-04-13,33
2014-04-14,31
2014-04-15,47
2014-04-16,32
2014-04-17,65
2014-04-18,43
2014-04-19,43
2014-04-20,37
2014-04-21,34
2014-04-22,47
2014-04-23,41
2014-04-24,38
2014-04-25,45
2014-04-26,20
2014-04-27,28
2014-04-28,44
2014-04-29,47
2014-04-30,33
2014-05-01,24
2014-05-02,33
2014-05-03,43
2014-05-04,30
2014-05-05,47
2014-05-06,46
2014-05-07,47
2014-05-08,50
2014-05-09,36
2014-05-10,49
2014-05-11,60
2014-05-12,37
2014-05-13,37
2014-05-14,39
2014-05-15,45
2014-05-16,50
2014-05-17,54
2014-05-18,56
2014-05-19,51
2014-05-20,34
2014-05-21,43
2014-05-22,53
2014-05-23,43
2014-05-24,55
2014-05-25,41
2014-05-26,55
2014-05-27,33
2014-05-28,58
2014-05-29,58
2014-05-30,38
2014-05-31,42
2014-06-01,51
2014-06-02,49
2014-06-03,41
2014-06-04,47
2014-06-05,33
2014-06-06,40
2014-06-07,42
2014-06-08,50
2014-06-09,66
2014-06-10,44
2014-06-11,51
2014-06-12,48
2014-06-13,40
2014-06-14,58
2014-06-15,39
2014-06-16,43
2014-06-17,41
2014-06-18,35
2014-06-19,29
2014-06-20,59
2014-06-21,59
2014-06-22,56
2014-06-23,33
2014-06-24,34
2014-06-25,69
2014-06-26,62
2014-06-27,55
2014-06-28,54
2014-06-29,26
2014-06-30,61
2014-07-01,56
2014-07-02,62
2014-07-03,38
2014-07-04,52
2014-07-05,50
2014-07-06,45
2014-07-07,48
2014-07-08,53
2014-07-09,60
2014-07-10,50
2014-07-11,50
2014-07-12,56
2014-07-13,60
2014-07-14,100
2014-07-15,52
2014-07-16,61
2014-07-17,57
2014-07-18,59
2014-07-19,78
2014-07-20,64
2014-07-21,57
2014-07-22,65
2014-07-23,56
2014-07-24,49
