date,MNST
2016-09-11,9
2016-09-12,8
2016-09-13,7
2016-09-14,5
2016-09-15,10
2016-09-16,10
2016-09-17,0
2016-09-18,6
2016-09-19,12
2016-09-20,15
2016-09-21,7
2016-09-22,10
2016-09-23,5
2016-09-24,6
2016-09-25,6
2016-09-26,10
2016-09-27,5
2016-09-28,7
2016-09-29,7
2016-09-30,5
2016-10-01,6
2016-10-02,0
2016-10-03,12
2016-10-04,12
2016-10-05,5
2016-10-06,12
2016-10-07,5
2016-10-08,6
2016-10-09,6
2016-10-10,20
2016-10-11,5
2016-10-12,7
2016-10-13,7
2016-10-14,5
2016-10-15,6
2016-10-16,0
2016-10-17,14
2016-10-18,12
2016-10-19,7
2016-10-20,10
2016-10-21,7
2016-10-22,6
2016-10-23,17
2016-10-24,10
2016-10-25,7
2016-10-26,14
2016-10-27,7
2016-10-28,18
2016-10-29,17
2016-10-30,6
2016-10-31,25
2016-11-01,20
2016-11-02,24
2016-11-03,31
2016-11-04,54
2016-11-05,5
2016-11-06,8
2016-11-07,28
2016-11-08,14
2016-11-09,46
2016-11-10,96
2016-11-11,40
2016-11-12,8
2016-11-13,14
2016-11-14,26
2016-11-15,19
2016-11-16,21
2016-11-17,12
2016-11-18,23
2016-11-19,6
2016-11-20,8
2016-11-21,31
2016-11-22,28
2016-11-23,19
2016-11-24,0
2016-11-25,5
2016-11-26,5
2016-11-27,11
2016-11-28,12
2016-11-29,12
2016-11-30,10
2016-12-01,10
2016-12-02,20
2016-12-03,8
2016-12-04,5
2016-12-05,14
2016-12-06,31
2016-12-07,14
2016-12-08,22
2016-12-09,13
2016-12-10,6
2016-12-11,11
2016-12-12,23
2016-12-13,21
2016-12-14,14
2016-12-15,14
2016-12-16,13
2016-12-17,8
2016-12-18,6
2016-12-19,7
2016-12-20,10
2016-12-21,18
2016-12-22,26
2016-12-23,5
2016-12-24,12
2016-12-25,12
2016-12-26,8
2016-12-27,10
2016-12-28,18
2016-12-29,15
2016-12-30,16
2016-12-31,9
2017-01-01,6
2017-01-02,5
2017-01-03,17
2017-01-04,12
2017-01-05,14
2017-01-06,7
2017-01-07,5
2017-01-08,21
2017-01-09,16
2017-01-10,12
2017-01-11,14
2017-01-12,23
2017-01-13,12
2017-01-14,21
2017-01-15,5
2017-01-16,14
2017-01-17,12
2017-01-18,18
2017-01-19,0
2017-01-20,14
2017-01-21,8
2017-01-22,5
2017-01-23,14
2017-01-24,14
2017-01-25,18
2017-01-26,12
2017-01-27,14
2017-01-28,13
2017-01-29,5
2017-01-30,7
2017-01-31,12
2017-02-01,9
2017-02-02,18
2017-02-03,12
2017-02-04,16
2017-02-05,5
2017-02-06,18
2017-02-07,16
2017-02-08,18
2017-02-09,7
2017-02-10,14
2017-02-11,0
2017-02-12,11
2017-02-13,11
2017-02-14,11
2017-02-15,5
2017-02-16,12
2017-02-17,7
2017-02-18,5
2017-02-19,0
2017-02-20,14
2017-02-21,7
2017-02-22,23
2017-02-23,14
2017-02-24,17
2017-02-25,5
2017-02-26,0
2017-02-27,19
2017-02-28,21
2017-03-01,41
2017-03-02,100
2017-03-03,28
2017-03-04,16
2017-03-05,10
2017-03-06,16
2017-03-07,22
2017-03-08,14
2017-03-09,20
2017-03-10,12
2017-03-11,8
2017-03-12,10
2017-03-13,20
2017-03-14,14
2017-03-15,20
2017-03-16,14
2017-03-17,19
2017-03-18,5
2017-03-19,5
2017-03-20,14
2017-03-21,29
2017-03-22,13
2017-03-23,18
2017-03-24,5
2017-03-25,11
2017-03-26,11
2017-03-27,5
2017-03-28,21
2017-03-29,21
2017-03-30,7
2017-03-31,14
2017-04-01,5
