date,MNST
2014-03-16,7
2014-03-17,6
2014-03-18,3
2014-03-19,7
2014-03-20,6
2014-03-21,4
2014-03-22,3
2014-03-23,3
2014-03-24,3
2014-03-25,6
2014-03-26,3
2014-03-27,7
2014-03-28,5
2014-03-29,3
2014-03-30,3
2014-03-31,7
2014-04-01,12
2014-04-02,6
2014-04-03,3
2014-04-04,4
2014-04-05,0
2014-04-06,7
2014-04-07,3
2014-04-08,4
2014-04-09,6
2014-04-10,6
2014-04-11,5
2014-04-12,0
2014-04-13,0
2014-04-14,6
2014-04-15,7
2014-04-16,5
2014-04-17,8
2014-04-18,3
2014-04-19,9
2014-04-20,0
2014-04-21,3
2014-04-22,3
2014-04-23,9
2014-04-24,6
2014-04-25,4
2014-04-26,4
2014-04-27,3
2014-04-28,6
2014-04-29,8
2014-04-30,4
2014-05-01,6
2014-05-02,6
2014-05-03,4
2014-05-04,0
2014-05-05,4
2014-05-06,3
2014-05-07,6
2014-05-08,7
2014-05-09,13
2014-05-10,3
2014-05-11,3
2014-05-12,6
2014-05-13,7
2014-05-14,5
2014-05-15,9
2014-05-16,3
2014-05-17,4
2014-05-18,0
2014-05-19,0
2014-05-20,4
2014-05-21,5
2014-05-22,0
2014-05-23,7
2014-05-24,0
2014-05-25,8
2014-05-26,10
2014-05-27,6
2014-05-28,6
2014-05-29,10
2014-05-30,3
2014-05-31,4
2014-06-01,4
2014-06-02,3
2014-06-03,10
2014-06-04,10
2014-06-05,0
2014-06-06,0
2014-06-07,0
2014-06-08,4
2014-06-09,3
2014-06-10,0
2014-06-11,3
2014-06-12,7
2014-06-13,9
2014-06-14,0
2014-06-15,8
2014-06-16,3
2014-06-17,10
2014-06-18,3
2014-06-19,4
2014-06-20,7
2014-06-21,6
2014-06-22,8
2014-06-23,5
2014-06-24,5
2014-06-25,4
2014-06-26,3
2014-06-27,5
2014-06-28,6
2014-06-29,4
2014-06-30,5
2014-07-01,7
2014-07-02,5
2014-07-03,3
2014-07-04,7
2014-07-05,8
2014-07-06,4
2014-07-07,7
2014-07-08,7
2014-07-09,3
2014-07-10,5
2014-07-11,5
2014-07-12,8
2014-07-13,4
2014-07-14,0
2014-07-15,5
2014-07-16,3
2014-07-17,3
2014-07-18,3
2014-07-19,6
2014-07-20,0
2014-07-21,3
2014-07-22,3
2014-07-23,7
2014-07-24,7
2014-07-25,7
2014-07-26,4
2014-07-27,4
2014-07-28,3
2014-07-29,7
2014-07-30,7
2014-07-31,5
2014-08-01,7
2014-08-02,0
2014-08-03,4
2014-08-04,7
2014-08-05,3
2014-08-06,5
2014-08-07,14
2014-08-08,15
2014-08-09,4
2014-08-10,4
2014-08-11,3
2014-08-12,4
2014-08-13,3
2014-08-14,38
2014-08-15,100
2014-08-16,24
2014-08-17,11
2014-08-18,26
2014-08-19,21
2014-08-20,8
2014-08-21,5
2014-08-22,9
2014-08-23,9
2014-08-24,5
2014-08-25,9
2014-08-26,16
2014-08-27,11
2014-08-28,8
2014-08-29,8
2014-08-30,0
2014-08-31,8
2014-09-01,3
2014-09-02,7
2014-09-03,5
2014-09-04,14
2014-09-05,10
2014-09-06,4
2014-09-07,4
2014-09-08,6
2014-09-09,5
2014-09-10,4
2014-09-11,8
2014-09-12,10
2014-09-13,7
2014-09-14,0
2014-09-15,3
2014-09-16,6
2014-09-17,6
2014-09-18,5
2014-09-19,13
2014-09-20,4
2014-09-21,4
2014-09-22,7
2014-09-23,8
2014-09-24,6
2014-09-25,6
2014-09-26,6
2014-09-27,7
2014-09-28,4
2014-09-29,6
2014-09-30,5
2014-10-01,8
2014-10-02,6
2014-10-03,8
2014-10-04,8
2014-10-05,0
2014-10-06,6
2014-10-07,8
2014-10-08,7
2014-10-09,6
2014-10-10,4
2014-10-11,5
2014-10-12,0
2014-10-13,5
2014-10-14,5
2014-10-15,5
2014-10-16,6
2014-10-17,7
2014-10-18,4
2014-10-19,0
2014-10-20,6
2014-10-21,8
2014-10-22,3
2014-10-23,5
2014-10-24,7
2014-10-25,0
2014-10-26,7
2014-10-27,4
2014-10-28,4
2014-10-29,3
2014-10-30,7
2014-10-31,13
2014-11-01,4
2014-11-02,4
2014-11-03,14
2014-11-04,6
2014-11-05,5
2014-11-06,14
2014-11-07,19
2014-11-08,7
2014-11-09,10
2014-11-10,5
2014-11-11,6
2014-11-12,6
2014-11-13,5
2014-11-14,4
2014-11-15,4
2014-11-16,3
2014-11-17,3
2014-11-18,10
2014-11-19,4
2014-11-20,4
2014-11-21,3
2014-11-22,4
2014-11-23,5
2014-11-24,10
2014-11-25,7
2014-11-26,3
2014-11-27,3
2014-11-28,4
2014-11-29,0
2014-11-30,3
2014-12-01,5
