date,MNST
2016-05-04,16
2016-05-05,14
2016-05-06,21
2016-05-07,12
2016-05-08,16
2016-05-09,7
2016-05-10,13
2016-05-11,16
2016-05-12,20
2016-05-13,20
2016-05-14,8
2016-05-15,11
2016-05-16,13
2016-05-17,16
2016-05-18,13
2016-05-19,20
2016-05-20,27
2016-05-21,12
2016-05-22,8
2016-05-23,10
2016-05-24,16
2016-05-25,16
2016-05-26,20
2016-05-27,14
2016-05-28,8
2016-05-29,0
2016-05-30,13
2016-05-31,29
2016-06-01,10
2016-06-02,13
2016-06-03,10
2016-06-04,16
2016-06-05,31
2016-06-06,27
2016-06-07,20
2016-06-08,13
2016-06-09,27
2016-06-10,21
2016-06-11,8
2016-06-12,0
2016-06-13,6
2016-06-14,10
2016-06-15,20
2016-06-16,7
2016-06-17,14
2016-06-18,8
2016-06-19,8
2016-06-20,16
2016-06-21,16
2016-06-22,10
2016-06-23,13
2016-06-24,17
2016-06-25,8
2016-06-26,0
2016-06-27,26
2016-06-28,20
2016-06-29,0
2016-06-30,24
2016-07-01,18
2016-07-02,16
2016-07-03,8
2016-07-04,0
2016-07-05,14
2016-07-06,10
2016-07-07,10
2016-07-08,14
2016-07-09,8
2016-07-10,8
2016-07-11,17
2016-07-12,17
2016-07-13,30
2016-07-14,7
2016-07-15,7
2016-07-16,8
2016-07-17,8
2016-07-18,34
2016-07-19,27
2016-07-20,10
2016-07-21,14
2016-07-22,31
2016-07-23,8
2016-07-24,8
2016-07-25,20
2016-07-26,17
2016-07-27,10
2016-07-28,31
2016-07-29,14
2016-07-30,20
2016-07-31,8
2016-08-01,13
2016-08-02,13
2016-08-03,20
2016-08-04,68
2016-08-05,46
2016-08-06,16
2016-08-07,16
2016-08-08,20
2016-08-09,10
2016-08-10,17
2016-08-11,7
2016-08-12,14
2016-08-13,8
2016-08-14,8
2016-08-15,21
2016-08-16,24
2016-08-17,10
2016-08-18,17
2016-08-19,28
2016-08-20,8
2016-08-21,15
2016-08-22,17
2016-08-23,7
2016-08-24,13
2016-08-25,10
2016-08-26,7
2016-08-27,0
2016-08-28,8
2016-08-29,7
2016-08-30,26
2016-08-31,6
2016-09-01,7
2016-09-02,7
2016-09-03,8
2016-09-04,0
2016-09-05,7
2016-09-06,10
2016-09-07,10
2016-09-08,7
2016-09-09,23
2016-09-10,8
2016-09-11,8
2016-09-12,26
2016-09-13,13
2016-09-14,20
2016-09-15,13
2016-09-16,7
2016-09-17,8
2016-09-18,7
2016-09-19,19
2016-09-20,16
2016-09-21,6
2016-09-22,6
2016-09-23,7
2016-09-24,8
2016-09-25,7
2016-09-26,13
2016-09-27,6
2016-09-28,19
2016-09-29,6
2016-09-30,0
2016-10-01,7
2016-10-02,14
2016-10-03,19
2016-10-04,12
2016-10-05,13
2016-10-06,19
2016-10-07,7
2016-10-08,11
2016-10-09,0
2016-10-10,29
2016-10-11,13
2016-10-12,6
2016-10-13,13
2016-10-14,13
2016-10-15,15
2016-10-16,0
2016-10-17,16
2016-10-18,9
2016-10-19,6
2016-10-20,13
2016-10-21,10
2016-10-22,7
2016-10-23,14
2016-10-24,16
2016-10-25,9
2016-10-26,19
2016-10-27,13
2016-10-28,20
2016-10-29,22
2016-10-30,7
2016-10-31,26
2016-11-01,16
2016-11-02,19
2016-11-03,43
2016-11-04,32
2016-11-05,14
2016-11-06,14
2016-11-07,18
2016-11-08,18
2016-11-09,20
2016-11-10,100
2016-11-11,48
2016-11-12,14
2016-11-13,21
2016-11-14,36
2016-11-15,25
2016-11-16,15
2016-11-17,6
2016-11-18,29
2016-11-19,7
2016-11-20,14
2016-11-21,18
2016-11-22,21
2016-11-23,31
2016-11-24,6
2016-11-25,6
2016-11-26,7
2016-11-27,14
2016-11-28,12
2016-11-29,9
2016-11-30,6
2016-12-01,16
2016-12-02,19
2016-12-03,0
2016-12-04,7
2016-12-05,12
2016-12-06,24
2016-12-07,31
2016-12-08,35
2016-12-09,16
2016-12-10,8
2016-12-11,15
2016-12-12,18
2016-12-13,15
2016-12-14,9
2016-12-15,25
2016-12-16,16
2016-12-17,18
2016-12-18,7
2016-12-19,9
2016-12-20,16
2016-12-21,19
2016-12-22,10
2016-12-23,17
2016-12-24,12
2016-12-25,8
2016-12-26,7
2016-12-27,13
2016-12-28,20
2016-12-29,26
2016-12-30,10
2016-12-31,15
2017-01-01,16
2017-01-02,16
2017-01-03,25
2017-01-04,15
2017-01-05,15
2017-01-06,10
2017-01-07,10
2017-01-08,21
2017-01-09,15
2017-01-10,21
2017-01-11,18
2017-01-12,12
2017-01-13,15
2017-01-14,17
2017-01-15,7
2017-01-16,12
2017-01-17,12
2017-01-18,21
2017-01-19,12
