date,MNST
2016-07-30,7
2016-07-31,7
2016-08-01,15
2016-08-02,14
2016-08-03,12
2016-08-04,32
2016-08-05,39
2016-08-06,7
2016-08-07,7
2016-08-08,16
2016-08-09,18
2016-08-10,12
2016-08-11,18
2016-08-12,6
2016-08-13,11
2016-08-14,0
2016-08-15,10
2016-08-16,29
2016-08-17,16
2016-08-18,16
2016-08-19,8
2016-08-20,7
2016-08-21,14
2016-08-22,12
2016-08-23,18
2016-08-24,20
2016-08-25,16
2016-08-26,10
2016-08-27,7
2016-08-28,10
2016-08-29,11
2016-08-30,13
2016-08-31,12
2016-09-01,10
2016-09-02,15
2016-09-03,0
2016-09-04,7
2016-09-05,6
2016-09-06,6
2016-09-07,13
2016-09-08,11
2016-09-09,14
2016-09-10,10
2016-09-11,13
2016-09-12,17
2016-09-13,9
2016-09-14,11
2016-09-15,15
2016-09-16,16
2016-09-17,0
2016-09-18,6
2016-09-19,8
2016-09-20,9
2016-09-21,17
2016-09-22,11
2016-09-23,8
2016-09-24,0
2016-09-25,0
2016-09-26,6
2016-09-27,6
2016-09-28,11
2016-09-29,6
2016-09-30,10
2016-10-01,6
2016-10-02,6
2016-10-03,7
2016-10-04,8
2016-10-05,11
2016-10-06,13
2016-10-07,6
2016-10-08,9
2016-10-09,0
2016-10-10,28
2016-10-11,13
2016-10-12,13
2016-10-13,6
2016-10-14,6
2016-10-15,13
2016-10-16,13
2016-10-17,11
2016-10-18,8
2016-10-19,17
2016-10-20,15
2016-10-21,9
2016-10-22,6
2016-10-23,16
2016-10-24,20
2016-10-25,7
2016-10-26,22
2016-10-27,6
2016-10-28,12
2016-10-29,7
2016-10-30,16
2016-10-31,14
2016-11-01,15
2016-11-02,32
2016-11-03,36
2016-11-04,43
2016-11-05,25
2016-11-06,6
2016-11-07,21
2016-11-08,16
2016-11-09,32
2016-11-10,100
2016-11-11,44
2016-11-12,13
2016-11-13,21
2016-11-14,20
2016-11-15,25
2016-11-16,22
2016-11-17,15
2016-11-18,15
2016-11-19,0
2016-11-20,10
2016-11-21,23
2016-11-22,27
2016-11-23,18
2016-11-24,6
2016-11-25,14
2016-11-26,8
2016-11-27,15
2016-11-28,19
2016-11-29,9
2016-11-30,13
2016-12-01,15
2016-12-02,24
2016-12-03,8
2016-12-04,6
2016-12-05,5
2016-12-06,14
2016-12-07,16
2016-12-08,24
2016-12-09,12
2016-12-10,12
2016-12-11,13
2016-12-12,21
2016-12-13,16
2016-12-14,16
2016-12-15,16
2016-12-16,14
2016-12-17,13
2016-12-18,6
2016-12-19,7
2016-12-20,13
2016-12-21,23
2016-12-22,10
2016-12-23,14
2016-12-24,7
2016-12-25,7
2016-12-26,18
2016-12-27,17
2016-12-28,20
2016-12-29,13
2016-12-30,22
2016-12-31,13
2017-01-01,7
2017-01-02,15
2017-01-03,11
2017-01-04,23
2017-01-05,20
2017-01-06,11
2017-01-07,14
2017-01-08,21
2017-01-09,16
2017-01-10,11
2017-01-11,19
2017-01-12,16
2017-01-13,11
2017-01-14,21
2017-01-15,12
2017-01-16,18
2017-01-17,7
2017-01-18,19
2017-01-19,7
2017-01-20,11
2017-01-21,6
2017-01-22,12
2017-01-23,17
2017-01-24,16
2017-01-25,10
2017-01-26,11
2017-01-27,24
2017-01-28,9
2017-01-29,8
2017-01-30,14
2017-01-31,13
2017-02-01,7
2017-02-02,23
2017-02-03,20
2017-02-04,18
2017-02-05,12
2017-02-06,10
2017-02-07,24
2017-02-08,19
2017-02-09,7
2017-02-10,35
2017-02-11,9
2017-02-12,12
2017-02-13,19
2017-02-14,23
2017-02-15,13
2017-02-16,16
2017-02-17,14
2017-02-18,10
2017-02-19,0
2017-02-20,14
2017-02-21,12
2017-02-22,15
2017-02-23,14
2017-02-24,22
2017-02-25,18
2017-02-26,6
2017-02-27,14
2017-02-28,27
2017-03-01,46
2017-03-02,85
2017-03-03,32
2017-03-04,6
2017-03-05,12
2017-03-06,17
2017-03-07,17
2017-03-08,19
2017-03-09,10
2017-03-10,18
2017-03-11,8
2017-03-12,6
2017-03-13,21
2017-03-14,7
2017-03-15,9
2017-03-16,9
2017-03-17,13
2017-03-18,6
2017-03-19,6
2017-03-20,9
2017-03-21,17
2017-03-22,12
2017-03-23,9
2017-03-24,8
2017-03-25,6
2017-03-26,6
2017-03-27,7
2017-03-28,15
2017-03-29,21
2017-03-30,12
2017-03-31,13
2017-04-01,6
2017-04-02,6
2017-04-03,16
2017-04-04,10
2017-04-05,17
2017-04-06,0
2017-04-07,14
2017-04-08,15
2017-04-09,25
2017-04-10,21
2017-04-11,14
2017-04-12,13
2017-04-13,9
2017-04-14,20
