date,MNST
2012-06-04,18
2012-06-05,12
2012-06-06,15
2012-06-07,15
2012-06-08,19
2012-06-09,15
2012-06-10,14
2012-06-11,20
2012-06-12,12
2012-06-13,24
2012-06-14,9
2012-06-15,6
2012-06-16,11
2012-06-17,8
2012-06-18,9
2012-06-19,18
2012-06-20,12
2012-06-21,12
2012-06-22,16
2012-06-23,8
2012-06-24,7
2012-06-25,12
2012-06-26,0
2012-06-27,21
2012-06-28,12
2012-06-29,22
2012-06-30,8
2012-07-01,0
2012-07-02,6
2012-07-03,9
2012-07-04,13
2012-07-05,16
2012-07-06,19
2012-07-07,8
2012-07-08,7
2012-07-09,12
2012-07-10,15
2012-07-11,9
2012-07-12,12
2012-07-13,44
2012-07-14,8
2012-07-15,15
2012-07-16,9
2012-07-17,6
2012-07-18,15
2012-07-19,18
2012-07-20,26
2012-07-21,23
2012-07-22,8
2012-07-23,12
2012-07-24,9
2012-07-25,12
2012-07-26,18
2012-07-27,32
2012-07-28,15
2012-07-29,0
2012-07-30,18
2012-07-31,12
2012-08-01,12
2012-08-02,12
2012-08-03,6
2012-08-04,8
2012-08-05,15
2012-08-06,9
2012-08-07,12
2012-08-08,30
2012-08-09,59
2012-08-10,51
2012-08-11,37
2012-08-12,26
2012-08-13,36
2012-08-14,70
2012-08-15,41
2012-08-16,19
2012-08-17,13
2012-08-18,8
2012-08-19,0
2012-08-20,28
2012-08-21,31
2012-08-22,12
2012-08-23,9
2012-08-24,10
2012-08-25,11
2012-08-26,7
2012-08-27,12
2012-08-28,15
2012-08-29,18
2012-08-30,12
2012-08-31,6
2012-09-01,7
2012-09-02,0
2012-09-03,9
2012-09-04,6
2012-09-05,15
2012-09-06,0
2012-09-07,13
2012-09-08,11
2012-09-09,14
2012-09-10,12
2012-09-11,17
2012-09-12,17
2012-09-13,41
2012-09-14,12
2012-09-15,7
2012-09-16,0
2012-09-17,14
2012-09-18,14
2012-09-19,6
2012-09-20,23
2012-09-21,18
2012-09-22,7
2012-09-23,7
2012-09-24,23
2012-09-25,9
2012-09-26,17
2012-09-27,6
2012-09-28,9
2012-09-29,11
2012-09-30,0
2012-10-01,17
2012-10-02,17
2012-10-03,11
2012-10-04,0
2012-10-05,12
2012-10-06,0
2012-10-07,0
2012-10-08,11
2012-10-09,11
2012-10-10,17
2012-10-11,8
2012-10-12,12
2012-10-13,7
2012-10-14,20
2012-10-15,14
2012-10-16,16
2012-10-17,11
2012-10-18,8
2012-10-19,23
2012-10-20,17
2012-10-21,13
2012-10-22,62
2012-10-23,100
2012-10-24,44
2012-10-25,76
2012-10-26,35
2012-10-27,17
2012-10-28,16
2012-10-29,16
2012-10-30,11
2012-10-31,17
2012-11-01,26
2012-11-02,15
2012-11-03,7
2012-11-04,6
2012-11-05,16
2012-11-06,19
2012-11-07,50
2012-11-08,55
2012-11-09,14
2012-11-10,0
2012-11-11,6
2012-11-12,14
2012-11-13,27
2012-11-14,19
2012-11-15,8
2012-11-16,17
2012-11-17,6
2012-11-18,6
2012-11-19,22
2012-11-20,13
2012-11-21,5
2012-11-22,28
2012-11-23,6
2012-11-24,6
2012-11-25,13
2012-11-26,16
2012-11-27,29
2012-11-28,18
2012-11-29,21
2012-11-30,11
2012-12-01,6
2012-12-02,6
2012-12-03,16
2012-12-04,10
2012-12-05,27
2012-12-06,11
2012-12-07,14
2012-12-08,6
2012-12-09,12
2012-12-10,10
2012-12-11,29
2012-12-12,11
2012-12-13,14
2012-12-14,11
2012-12-15,13
2012-12-16,0
2012-12-17,8
2012-12-18,27
2012-12-19,16
2012-12-20,6
2012-12-21,9
2012-12-22,0
2012-12-23,7
2012-12-24,20
2012-12-25,7
2012-12-26,0
2012-12-27,9
2012-12-28,6
2012-12-29,20
2012-12-30,0
2012-12-31,20
2013-01-01,14
2013-01-02,5
2013-01-03,35
2013-01-04,16
2013-01-05,9
2013-01-06,0
2013-01-07,10
2013-01-08,18
2013-01-09,5
2013-01-10,8
2013-01-11,11
2013-01-12,15
2013-01-13,0
2013-01-14,5
2013-01-15,17
2013-01-16,13
2013-01-17,20
2013-01-18,42
2013-01-19,6
2013-01-20,6
2013-01-21,7
2013-01-22,22
2013-01-23,5
2013-01-24,13
2013-01-25,10
2013-01-26,12
2013-01-27,12
2013-01-28,10
2013-01-29,22
2013-01-30,17
2013-01-31,10
2013-02-01,13
2013-02-02,6
2013-02-03,6
2013-02-04,5
2013-02-05,22
2013-02-06,15
2013-02-07,10
2013-02-08,26
2013-02-09,0
2013-02-10,0
2013-02-11,15
2013-02-12,10
2013-02-13,13
2013-02-14,10
2013-02-15,18
2013-02-16,12
2013-02-17,6
2013-02-18,7
2013-02-19,30
