date,MNST
2017-01-19,0
2017-01-20,21
2017-01-21,6
2017-01-22,6
2017-01-23,20
2017-01-24,13
2017-01-25,8
2017-01-26,10
2017-01-27,16
2017-01-28,12
2017-01-29,6
2017-01-30,10
2017-01-31,5
2017-02-01,5
2017-02-02,21
2017-02-03,11
2017-02-04,12
2017-02-05,6
2017-02-06,15
2017-02-07,18
2017-02-08,15
2017-02-09,18
2017-02-10,21
2017-02-11,9
2017-02-12,18
2017-02-13,23
2017-02-14,13
2017-02-15,13
2017-02-16,13
2017-02-17,16
2017-02-18,18
2017-02-19,0
2017-02-20,21
2017-02-21,10
2017-02-22,23
2017-02-23,13
2017-02-24,24
2017-02-25,6
2017-02-26,6
2017-02-27,23
2017-02-28,21
2017-03-01,53
2017-03-02,100
2017-03-03,34
2017-03-04,12
2017-03-05,11
2017-03-06,20
2017-03-07,15
2017-03-08,20
2017-03-09,25
2017-03-10,13
2017-03-11,9
2017-03-12,9
2017-03-13,23
2017-03-14,25
2017-03-15,20
2017-03-16,23
2017-03-17,8
2017-03-18,6
2017-03-19,9
2017-03-20,13
2017-03-21,28
2017-03-22,15
2017-03-23,8
2017-03-24,11
2017-03-25,9
2017-03-26,12
2017-03-27,10
2017-03-28,20
2017-03-29,23
2017-03-30,11
2017-03-31,13
2017-04-01,12
