date,MNST
2012-01-26,7
2012-01-27,19
2012-01-28,13
2012-01-29,9
2012-01-30,7
2012-01-31,14
2012-02-01,14
2012-02-02,0
2012-02-03,22
2012-02-04,0
2012-02-05,9
2012-02-06,14
2012-02-07,11
2012-02-08,22
2012-02-09,29
2012-02-10,22
2012-02-11,9
2012-02-12,0
2012-02-13,7
2012-02-14,7
2012-02-15,11
2012-02-16,22
2012-02-17,30
2012-02-18,13
2012-02-19,9
2012-02-20,0
2012-02-21,22
2012-02-22,11
2012-02-23,36
2012-02-24,0
2012-02-25,9
2012-02-26,13
2012-02-27,7
2012-02-28,7
2012-02-29,7
2012-03-01,15
2012-03-02,12
2012-03-03,18
2012-03-04,0
2012-03-05,14
2012-03-06,7
2012-03-07,7
2012-03-08,0
2012-03-09,19
2012-03-10,8
2012-03-11,0
2012-03-12,7
2012-03-13,7
2012-03-14,7
2012-03-15,18
2012-03-16,15
2012-03-17,0
2012-03-18,9
2012-03-19,0
2012-03-20,14
2012-03-21,7
2012-03-22,29
2012-03-23,8
2012-03-24,0
2012-03-25,9
2012-03-26,0
2012-03-27,18
2012-03-28,7
2012-03-29,7
2012-03-30,8
2012-03-31,17
2012-04-01,9
2012-04-02,7
2012-04-03,29
2012-04-04,15
2012-04-05,0
2012-04-06,8
2012-04-07,9
2012-04-08,0
2012-04-09,17
2012-04-10,11
2012-04-11,21
2012-04-12,11
2012-04-13,15
2012-04-14,26
2012-04-15,0
2012-04-16,14
2012-04-17,17
2012-04-18,7
2012-04-19,7
2012-04-20,11
2012-04-21,0
2012-04-22,0
2012-04-23,14
2012-04-24,7
2012-04-25,14
2012-04-26,7
2012-04-27,8
2012-04-28,9
2012-04-29,17
2012-04-30,100
2012-05-01,61
2012-05-02,28
2012-05-03,25
2012-05-04,11
2012-05-05,9
2012-05-06,0
2012-05-07,21
2012-05-08,10
2012-05-09,45
2012-05-10,36
2012-05-11,15
2012-05-12,9
2012-05-13,9
2012-05-14,10
2012-05-15,10
2012-05-16,7
2012-05-17,22
2012-05-18,15
2012-05-19,9
2012-05-20,9
2012-05-21,14
2012-05-22,10
2012-05-23,18
2012-05-24,18
2012-05-25,15
2012-05-26,9
2012-05-27,0
2012-05-28,7
2012-05-29,20
2012-05-30,7
2012-05-31,11
2012-06-01,7
2012-06-02,9
2012-06-03,9
2012-06-04,28
2012-06-05,7
2012-06-06,21
2012-06-07,14
2012-06-08,15
2012-06-09,9
2012-06-10,8
2012-06-11,24
2012-06-12,7
2012-06-13,14
2012-06-14,11
2012-06-15,22
2012-06-16,13
2012-06-17,9
2012-06-18,7
2012-06-19,17
2012-06-20,21
2012-06-21,11
2012-06-22,18
2012-06-23,9
2012-06-24,9
2012-06-25,14
2012-06-26,14
2012-06-27,21
2012-06-28,18
2012-06-29,23
2012-06-30,13
2012-07-01,9
2012-07-02,10
2012-07-03,18
2012-07-04,7
2012-07-05,11
2012-07-06,19
2012-07-07,9
2012-07-08,18
2012-07-09,21
2012-07-10,28
2012-07-11,14
2012-07-12,18
2012-07-13,15
2012-07-14,9
2012-07-15,9
2012-07-16,11
2012-07-17,7
2012-07-18,0
2012-07-19,29
2012-07-20,23
2012-07-21,13
2012-07-22,9
2012-07-23,14
2012-07-24,25
2012-07-25,11
2012-07-26,11
2012-07-27,23
2012-07-28,13
2012-07-29,0
2012-07-30,14
2012-07-31,25
2012-08-01,18
2012-08-02,18
2012-08-03,0
2012-08-04,0
2012-08-05,18
2012-08-06,7
2012-08-07,14
2012-08-08,56
2012-08-09,83
2012-08-10,49
2012-08-11,39
2012-08-12,26
2012-08-13,42
2012-08-14,64
2012-08-15,41
2012-08-16,14
2012-08-17,11
2012-08-18,0
2012-08-19,9
2012-08-20,40
2012-08-21,29
2012-08-22,11
2012-08-23,18
2012-08-24,22
2012-08-25,21
2012-08-26,8
2012-08-27,14
2012-08-28,27
2012-08-29,28
2012-08-30,24
2012-08-31,14
2012-09-01,8
2012-09-02,8
2012-09-03,21
2012-09-04,20
2012-09-05,17
2012-09-06,14
2012-09-07,18
2012-09-08,17
2012-09-09,8
2012-09-10,13
2012-09-11,23
2012-09-12,17
2012-09-13,30
2012-09-14,11
2012-09-15,0
2012-09-16,8
2012-09-17,13
2012-09-18,27
2012-09-19,20
2012-09-20,14
2012-09-21,14
2012-09-22,8
2012-09-23,16
2012-09-24,17
2012-09-25,17
2012-09-26,20
2012-09-27,0
2012-09-28,14
2012-09-29,25
2012-09-30,0
2012-10-01,7
2012-10-02,20
2012-10-03,20
2012-10-04,0
2012-10-05,17
2012-10-06,16
2012-10-07,8
2012-10-08,6
2012-10-09,13
2012-10-10,16
2012-10-11,7
2012-10-12,14
