date,MNST
2015-04-10,16
2015-04-11,9
2015-04-12,0
2015-04-13,15
2015-04-14,19
2015-04-15,23
2015-04-16,19
2015-04-17,8
2015-04-18,18
2015-04-19,0
2015-04-20,19
2015-04-21,8
2015-04-22,23
2015-04-23,39
2015-04-24,56
2015-04-25,23
2015-04-26,18
2015-04-27,8
2015-04-28,42
2015-04-29,23
2015-04-30,20
2015-05-01,17
2015-05-02,18
2015-05-03,9
2015-05-04,27
2015-05-05,30
2015-05-06,35
2015-05-07,47
2015-05-08,85
2015-05-09,19
2015-05-10,18
2015-05-11,38
2015-05-12,30
2015-05-13,39
2015-05-14,20
2015-05-15,16
2015-05-16,9
2015-05-17,0
2015-05-18,19
2015-05-19,26
2015-05-20,23
2015-05-21,15
2015-05-22,16
2015-05-23,0
2015-05-24,9
2015-05-25,8
2015-05-26,11
2015-05-27,8
2015-05-28,23
2015-05-29,16
2015-05-30,0
2015-05-31,14
2015-06-01,0
2015-06-02,8
2015-06-03,35
2015-06-04,24
2015-06-05,16
2015-06-06,9
2015-06-07,9
2015-06-08,11
2015-06-09,7
2015-06-10,15
2015-06-11,27
2015-06-12,29
2015-06-13,23
2015-06-14,9
2015-06-15,30
2015-06-16,53
2015-06-17,46
2015-06-18,16
2015-06-19,8
2015-06-20,9
2015-06-21,9
2015-06-22,11
2015-06-23,31
2015-06-24,19
2015-06-25,8
2015-06-26,16
2015-06-27,18
2015-06-28,18
2015-06-29,23
2015-06-30,23
2015-07-01,19
2015-07-02,16
2015-07-03,12
2015-07-04,0
2015-07-05,9
2015-07-06,15
2015-07-07,26
2015-07-08,8
2015-07-09,23
2015-07-10,32
2015-07-11,0
2015-07-12,0
2015-07-13,8
2015-07-14,31
2015-07-15,16
2015-07-16,16
2015-07-17,8
2015-07-18,25
2015-07-19,10
2015-07-20,16
2015-07-21,23
2015-07-22,23
2015-07-23,23
2015-07-24,32
2015-07-25,0
2015-07-26,18
2015-07-27,15
2015-07-28,8
2015-07-29,19
2015-07-30,12
2015-07-31,8
2015-08-01,9
2015-08-02,9
2015-08-03,35
2015-08-04,19
2015-08-05,35
2015-08-06,98
2015-08-07,68
2015-08-08,9
2015-08-09,9
2015-08-10,31
2015-08-11,11
2015-08-12,12
2015-08-13,27
2015-08-14,12
2015-08-15,9
2015-08-16,9
2015-08-17,15
2015-08-18,11
2015-08-19,19
2015-08-20,15
2015-08-21,16
2015-08-22,0
2015-08-23,0
2015-08-24,30
2015-08-25,15
2015-08-26,30
2015-08-27,8
2015-08-28,20
2015-08-29,9
2015-08-30,9
2015-08-31,22
2015-09-01,15
2015-09-02,22
2015-09-03,15
2015-09-04,15
2015-09-05,9
2015-09-06,9
2015-09-07,0
2015-09-08,22
2015-09-09,18
2015-09-10,22
2015-09-11,19
2015-09-12,9
2015-09-13,8
2015-09-14,18
2015-09-15,22
2015-09-16,29
2015-09-17,15
2015-09-18,8
2015-09-19,26
2015-09-20,8
2015-09-21,0
2015-09-22,7
2015-09-23,15
2015-09-24,8
2015-09-25,23
2015-09-26,0
2015-09-27,9
2015-09-28,14
2015-09-29,14
2015-09-30,22
2015-10-01,15
2015-10-02,8
2015-10-03,8
2015-10-04,17
2015-10-05,14
2015-10-06,11
2015-10-07,14
2015-10-08,14
2015-10-09,30
2015-10-10,17
2015-10-11,8
2015-10-12,22
2015-10-13,28
2015-10-14,18
2015-10-15,28
2015-10-16,22
2015-10-17,0
2015-10-18,8
2015-10-19,18
2015-10-20,32
2015-10-21,21
2015-10-22,25
2015-10-23,23
2015-10-24,13
2015-10-25,8
2015-10-26,18
2015-10-27,21
2015-10-28,25
2015-10-29,43
2015-10-30,19
2015-10-31,9
2015-11-01,8
2015-11-02,7
2015-11-03,18
2015-11-04,7
2015-11-05,68
2015-11-06,100
2015-11-07,38
2015-11-08,16
2015-11-09,18
2015-11-10,25
2015-11-11,7
2015-11-12,18
2015-11-13,7
2015-11-14,8
2015-11-15,8
2015-11-16,14
2015-11-17,14
2015-11-18,18
2015-11-19,7
2015-11-20,15
2015-11-21,25
2015-11-22,17
2015-11-23,21
2015-11-24,7
2015-11-25,18
2015-11-26,11
2015-11-27,22
2015-11-28,0
2015-11-29,8
2015-11-30,0
2015-12-01,34
2015-12-02,7
2015-12-03,11
2015-12-04,15
2015-12-05,8
2015-12-06,0
2015-12-07,7
2015-12-08,14
2015-12-09,14
2015-12-10,7
2015-12-11,7
2015-12-12,0
2015-12-13,0
2015-12-14,14
2015-12-15,11
2015-12-16,7
2015-12-17,0
2015-12-18,8
2015-12-19,9
2015-12-20,17
2015-12-21,0
2015-12-22,8
2015-12-23,24
2015-12-24,0
2015-12-25,24
2015-12-26,14
