date,FOX,isPartial
2012-01-26,76,False
2012-01-27,76,False
2012-01-28,76,False
2012-01-29,80,False
2012-01-30,69,False
2012-01-31,67,False
2012-02-01,71,False
2012-02-02,69,False
2012-02-03,67,False
2012-02-04,66,False
2012-02-05,71,False
2012-02-06,66,False
2012-02-07,67,False
2012-02-08,72,False
2012-02-09,71,False
2012-02-10,73,False
2012-02-11,67,False
2012-02-12,70,False
2012-02-13,70,False
2012-02-14,70,False
2012-02-15,75,False
2012-02-16,67,False
2012-02-17,66,False
2012-02-18,69,False
2012-02-19,71,False
2012-02-20,63,False
2012-02-21,70,False
2012-02-22,66,False
2012-02-23,68,False
2012-02-24,68,False
2012-02-25,68,False
2012-02-26,71,False
2012-02-27,72,False
2012-02-28,76,False
2012-02-29,76,False
2012-03-01,69,False
2012-03-02,71,False
2012-03-03,73,False
2012-03-04,67,False
2012-03-05,66,False
2012-03-06,68,False
2012-03-07,83,False
2012-03-08,78,False
2012-03-09,71,False
2012-03-10,74,False
2012-03-11,73,False
2012-03-12,65,False
2012-03-13,67,False
2012-03-14,77,False
2012-03-15,72,False
2012-03-16,69,False
2012-03-17,65,False
2012-03-18,68,False
2012-03-19,65,False
2012-03-20,64,False
2012-03-21,68,False
2012-03-22,68,False
2012-03-23,69,False
2012-03-24,68,False
2012-03-25,70,False
2012-03-26,66,False
2012-03-27,70,False
2012-03-28,76,False
2012-03-29,70,False
2012-03-30,65,False
2012-03-31,67,False
2012-04-01,64,False
2012-04-02,64,False
2012-04-03,78,False
2012-04-04,71,False
2012-04-05,69,False
2012-04-06,67,False
2012-04-07,72,False
2012-04-08,69,False
2012-04-09,70,False
2012-04-10,65,False
2012-04-11,70,False
2012-04-12,70,False
2012-04-13,72,False
2012-04-14,67,False
2012-04-15,74,False
2012-04-16,62,False
2012-04-17,74,False
2012-04-18,71,False
2012-04-19,69,False
2012-04-20,67,False
2012-04-21,72,False
2012-04-22,66,False
2012-04-23,63,False
2012-04-24,81,False
2012-04-25,81,False
2012-04-26,67,False
2012-04-27,66,False
2012-04-28,64,False
2012-04-29,66,False
2012-04-30,69,False
2012-05-01,70,False
2012-05-02,68,False
2012-05-03,67,False
2012-05-04,69,False
2012-05-05,70,False
2012-05-06,73,False
2012-05-07,65,False
2012-05-08,67,False
2012-05-09,75,False
2012-05-10,69,False
2012-05-11,69,False
2012-05-12,67,False
2012-05-13,64,False
2012-05-14,62,False
2012-05-15,62,False
2012-05-16,64,False
2012-05-17,68,False
2012-05-18,70,False
2012-05-19,71,False
2012-05-20,66,False
2012-05-21,65,False
2012-05-22,66,False
2012-05-23,68,False
2012-05-24,72,False
2012-05-25,73,False
2012-05-26,65,False
2012-05-27,68,False
2012-05-28,59,False
2012-05-29,58,False
2012-05-30,63,False
2012-05-31,62,False
2012-06-01,63,False
2012-06-02,63,False
2012-06-03,64,False
2012-06-04,61,False
2012-06-05,60,False
2012-06-06,69,False
2012-06-07,62,False
2012-06-08,66,False
2012-06-09,67,False
2012-06-10,65,False
2012-06-11,60,False
2012-06-12,61,False
2012-06-13,59,False
2012-06-14,66,False
2012-06-15,63,False
2012-06-16,60,False
2012-06-17,62,False
2012-06-18,60,False
2012-06-19,60,False
2012-06-20,61,False
2012-06-21,65,False
2012-06-22,65,False
2012-06-23,65,False
2012-06-24,64,False
2012-06-25,65,False
2012-06-26,68,False
2012-06-27,72,False
2012-06-28,94,False
2012-06-29,69,False
2012-06-30,66,False
2012-07-01,65,False
2012-07-02,63,False
2012-07-03,63,False
2012-07-04,60,False
2012-07-05,64,False
2012-07-06,63,False
2012-07-07,69,False
2012-07-08,66,False
2012-07-09,57,False
2012-07-10,61,False
2012-07-11,62,False
2012-07-12,63,False
2012-07-13,64,False
2012-07-14,63,False
2012-07-15,61,False
2012-07-16,62,False
2012-07-17,64,False
2012-07-18,63,False
2012-07-19,64,False
2012-07-20,75,False
2012-07-21,74,False
2012-07-22,73,False
2012-07-23,69,False
2012-07-24,62,False
2012-07-25,66,False
2012-07-26,64,False
2012-07-27,67,False
2012-07-28,63,False
2012-07-29,63,False
2012-07-30,59,False
2012-07-31,64,False
2012-08-01,65,False
2012-08-02,63,False
2012-08-03,62,False
2012-08-04,66,False
2012-08-05,70,False
2012-08-06,65,False
2012-08-07,62,False
2012-08-08,64,False
2012-08-09,64,False
2012-08-10,62,False
2012-08-11,66,False
2012-08-12,63,False
2012-08-13,62,False
2012-08-14,62,False
2012-08-15,67,False
2012-08-16,64,False
2012-08-17,62,False
2012-08-18,67,False
2012-08-19,70,False
2012-08-20,62,False
2012-08-21,65,False
2012-08-22,67,False
2012-08-23,69,False
2012-08-24,71,False
2012-08-25,73,False
2012-08-26,72,False
2012-08-27,68,False
2012-08-28,66,False
2012-08-29,74,False
2012-08-30,70,False
2012-08-31,72,False
2012-09-01,72,False
2012-09-02,68,False
2012-09-03,58,False
2012-09-04,60,False
2012-09-05,65,False
2012-09-06,69,False
2012-09-07,71,False
2012-09-08,71,False
2012-09-09,75,False
2012-09-10,64,False
2012-09-11,66,False
2012-09-12,70,False
2012-09-13,71,False
2012-09-14,75,False
2012-09-15,75,False
2012-09-16,80,False
2012-09-17,67,False
2012-09-18,77,False
2012-09-19,73,False
2012-09-20,68,False
2012-09-21,72,False
2012-09-22,68,False
2012-09-23,76,False
2012-09-24,71,False
2012-09-25,65,False
2012-09-26,69,False
2012-09-27,68,False
2012-09-28,87,False
2012-09-29,100,False
2012-09-30,84,False
2012-10-01,70,False
2012-10-02,71,False
2012-10-03,74,False
2012-10-04,84,False
2012-10-05,72,False
2012-10-06,72,False
2012-10-07,79,False
2012-10-08,65,False
2012-10-09,65,False
2012-10-10,66,False
2012-10-11,68,False
2012-10-12,87,False
