date,FOX,isPartial
2016-05-04,25,False
2016-05-05,20,False
2016-05-06,20,False
2016-05-07,19,False
2016-05-08,19,False
2016-05-09,19,False
2016-05-10,19,False
2016-05-11,19,False
2016-05-12,20,False
2016-05-13,20,False
2016-05-14,20,False
2016-05-15,20,False
2016-05-16,20,False
2016-05-17,20,False
2016-05-18,20,False
2016-05-19,21,False
2016-05-20,21,False
2016-05-21,19,False
2016-05-22,19,False
2016-05-23,19,False
2016-05-24,18,False
2016-05-25,19,False
2016-05-26,19,False
2016-05-27,21,False
2016-05-28,22,False
2016-05-29,19,False
2016-05-30,18,False
2016-05-31,18,False
2016-06-01,19,False
2016-06-02,20,False
2016-06-03,20,False
2016-06-04,22,False
2016-06-05,22,False
2016-06-06,20,False
2016-06-07,19,False
2016-06-08,20,False
2016-06-09,20,False
2016-06-10,20,False
2016-06-11,19,False
2016-06-12,24,False
2016-06-13,22,False
2016-06-14,21,False
2016-06-15,21,False
2016-06-16,20,False
2016-06-17,21,False
2016-06-18,20,False
2016-06-19,21,False
2016-06-20,19,False
2016-06-21,19,False
2016-06-22,22,False
2016-06-23,20,False
2016-06-24,20,False
2016-06-25,18,False
2016-06-26,19,False
2016-06-27,20,False
2016-06-28,20,False
2016-06-29,20,False
2016-06-30,20,False
2016-07-01,19,False
2016-07-02,18,False
2016-07-03,19,False
2016-07-04,17,False
2016-07-05,20,False
2016-07-06,21,False
2016-07-07,22,False
2016-07-08,30,False
2016-07-09,22,False
2016-07-10,21,False
2016-07-11,20,False
2016-07-12,19,False
2016-07-13,21,False
2016-07-14,22,False
2016-07-15,28,False
2016-07-16,26,False
2016-07-17,23,False
2016-07-18,22,False
2016-07-19,24,False
2016-07-20,23,False
2016-07-21,24,False
2016-07-22,23,False
2016-07-23,22,False
2016-07-24,22,False
2016-07-25,21,False
2016-07-26,21,False
2016-07-27,21,False
2016-07-28,24,False
2016-07-29,23,False
2016-07-30,21,False
2016-07-31,22,False
2016-08-01,22,False
2016-08-02,19,False
2016-08-03,20,False
2016-08-04,20,False
2016-08-05,20,False
2016-08-06,20,False
2016-08-07,20,False
2016-08-08,20,False
2016-08-09,19,False
2016-08-10,22,False
2016-08-11,20,False
2016-08-12,19,False
2016-08-13,19,False
2016-08-14,19,False
2016-08-15,20,False
2016-08-16,18,False
2016-08-17,19,False
2016-08-18,20,False
2016-08-19,19,False
2016-08-20,19,False
2016-08-21,19,False
2016-08-22,17,False
2016-08-23,18,False
2016-08-24,21,False
2016-08-25,19,False
2016-08-26,20,False
2016-08-27,20,False
2016-08-28,20,False
2016-08-29,19,False
2016-08-30,18,False
2016-08-31,21,False
2016-09-01,20,False
2016-09-02,20,False
2016-09-03,20,False
2016-09-04,20,False
2016-09-05,18,False
2016-09-06,21,False
2016-09-07,22,False
2016-09-08,20,False
2016-09-09,20,False
2016-09-10,22,False
2016-09-11,26,False
2016-09-12,21,False
2016-09-13,20,False
2016-09-14,21,False
2016-09-15,20,False
2016-09-16,20,False
2016-09-17,21,False
2016-09-18,27,False
