date,FOX,isPartial
2017-10-06,75,False
2017-10-07,69,False
2017-10-08,78,False
2017-10-09,71,False
2017-10-10,69,False
2017-10-11,68,False
2017-10-12,70,False
2017-10-13,69,False
2017-10-14,70,False
2017-10-15,71,False
2017-10-16,66,False
2017-10-17,67,False
2017-10-18,70,False
2017-10-19,70,False
2017-10-20,70,False
2017-10-21,70,False
2017-10-22,79,False
2017-10-23,78,False
2017-10-24,75,False
2017-10-25,73,False
2017-10-26,73,False
2017-10-27,72,False
2017-10-28,78,False
2017-10-29,77,False
2017-10-30,86,False
2017-10-31,78,False
2017-11-01,82,False
2017-11-02,80,False
2017-11-03,71,False
2017-11-04,70,False
2017-11-05,84,False
2017-11-06,79,False
2017-11-07,73,False
2017-11-08,71,False
2017-11-09,66,False
2017-11-10,69,False
2017-11-11,69,False
2017-11-12,73,False
2017-11-13,74,False
2017-11-14,70,False
2017-11-15,65,False
2017-11-16,68,False
2017-11-17,70,False
2017-11-18,69,False
2017-11-19,69,False
2017-11-20,65,False
2017-11-21,65,False
2017-11-22,62,False
2017-11-23,63,False
2017-11-24,59,False
2017-11-25,67,False
2017-11-26,71,False
2017-11-27,68,False
2017-11-28,68,False
2017-11-29,73,False
2017-11-30,72,False
2017-12-01,80,False
2017-12-02,73,False
2017-12-03,76,False
2017-12-04,68,False
2017-12-05,72,False
2017-12-06,73,False
2017-12-07,77,False
2017-12-08,79,False
2017-12-09,69,False
2017-12-10,72,False
2017-12-11,76,False
2017-12-12,77,False
2017-12-13,96,False
2017-12-14,100,False
2017-12-15,85,False
2017-12-16,73,False
2017-12-17,79,False
2017-12-18,75,False
2017-12-19,73,False
2017-12-20,74,False
2017-12-21,73,False
2017-12-22,69,False
2017-12-23,68,False
2017-12-24,72,False
2017-12-25,66,False
2017-12-26,69,False
2017-12-27,68,False
2017-12-28,70,False
2017-12-29,70,False
2017-12-30,69,False
2017-12-31,77,False
2018-01-01,82,False
2018-01-02,74,False
2018-01-03,78,False
2018-01-04,81,False
2018-01-05,71,False
2018-01-06,74,False
2018-01-07,74,False
2018-01-08,78,False
2018-01-09,72,False
2018-01-10,71,False
2018-01-11,75,False
2018-01-12,81,False
2018-01-13,72,False
2018-01-14,74,False
2018-01-15,67,False
2018-01-16,79,False
2018-01-17,74,False
2018-01-18,75,False
2018-01-19,77,False
2018-01-20,79,False
2018-01-21,80,False
2018-01-22,87,False
2018-01-23,80,False
2018-01-24,71,False
2018-01-25,71,False
2018-01-26,74,False
2018-01-27,72,False
2018-01-28,74,False
2018-01-29,72,False
2018-01-30,75,False
2018-01-31,78,False
2018-02-01,75,False
2018-02-02,82,False
2018-02-03,74,False
2018-02-04,72,False
2018-02-05,74,False
2018-02-06,73,False
2018-02-07,73,False
2018-02-08,73,False
2018-02-09,77,False
2018-02-10,68,False
2018-02-11,69,False
2018-02-12,67,False
2018-02-13,71,False
2018-02-14,83,False
2018-02-15,78,False
2018-02-16,72,False
2018-02-17,71,False
2018-02-18,70,False
2018-02-19,67,False
2018-02-20,80,False
2018-02-21,74,False
2018-02-22,73,False
2018-02-23,74,False
2018-02-24,68,False
2018-02-25,68,False
2018-02-26,70,False
2018-02-27,72,False
2018-02-28,73,False
2018-03-01,77,False
2018-03-02,74,False
2018-03-03,67,False
2018-03-04,66,False
2018-03-05,64,False
2018-03-06,73,False
2018-03-07,69,False
2018-03-08,67,False
2018-03-09,67,False
2018-03-10,63,False
2018-03-11,66,False
2018-03-12,68,False
2018-03-13,71,False
2018-03-14,77,False
2018-03-15,72,False
2018-03-16,66,False
2018-03-17,66,False
2018-03-18,67,False
2018-03-19,70,False
2018-03-20,75,False
2018-03-21,75,False
2018-03-22,69,False
2018-03-23,66,False
2018-03-24,67,False
2018-03-25,68,False
2018-03-26,69,False
2018-03-27,70,False
2018-03-28,62,False
2018-03-29,69,False
2018-03-30,67,False
2018-03-31,66,False
2018-04-01,66,False
2018-04-02,71,False
2018-04-03,79,False
2018-04-04,76,False
2018-04-05,70,False
2018-04-06,66,False
2018-04-07,64,False
2018-04-08,74,False
2018-04-09,72,False
2018-04-10,79,False
2018-04-11,76,False
2018-04-12,71,False
2018-04-13,72,False
2018-04-14,83,False
2018-04-15,73,False
2018-04-16,73,False
2018-04-17,75,False
2018-04-18,70,False
2018-04-19,71,False
2018-04-20,70,False
2018-04-21,65,False
2018-04-22,66,False
2018-04-23,72,False
2018-04-24,77,False
2018-04-25,77,False
2018-04-26,80,False
2018-04-27,79,False
2018-04-28,66,False
2018-04-29,67,False
2018-04-30,68,False
2018-05-01,81,False
2018-05-02,71,False
2018-05-03,72,False
2018-05-04,70,False
2018-05-05,64,False
2018-05-06,68,False
2018-05-07,67,False
2018-05-08,76,False
2018-05-09,71,False
2018-05-10,72,False
2018-05-11,71,False
2018-05-12,66,False
2018-05-13,64,False
2018-05-14,73,False
2018-05-15,71,False
2018-05-16,74,False
2018-05-17,75,False
2018-05-18,79,False
2018-05-19,70,False
2018-05-20,65,False
2018-05-21,71,False
2018-05-22,69,False
2018-05-23,71,False
2018-05-24,69,False
2018-05-25,70,False
2018-05-26,74,False
2018-05-27,65,False
2018-05-28,63,False
2018-05-29,70,False
2018-05-30,73,False
2018-05-31,72,False
2018-06-01,72,False
