date,FOX,isPartial
2013-06-29,56,False
2013-06-30,57,False
2013-07-01,56,False
2013-07-02,54,False
2013-07-03,58,False
2013-07-04,55,False
2013-07-05,56,False
2013-07-06,61,False
2013-07-07,62,False
2013-07-08,55,False
2013-07-09,57,False
2013-07-10,63,False
2013-07-11,62,False
2013-07-12,61,False
2013-07-13,61,False
2013-07-14,74,False
2013-07-15,60,False
2013-07-16,58,False
2013-07-17,62,False
2013-07-18,62,False
2013-07-19,60,False
2013-07-20,61,False
2013-07-21,64,False
2013-07-22,63,False
2013-07-23,62,False
2013-07-24,62,False
2013-07-25,63,False
2013-07-26,59,False
2013-07-27,61,False
2013-07-28,67,False
2013-07-29,61,False
2013-07-30,61,False
2013-07-31,61,False
2013-08-01,62,False
2013-08-02,66,False
2013-08-03,62,False
2013-08-04,63,False
2013-08-05,59,False
2013-08-06,58,False
2013-08-07,61,False
2013-08-08,63,False
2013-08-09,62,False
2013-08-10,63,False
2013-08-11,66,False
2013-08-12,58,False
2013-08-13,59,False
2013-08-14,59,False
2013-08-15,63,False
2013-08-16,68,False
2013-08-17,79,False
2013-08-18,70,False
2013-08-19,64,False
2013-08-20,61,False
2013-08-21,60,False
2013-08-22,62,False
2013-08-23,58,False
2013-08-24,61,False
2013-08-25,60,False
2013-08-26,56,False
2013-08-27,58,False
2013-08-28,60,False
2013-08-29,63,False
2013-08-30,65,False
2013-08-31,66,False
2013-09-01,63,False
2013-09-02,54,False
2013-09-03,58,False
2013-09-04,60,False
2013-09-05,59,False
2013-09-06,75,False
2013-09-07,77,False
2013-09-08,80,False
2013-09-09,69,False
2013-09-10,70,False
2013-09-11,74,False
2013-09-12,69,False
2013-09-13,75,False
2013-09-14,75,False
2013-09-15,78,False
2013-09-16,81,False
2013-09-17,73,False
2013-09-18,73,False
2013-09-19,72,False
2013-09-20,76,False
2013-09-21,79,False
2013-09-22,85,False
2013-09-23,71,False
2013-09-24,70,False
2013-09-25,75,False
2013-09-26,81,False
2013-09-27,86,False
2013-09-28,87,False
2013-09-29,85,False
2013-09-30,80,False
2013-10-01,89,False
2013-10-02,84,False
2013-10-03,86,False
2013-10-04,85,False
2013-10-05,87,False
2013-10-06,88,False
