date,FOX,isPartial
2015-12-26,62,False
2015-12-27,70,False
2015-12-28,64,False
2015-12-29,63,False
2015-12-30,62,False
2015-12-31,65,False
2016-01-01,66,False
2016-01-02,56,False
2016-01-03,62,False
2016-01-04,55,False
2016-01-05,59,False
2016-01-06,57,False
2016-01-07,57,False
2016-01-08,58,False
2016-01-09,56,False
2016-01-10,62,False
2016-01-11,58,False
2016-01-12,58,False
2016-01-13,59,False
2016-01-14,59,False
2016-01-15,77,False
2016-01-16,56,False
2016-01-17,64,False
2016-01-18,56,False
2016-01-19,60,False
2016-01-20,62,False
2016-01-21,63,False
2016-01-22,61,False
2016-01-23,60,False
2016-01-24,70,False
2016-01-25,69,False
2016-01-26,61,False
2016-01-27,66,False
2016-01-28,66,False
2016-01-29,100,False
2016-01-30,61,False
2016-01-31,62,False
2016-02-01,62,False
2016-02-02,72,False
2016-02-03,59,False
2016-02-04,58,False
2016-02-05,57,False
2016-02-06,55,False
2016-02-07,61,False
2016-02-08,57,False
2016-02-09,62,False
2016-02-10,65,False
2016-02-11,59,False
2016-02-12,57,False
2016-02-13,60,False
2016-02-14,60,False
2016-02-15,64,False
2016-02-16,63,False
2016-02-17,61,False
2016-02-18,59,False
2016-02-19,60,False
2016-02-20,57,False
2016-02-21,69,False
2016-02-22,56,False
2016-02-23,63,False
2016-02-24,67,False
2016-02-25,62,False
2016-02-26,63,False
2016-02-27,56,False
2016-02-28,57,False
2016-02-29,56,False
2016-03-01,59,False
2016-03-02,70,False
2016-03-03,68,False
2016-03-04,93,False
2016-03-05,59,False
2016-03-06,64,False
2016-03-07,56,False
2016-03-08,61,False
2016-03-09,64,False
2016-03-10,60,False
2016-03-11,61,False
2016-03-12,60,False
2016-03-13,61,False
2016-03-14,56,False
2016-03-15,60,False
2016-03-16,71,False
2016-03-17,58,False
2016-03-18,55,False
2016-03-19,58,False
2016-03-20,64,False
2016-03-21,60,False
2016-03-22,60,False
2016-03-23,60,False
2016-03-24,60,False
2016-03-25,59,False
2016-03-26,55,False
2016-03-27,56,False
2016-03-28,58,False
2016-03-29,54,False
2016-03-30,56,False
2016-03-31,55,False
2016-04-01,54,False
2016-04-02,58,False
2016-04-03,59,False
2016-04-04,59,False
2016-04-05,58,False
2016-04-06,66,False
2016-04-07,59,False
2016-04-08,60,False
2016-04-09,57,False
2016-04-10,57,False
2016-04-11,55,False
2016-04-12,74,False
2016-04-13,75,False
2016-04-14,62,False
2016-04-15,59,False
2016-04-16,58,False
2016-04-17,59,False
2016-04-18,56,False
2016-04-19,53,False
2016-04-20,60,False
2016-04-21,60,False
2016-04-22,61,False
2016-04-23,59,False
2016-04-24,57,False
2016-04-25,54,False
2016-04-26,63,False
2016-04-27,62,False
2016-04-28,59,False
2016-04-29,58,False
2016-04-30,55,False
2016-05-01,60,False
2016-05-02,55,False
2016-05-03,60,False
2016-05-04,72,False
2016-05-05,59,False
2016-05-06,58,False
2016-05-07,54,False
2016-05-08,54,False
2016-05-09,55,False
2016-05-10,53,False
2016-05-11,55,False
2016-05-12,57,False
2016-05-13,57,False
2016-05-14,56,False
2016-05-15,56,False
2016-05-16,56,False
2016-05-17,58,False
2016-05-18,58,False
2016-05-19,59,False
2016-05-20,60,False
2016-05-21,55,False
2016-05-22,55,False
2016-05-23,54,False
2016-05-24,52,False
2016-05-25,55,False
2016-05-26,53,False
2016-05-27,59,False
2016-05-28,62,False
2016-05-29,56,False
2016-05-30,52,False
2016-05-31,52,False
2016-06-01,54,False
2016-06-02,55,False
2016-06-03,57,False
2016-06-04,63,False
2016-06-05,63,False
2016-06-06,58,False
2016-06-07,56,False
2016-06-08,57,False
2016-06-09,55,False
2016-06-10,57,False
2016-06-11,56,False
2016-06-12,68,False
2016-06-13,62,False
2016-06-14,59,False
2016-06-15,58,False
2016-06-16,57,False
2016-06-17,57,False
2016-06-18,57,False
2016-06-19,63,False
2016-06-20,55,False
2016-06-21,53,False
2016-06-22,62,False
2016-06-23,58,False
2016-06-24,57,False
2016-06-25,53,False
2016-06-26,56,False
2016-06-27,56,False
2016-06-28,55,False
2016-06-29,56,False
2016-06-30,56,False
2016-07-01,55,False
2016-07-02,56,False
2016-07-03,54,False
2016-07-04,49,False
2016-07-05,57,False
2016-07-06,59,False
2016-07-07,63,False
2016-07-08,86,False
2016-07-09,64,False
2016-07-10,61,False
2016-07-11,57,False
2016-07-12,56,False
2016-07-13,57,False
2016-07-14,62,False
2016-07-15,79,False
2016-07-16,75,False
2016-07-17,67,False
2016-07-18,64,False
2016-07-19,68,False
2016-07-20,68,False
2016-07-21,68,False
2016-07-22,68,False
2016-07-23,62,False
2016-07-24,64,False
2016-07-25,60,False
2016-07-26,59,False
2016-07-27,61,False
2016-07-28,70,False
2016-07-29,64,False
2016-07-30,63,False
2016-07-31,64,False
2016-08-01,59,False
2016-08-02,56,False
2016-08-03,59,False
2016-08-04,59,False
2016-08-05,58,False
2016-08-06,57,False
2016-08-07,57,False
2016-08-08,56,False
2016-08-09,55,False
2016-08-10,63,False
2016-08-11,60,False
2016-08-12,55,False
2016-08-13,54,False
2016-08-14,54,False
2016-08-15,57,False
2016-08-16,53,False
2016-08-17,57,False
2016-08-18,56,False
2016-08-19,53,False
2016-08-20,54,False
2016-08-21,55,False
2016-08-22,51,False
2016-08-23,53,False
2016-08-24,59,False
2016-08-25,55,False
2016-08-26,57,False
2016-08-27,58,False
2016-08-28,57,False
2016-08-29,54,False
2016-08-30,53,False
2016-08-31,60,False
2016-09-01,60,False
2016-09-02,55,False
2016-09-03,59,False
2016-09-04,58,False
2016-09-05,52,False
2016-09-06,61,False
2016-09-07,62,False
2016-09-08,57,False
2016-09-09,58,False
2016-09-10,63,False
2016-09-11,75,False
