date,new regulations
2014-07-24,73
2014-07-25,30
2014-07-26,45
2014-07-27,43
2014-07-28,57
2014-07-29,74
2014-07-30,53
2014-07-31,65
2014-08-01,82
2014-08-02,38
2014-08-03,54
2014-08-04,66
2014-08-05,61
2014-08-06,65
2014-08-07,45
2014-08-08,65
2014-08-09,53
2014-08-10,31
2014-08-11,49
2014-08-12,79
2014-08-13,70
2014-08-14,83
2014-08-15,52
2014-08-16,44
2014-08-17,34
2014-08-18,61
2014-08-19,59
2014-08-20,67
2014-08-21,75
2014-08-22,64
2014-08-23,46
2014-08-24,47
2014-08-25,68
2014-08-26,68
2014-08-27,71
2014-08-28,81
2014-08-29,75
2014-08-30,38
2014-08-31,52
2014-09-01,45
2014-09-02,70
2014-09-03,62
2014-09-04,57
2014-09-05,51
2014-09-06,30
2014-09-07,48
2014-09-08,82
2014-09-09,68
2014-09-10,69
2014-09-11,63
2014-09-12,61
2014-09-13,51
2014-09-14,42
2014-09-15,87
2014-09-16,87
2014-09-17,63
2014-09-18,69
2014-09-19,67
2014-09-20,47
2014-09-21,44
2014-09-22,76
2014-09-23,71
2014-09-24,69
2014-09-25,84
2014-09-26,57
2014-09-27,47
2014-09-28,48
2014-09-29,71
2014-09-30,48
2014-10-01,84
2014-10-02,77
2014-10-03,59
2014-10-04,43
2014-10-05,36
2014-10-06,67
2014-10-07,66
2014-10-08,85
2014-10-09,64
2014-10-10,67
2014-10-11,29
2014-10-12,41
2014-10-13,58
2014-10-14,60
2014-10-15,58
2014-10-16,66
2014-10-17,70
2014-10-18,27
2014-10-19,47
2014-10-20,68
2014-10-21,85
2014-10-22,55
2014-10-23,72
2014-10-24,54
2014-10-25,27
2014-10-26,42
2014-10-27,60
2014-10-28,55
2014-10-29,59
2014-10-30,66
2014-10-31,67
2014-11-01,29
2014-11-02,32
2014-11-03,64
2014-11-04,66
2014-11-05,69
2014-11-06,91
2014-11-07,72
2014-11-08,59
2014-11-09,39
2014-11-10,76
2014-11-11,53
2014-11-12,68
2014-11-13,74
2014-11-14,62
2014-11-15,33
2014-11-16,32
2014-11-17,86
2014-11-18,61
2014-11-19,68
2014-11-20,66
2014-11-21,56
2014-11-22,40
2014-11-23,49
2014-11-24,61
2014-11-25,100
2014-11-26,67
2014-11-27,64
2014-11-28,49
2014-11-29,33
2014-11-30,58
2014-12-01,69
2014-12-02,63
2014-12-03,78
2014-12-04,58
2014-12-05,65
2014-12-06,40
2014-12-07,40
2014-12-08,72
2014-12-09,73
2014-12-10,67
2014-12-11,59
2014-12-12,51
2014-12-13,57
2014-12-14,40
2014-12-15,70
2014-12-16,61
2014-12-17,72
2014-12-18,65
2014-12-19,57
2014-12-20,33
2014-12-21,30
2014-12-22,63
2014-12-23,44
2014-12-24,29
2014-12-25,27
2014-12-26,35
2014-12-27,27
2014-12-28,36
2014-12-29,52
2014-12-30,57
2014-12-31,52
2015-01-01,64
2015-01-02,53
2015-01-03,50
2015-01-04,26
2015-01-05,68
2015-01-06,79
2015-01-07,51
2015-01-08,73
2015-01-09,62
2015-01-10,38
2015-01-11,45
2015-01-12,69
2015-01-13,86
2015-01-14,72
2015-01-15,85
2015-01-16,78
2015-01-17,61
2015-01-18,45
2015-01-19,69
2015-01-20,70
2015-01-21,60
2015-01-22,94
2015-01-23,69
2015-01-24,54
2015-01-25,38
2015-01-26,78
2015-01-27,92
2015-01-28,74
2015-01-29,83
2015-01-30,91
2015-01-31,38
2015-02-01,27
2015-02-02,58
2015-02-03,69
2015-02-04,58
2015-02-05,73
2015-02-06,67
2015-02-07,35
2015-02-08,37
2015-02-09,84
2015-02-10,91
2015-02-11,71
2015-02-12,74
2015-02-13,71
2015-02-14,43
2015-02-15,46
2015-02-16,60
2015-02-17,69
2015-02-18,73
2015-02-19,62
2015-02-20,73
2015-02-21,50
2015-02-22,38
2015-02-23,69
2015-02-24,89
2015-02-25,67
2015-02-26,65
2015-02-27,67
2015-02-28,67
2015-03-01,51
2015-03-02,66
2015-03-03,65
2015-03-04,77
2015-03-05,83
2015-03-06,65
2015-03-07,27
2015-03-08,49
2015-03-09,75
2015-03-10,84
2015-03-11,58
2015-03-12,57
2015-03-13,60
2015-03-14,50
2015-03-15,52
2015-03-16,76
2015-03-17,99
2015-03-18,79
2015-03-19,86
2015-03-20,63
2015-03-21,58
2015-03-22,48
2015-03-23,91
2015-03-24,91
2015-03-25,53
2015-03-26,69
2015-03-27,63
2015-03-28,33
2015-03-29,48
2015-03-30,85
2015-03-31,82
2015-04-01,85
2015-04-02,68
2015-04-03,67
2015-04-04,43
2015-04-05,46
2015-04-06,59
2015-04-07,79
2015-04-08,67
2015-04-09,76
2015-04-10,74
