date,new regulations
2015-08-18,69
2015-08-19,84
2015-08-20,71
2015-08-21,68
2015-08-22,38
2015-08-23,41
2015-08-24,68
2015-08-25,77
2015-08-26,73
2015-08-27,59
2015-08-28,63
2015-08-29,38
2015-08-30,47
2015-08-31,70
2015-09-01,93
2015-09-02,74
2015-09-03,80
2015-09-04,70
2015-09-05,40
2015-09-06,48
2015-09-07,57
2015-09-08,71
2015-09-09,75
2015-09-10,73
2015-09-11,58
2015-09-12,38
2015-09-13,53
2015-09-14,78
2015-09-15,76
2015-09-16,77
2015-09-17,65
2015-09-18,63
2015-09-19,39
2015-09-20,41
2015-09-21,73
2015-09-22,75
2015-09-23,71
2015-09-24,71
2015-09-25,58
2015-09-26,34
2015-09-27,46
2015-09-28,80
2015-09-29,91
2015-09-30,85
2015-10-01,74
2015-10-02,77
2015-10-03,47
2015-10-04,54
2015-10-05,68
2015-10-06,75
2015-10-07,70
2015-10-08,81
2015-10-09,69
2015-10-10,42
2015-10-11,39
2015-10-12,68
2015-10-13,71
2015-10-14,69
2015-10-15,64
2015-10-16,61
2015-10-17,40
2015-10-18,39
2015-10-19,77
2015-10-20,63
2015-10-21,71
2015-10-22,71
2015-10-23,57
2015-10-24,44
2015-10-25,37
2015-10-26,64
2015-10-27,71
2015-10-28,81
2015-10-29,80
2015-10-30,58
2015-10-31,42
2015-11-01,43
2015-11-02,55
2015-11-03,75
2015-11-04,58
2015-11-05,72
2015-11-06,51
2015-11-07,39
2015-11-08,40
2015-11-09,67
2015-11-10,77
2015-11-11,62
2015-11-12,58
2015-11-13,79
2015-11-14,40
2015-11-15,37
2015-11-16,59
2015-11-17,70
2015-11-18,69
2015-11-19,71
2015-11-20,48
2015-11-21,48
2015-11-22,41
2015-11-23,68
2015-11-24,71
2015-11-25,64
2015-11-26,51
2015-11-27,37
2015-11-28,40
2015-11-29,43
2015-11-30,77
2015-12-01,60
2015-12-02,69
2015-12-03,75
2015-12-04,60
2015-12-05,40
2015-12-06,42
2015-12-07,68
2015-12-08,69
2015-12-09,77
2015-12-10,63
2015-12-11,55
2015-12-12,33
2015-12-13,32
2015-12-14,57
2015-12-15,83
2015-12-16,90
2015-12-17,75
2015-12-18,68
2015-12-19,37
2015-12-20,35
2015-12-21,64
2015-12-22,62
2015-12-23,64
2015-12-24,45
2015-12-25,32
2015-12-26,31
2015-12-27,37
2015-12-28,51
2015-12-29,55
2015-12-30,60
2015-12-31,76
2016-01-01,55
2016-01-02,52
2016-01-03,52
2016-01-04,72
2016-01-05,78
2016-01-06,98
2016-01-07,70
2016-01-08,78
2016-01-09,47
2016-01-10,31
2016-01-11,69
2016-01-12,77
2016-01-13,67
2016-01-14,66
2016-01-15,68
2016-01-16,35
2016-01-17,37
2016-01-18,70
2016-01-19,66
2016-01-20,67
2016-01-21,66
2016-01-22,62
2016-01-23,43
2016-01-24,41
2016-01-25,87
2016-01-26,78
2016-01-27,79
2016-01-28,78
2016-01-29,58
2016-01-30,47
2016-01-31,32
2016-02-01,75
2016-02-02,71
2016-02-03,73
2016-02-04,70
2016-02-05,75
2016-02-06,34
2016-02-07,59
2016-02-08,70
2016-02-09,72
2016-02-10,76
2016-02-11,64
2016-02-12,65
2016-02-13,40
2016-02-14,38
2016-02-15,64
2016-02-16,66
2016-02-17,73
2016-02-18,77
2016-02-19,58
2016-02-20,44
2016-02-21,49
2016-02-22,75
2016-02-23,74
2016-02-24,72
2016-02-25,80
2016-02-26,58
2016-02-27,39
2016-02-28,32
2016-02-29,55
2016-03-01,70
2016-03-02,70
2016-03-03,76
2016-03-04,57
2016-03-05,53
2016-03-06,41
2016-03-07,71
2016-03-08,75
2016-03-09,73
2016-03-10,61
2016-03-11,62
2016-03-12,32
2016-03-13,50
2016-03-14,69
2016-03-15,78
2016-03-16,82
2016-03-17,65
2016-03-18,71
2016-03-19,50
2016-03-20,48
2016-03-21,69
2016-03-22,78
2016-03-23,72
2016-03-24,64
2016-03-25,49
2016-03-26,37
2016-03-27,44
2016-03-28,69
2016-03-29,68
2016-03-30,70
2016-03-31,68
2016-04-01,73
2016-04-02,47
2016-04-03,43
2016-04-04,58
2016-04-05,100
2016-04-06,89
2016-04-07,82
2016-04-08,76
2016-04-09,45
2016-04-10,50
2016-04-11,69
2016-04-12,90
2016-04-13,81
2016-04-14,86
2016-04-15,50
2016-04-16,48
2016-04-17,57
2016-04-18,82
2016-04-19,74
2016-04-20,76
2016-04-21,69
2016-04-22,82
2016-04-23,53
2016-04-24,37
2016-04-25,74
2016-04-26,75
2016-04-27,84
2016-04-28,70
2016-04-29,47
2016-04-30,35
2016-05-01,37
2016-05-02,73
2016-05-03,71
2016-05-04,75
