date,new regulations
2013-02-19,61
2013-02-20,66
2013-02-21,63
2013-02-22,57
2013-02-23,44
2013-02-24,47
2013-02-25,68
2013-02-26,64
2013-02-27,72
2013-02-28,72
2013-03-01,69
2013-03-02,39
2013-03-03,32
2013-03-04,92
2013-03-05,80
2013-03-06,92
2013-03-07,83
2013-03-08,61
2013-03-09,49
2013-03-10,43
2013-03-11,66
2013-03-12,79
2013-03-13,75
2013-03-14,55
2013-03-15,55
2013-03-16,39
2013-03-17,40
2013-03-18,71
2013-03-19,80
2013-03-20,100
2013-03-21,78
2013-03-22,88
2013-03-23,50
2013-03-24,39
2013-03-25,71
2013-03-26,71
2013-03-27,70
2013-03-28,70
2013-03-29,58
2013-03-30,56
2013-03-31,42
2013-04-01,67
2013-04-02,81
2013-04-03,58
2013-04-04,70
2013-04-05,60
2013-04-06,40
2013-04-07,48
2013-04-08,57
2013-04-09,77
2013-04-10,79
2013-04-11,63
2013-04-12,69
2013-04-13,57
2013-04-14,43
2013-04-15,79
2013-04-16,63
2013-04-17,64
2013-04-18,75
2013-04-19,78
2013-04-20,44
2013-04-21,46
2013-04-22,75
2013-04-23,90
2013-04-24,68
2013-04-25,66
2013-04-26,56
2013-04-27,37
2013-04-28,51
2013-04-29,87
2013-04-30,76
2013-05-01,89
2013-05-02,50
2013-05-03,63
2013-05-04,39
2013-05-05,36
2013-05-06,56
2013-05-07,60
2013-05-08,54
2013-05-09,75
2013-05-10,49
2013-05-11,34
2013-05-12,37
2013-05-13,78
2013-05-14,63
2013-05-15,72
2013-05-16,58
2013-05-17,53
2013-05-18,35
2013-05-19,34
2013-05-20,57
2013-05-21,47
2013-05-22,64
2013-05-23,55
2013-05-24,56
2013-05-25,48
2013-05-26,35
2013-05-27,46
2013-05-28,67
2013-05-29,61
2013-05-30,74
2013-05-31,47
2013-06-01,40
2013-06-02,44
2013-06-03,63
2013-06-04,70
2013-06-05,79
2013-06-06,73
2013-06-07,57
2013-06-08,26
2013-06-09,33
2013-06-10,52
2013-06-11,78
2013-06-12,72
2013-06-13,47
2013-06-14,60
2013-06-15,43
2013-06-16,45
2013-06-17,56
2013-06-18,65
2013-06-19,65
2013-06-20,62
2013-06-21,43
2013-06-22,45
2013-06-23,31
2013-06-24,68
2013-06-25,67
2013-06-26,60
2013-06-27,53
2013-06-28,62
2013-06-29,52
2013-06-30,60
2013-07-01,70
2013-07-02,63
2013-07-03,62
2013-07-04,61
2013-07-05,42
2013-07-06,40
2013-07-07,50
2013-07-08,91
2013-07-09,76
2013-07-10,69
2013-07-11,79
2013-07-12,64
2013-07-13,38
2013-07-14,27
2013-07-15,58
2013-07-16,76
2013-07-17,56
2013-07-18,67
2013-07-19,49
2013-07-20,56
2013-07-21,40
2013-07-22,77
2013-07-23,65
2013-07-24,70
2013-07-25,52
2013-07-26,52
2013-07-27,37
2013-07-28,39
2013-07-29,57
2013-07-30,59
2013-07-31,53
2013-08-01,92
2013-08-02,48
2013-08-03,29
2013-08-04,41
2013-08-05,62
2013-08-06,56
2013-08-07,55
2013-08-08,59
2013-08-09,70
2013-08-10,24
2013-08-11,41
2013-08-12,53
2013-08-13,69
2013-08-14,77
2013-08-15,65
2013-08-16,70
2013-08-17,45
2013-08-18,38
2013-08-19,65
2013-08-20,75
2013-08-21,59
2013-08-22,58
2013-08-23,59
2013-08-24,38
2013-08-25,33
2013-08-26,54
2013-08-27,44
2013-08-28,51
2013-08-29,59
2013-08-30,48
2013-08-31,28
2013-09-01,39
2013-09-02,67
2013-09-03,63
2013-09-04,62
2013-09-05,66
2013-09-06,57
2013-09-07,37
2013-09-08,57
2013-09-09,74
2013-09-10,68
2013-09-11,77
2013-09-12,69
2013-09-13,38
2013-09-14,33
2013-09-15,35
2013-09-16,81
2013-09-17,67
2013-09-18,56
2013-09-19,86
2013-09-20,84
2013-09-21,47
2013-09-22,50
2013-09-23,90
2013-09-24,91
2013-09-25,66
2013-09-26,78
2013-09-27,71
2013-09-28,42
2013-09-29,44
2013-09-30,71
2013-10-01,59
2013-10-02,57
2013-10-03,75
2013-10-04,44
2013-10-05,30
2013-10-06,38
2013-10-07,60
2013-10-08,66
2013-10-09,81
2013-10-10,59
2013-10-11,66
2013-10-12,38
2013-10-13,35
2013-10-14,64
2013-10-15,71
2013-10-16,74
2013-10-17,59
2013-10-18,61
2013-10-19,32
2013-10-20,49
2013-10-21,69
2013-10-22,56
2013-10-23,75
2013-10-24,63
2013-10-25,68
2013-10-26,43
2013-10-27,52
2013-10-28,56
2013-10-29,85
2013-10-30,72
2013-10-31,76
2013-11-01,62
2013-11-02,41
2013-11-03,43
2013-11-04,52
2013-11-05,51
2013-11-06,68
