date,new regulations
2014-03-16,62
2014-03-17,38
2014-03-18,69
2014-03-19,88
2014-03-20,83
2014-03-21,76
2014-03-22,56
2014-03-23,46
2014-03-24,87
2014-03-25,81
2014-03-26,85
2014-03-27,73
2014-03-28,72
2014-03-29,42
2014-03-30,54
2014-03-31,71
2014-04-01,99
2014-04-02,86
2014-04-03,77
2014-04-04,74
2014-04-05,53
2014-04-06,50
2014-04-07,75
2014-04-08,93
2014-04-09,70
2014-04-10,90
2014-04-11,75
2014-04-12,55
2014-04-13,40
2014-04-14,79
2014-04-15,91
2014-04-16,79
2014-04-17,57
2014-04-18,62
2014-04-19,41
2014-04-20,48
2014-04-21,64
2014-04-22,77
2014-04-23,94
2014-04-24,75
2014-04-25,70
2014-04-26,51
2014-04-27,40
2014-04-28,86
2014-04-29,88
2014-04-30,100
2014-05-01,84
2014-05-02,64
2014-05-03,48
2014-05-04,56
2014-05-05,66
2014-05-06,95
2014-05-07,66
2014-05-08,63
2014-05-09,72
2014-05-10,33
2014-05-11,67
2014-05-12,89
2014-05-13,74
2014-05-14,62
2014-05-15,71
2014-05-16,74
2014-05-17,29
2014-05-18,43
2014-05-19,94
2014-05-20,71
2014-05-21,86
2014-05-22,72
2014-05-23,58
2014-05-24,33
2014-05-25,30
2014-05-26,53
2014-05-27,61
2014-05-28,72
2014-05-29,79
2014-05-30,81
2014-05-31,41
2014-06-01,54
2014-06-02,83
2014-06-03,96
2014-06-04,85
2014-06-05,64
2014-06-06,69
2014-06-07,45
2014-06-08,46
2014-06-09,66
2014-06-10,81
2014-06-11,91
2014-06-12,82
2014-06-13,76
2014-06-14,41
2014-06-15,57
2014-06-16,65
2014-06-17,75
2014-06-18,72
2014-06-19,77
2014-06-20,67
2014-06-21,46
2014-06-22,55
2014-06-23,80
2014-06-24,82
2014-06-25,67
2014-06-26,67
2014-06-27,52
2014-06-28,47
2014-06-29,43
2014-06-30,80
2014-07-01,63
2014-07-02,85
2014-07-03,81
2014-07-04,48
2014-07-05,42
2014-07-06,42
2014-07-07,80
2014-07-08,78
2014-07-09,94
2014-07-10,88
2014-07-11,74
2014-07-12,52
2014-07-13,51
2014-07-14,68
2014-07-15,72
2014-07-16,93
2014-07-17,60
2014-07-18,82
2014-07-19,40
2014-07-20,37
2014-07-21,67
2014-07-22,65
2014-07-23,88
2014-07-24,51
2014-07-25,39
2014-07-26,29
2014-07-27,39
2014-07-28,52
2014-07-29,69
2014-07-30,75
2014-07-31,68
2014-08-01,57
2014-08-02,38
2014-08-03,38
2014-08-04,75
2014-08-05,76
2014-08-06,81
2014-08-07,57
2014-08-08,63
2014-08-09,43
2014-08-10,42
2014-08-11,77
2014-08-12,65
2014-08-13,77
2014-08-14,79
2014-08-15,77
2014-08-16,36
2014-08-17,46
2014-08-18,69
2014-08-19,58
2014-08-20,73
2014-08-21,100
2014-08-22,82
2014-08-23,37
2014-08-24,45
2014-08-25,86
2014-08-26,61
2014-08-27,86
2014-08-28,69
2014-08-29,69
2014-08-30,38
2014-08-31,46
2014-09-01,78
2014-09-02,73
2014-09-03,79
2014-09-04,73
2014-09-05,69
2014-09-06,24
2014-09-07,43
2014-09-08,84
2014-09-09,77
2014-09-10,72
2014-09-11,81
2014-09-12,83
2014-09-13,53
2014-09-14,48
2014-09-15,81
2014-09-16,92
2014-09-17,78
2014-09-18,84
2014-09-19,69
2014-09-20,37
2014-09-21,43
2014-09-22,68
2014-09-23,85
2014-09-24,70
2014-09-25,84
2014-09-26,74
2014-09-27,48
2014-09-28,52
2014-09-29,80
2014-09-30,80
2014-10-01,75
2014-10-02,93
2014-10-03,83
2014-10-04,46
2014-10-05,48
2014-10-06,72
2014-10-07,93
2014-10-08,93
2014-10-09,85
2014-10-10,75
2014-10-11,32
2014-10-12,51
2014-10-13,65
2014-10-14,84
2014-10-15,79
2014-10-16,73
2014-10-17,75
2014-10-18,38
2014-10-19,44
2014-10-20,57
2014-10-21,83
2014-10-22,77
2014-10-23,71
2014-10-24,74
2014-10-25,26
2014-10-26,47
2014-10-27,60
2014-10-28,63
2014-10-29,65
2014-10-30,82
2014-10-31,70
2014-11-01,49
2014-11-02,32
2014-11-03,82
2014-11-04,69
2014-11-05,79
2014-11-06,88
2014-11-07,73
2014-11-08,45
2014-11-09,40
2014-11-10,75
2014-11-11,58
2014-11-12,73
2014-11-13,79
2014-11-14,62
2014-11-15,31
2014-11-16,58
2014-11-17,75
2014-11-18,78
2014-11-19,68
2014-11-20,81
2014-11-21,62
2014-11-22,34
2014-11-23,49
2014-11-24,67
2014-11-25,94
2014-11-26,66
2014-11-27,63
2014-11-28,53
2014-11-29,58
2014-11-30,53
2014-12-01,67
