date,new regulations
2011-09-18,21
2011-09-19,91
2011-09-20,72
2011-09-21,67
2011-09-22,73
2011-09-23,57
2011-09-24,29
2011-09-25,54
2011-09-26,69
2011-09-27,77
2011-09-28,77
2011-09-29,74
2011-09-30,56
2011-10-01,51
2011-10-02,54
2011-10-03,100
2011-10-04,66
2011-10-05,86
2011-10-06,76
2011-10-07,50
2011-10-08,34
2011-10-09,49
2011-10-10,56
2011-10-11,80
2011-10-12,65
2011-10-13,55
2011-10-14,44
2011-10-15,41
2011-10-16,40
2011-10-17,43
2011-10-18,63
2011-10-19,66
2011-10-20,68
2011-10-21,61
2011-10-22,26
2011-10-23,19
2011-10-24,69
2011-10-25,59
2011-10-26,79
2011-10-27,62
2011-10-28,47
2011-10-29,35
2011-10-30,43
2011-10-31,47
2011-11-01,71
2011-11-02,66
2011-11-03,55
2011-11-04,34
2011-11-05,35
2011-11-06,46
2011-11-07,71
2011-11-08,58
2011-11-09,58
2011-11-10,50
2011-11-11,52
2011-11-12,24
2011-11-13,44
2011-11-14,75
2011-11-15,69
2011-11-16,67
2011-11-17,56
2011-11-18,46
2011-11-19,24
2011-11-20,40
2011-11-21,51
2011-11-22,55
2011-11-23,51
2011-11-24,43
2011-11-25,31
2011-11-26,31
2011-11-27,38
2011-11-28,39
2011-11-29,56
2011-11-30,54
2011-12-01,52
2011-12-02,31
2011-12-03,35
2011-12-04,33
2011-12-05,66
2011-12-06,56
2011-12-07,58
2011-12-08,53
2011-12-09,37
2011-12-10,42
2011-12-11,42
2011-12-12,46
2011-12-13,59
2011-12-14,53
2011-12-15,47
2011-12-16,51
2011-12-17,24
2011-12-18,35
2011-12-19,46
2011-12-20,49
2011-12-21,48
2011-12-22,34
2011-12-23,37
2011-12-24,29
2011-12-25,20
2011-12-26,23
2011-12-27,41
2011-12-28,37
2011-12-29,54
2011-12-30,71
2011-12-31,70
2012-01-01,48
2012-01-02,72
2012-01-03,69
2012-01-04,88
2012-01-05,70
2012-01-06,65
2012-01-07,41
2012-01-08,44
2012-01-09,75
2012-01-10,74
2012-01-11,58
2012-01-12,67
2012-01-13,58
2012-01-14,32
2012-01-15,38
2012-01-16,55
2012-01-17,56
2012-01-18,51
2012-01-19,67
2012-01-20,52
2012-01-21,27
2012-01-22,34
2012-01-23,50
2012-01-24,68
2012-01-25,82
2012-01-26,71
2012-01-27,48
2012-01-28,27
2012-01-29,48
2012-01-30,55
2012-01-31,54
2012-02-01,62
2012-02-02,52
2012-02-03,54
2012-02-04,47
2012-02-05,48
2012-02-06,45
2012-02-07,73
2012-02-08,71
2012-02-09,61
2012-02-10,46
2012-02-11,33
2012-02-12,22
2012-02-13,66
2012-02-14,65
2012-02-15,53
2012-02-16,69
2012-02-17,49
2012-02-18,36
2012-02-19,31
2012-02-20,48
2012-02-21,61
2012-02-22,55
2012-02-23,57
2012-02-24,56
2012-02-25,40
2012-02-26,35
2012-02-27,62
2012-02-28,60
2012-02-29,70
2012-03-01,61
2012-03-02,53
2012-03-03,29
2012-03-04,56
2012-03-05,60
2012-03-06,70
2012-03-07,68
2012-03-08,60
2012-03-09,47
2012-03-10,34
2012-03-11,39
2012-03-12,57
2012-03-13,73
2012-03-14,69
2012-03-15,78
2012-03-16,57
2012-03-17,34
2012-03-18,44
2012-03-19,54
2012-03-20,62
2012-03-21,74
2012-03-22,95
2012-03-23,61
2012-03-24,38
2012-03-25,49
2012-03-26,54
2012-03-27,78
2012-03-28,61
2012-03-29,43
2012-03-30,60
2012-03-31,27
2012-04-01,40
2012-04-02,62
2012-04-03,69
2012-04-04,62
2012-04-05,52
2012-04-06,39
2012-04-07,26
2012-04-08,38
2012-04-09,52
2012-04-10,60
2012-04-11,64
2012-04-12,51
2012-04-13,57
2012-04-14,41
2012-04-15,41
2012-04-16,57
2012-04-17,55
2012-04-18,48
2012-04-19,64
2012-04-20,39
2012-04-21,26
2012-04-22,38
2012-04-23,49
2012-04-24,51
2012-04-25,70
2012-04-26,58
2012-04-27,54
2012-04-28,27
2012-04-29,42
2012-04-30,80
2012-05-01,63
2012-05-02,70
2012-05-03,73
2012-05-04,59
2012-05-05,37
2012-05-06,29
2012-05-07,48
2012-05-08,64
2012-05-09,82
2012-05-10,44
2012-05-11,34
2012-05-12,30
2012-05-13,37
2012-05-14,64
2012-05-15,53
2012-05-16,71
2012-05-17,52
2012-05-18,49
2012-05-19,49
2012-05-20,34
2012-05-21,59
2012-05-22,67
2012-05-23,51
2012-05-24,62
2012-05-25,46
2012-05-26,31
2012-05-27,21
2012-05-28,43
2012-05-29,53
2012-05-30,64
2012-05-31,64
2012-06-01,56
2012-06-02,35
2012-06-03,35
2012-06-04,52
