date,new regulations
2016-09-11,43
2016-09-12,77
2016-09-13,82
2016-09-14,80
2016-09-15,81
2016-09-16,82
2016-09-17,47
2016-09-18,48
2016-09-19,57
2016-09-20,80
2016-09-21,74
2016-09-22,78
2016-09-23,84
2016-09-24,36
2016-09-25,49
2016-09-26,85
2016-09-27,79
2016-09-28,71
2016-09-29,90
2016-09-30,76
2016-10-01,44
2016-10-02,39
2016-10-03,81
2016-10-04,85
2016-10-05,75
2016-10-06,88
2016-10-07,44
2016-10-08,44
2016-10-09,34
2016-10-10,66
2016-10-11,86
2016-10-12,77
2016-10-13,73
2016-10-14,71
2016-10-15,36
2016-10-16,52
2016-10-17,89
2016-10-18,74
2016-10-19,79
2016-10-20,71
2016-10-21,71
2016-10-22,43
2016-10-23,44
2016-10-24,81
2016-10-25,75
2016-10-26,75
2016-10-27,83
2016-10-28,75
2016-10-29,34
2016-10-30,48
2016-10-31,83
2016-11-01,83
2016-11-02,95
2016-11-03,78
2016-11-04,72
2016-11-05,41
2016-11-06,41
2016-11-07,88
2016-11-08,81
2016-11-09,73
2016-11-10,88
2016-11-11,76
2016-11-12,43
2016-11-13,53
2016-11-14,72
2016-11-15,83
2016-11-16,83
2016-11-17,92
2016-11-18,97
2016-11-19,38
2016-11-20,45
2016-11-21,87
2016-11-22,91
2016-11-23,66
2016-11-24,59
2016-11-25,45
2016-11-26,37
2016-11-27,51
2016-11-28,86
2016-11-29,86
2016-11-30,80
2016-12-01,84
2016-12-02,81
2016-12-03,51
2016-12-04,41
2016-12-05,68
2016-12-06,70
2016-12-07,72
2016-12-08,59
2016-12-09,56
2016-12-10,46
2016-12-11,44
2016-12-12,60
2016-12-13,63
2016-12-14,62
2016-12-15,69
2016-12-16,53
2016-12-17,33
2016-12-18,35
2016-12-19,52
2016-12-20,50
2016-12-21,66
2016-12-22,50
2016-12-23,46
2016-12-24,29
2016-12-25,31
2016-12-26,40
2016-12-27,45
2016-12-28,45
2016-12-29,68
2016-12-30,47
2016-12-31,61
2017-01-01,63
2017-01-02,54
2017-01-03,75
2017-01-04,73
2017-01-05,72
2017-01-06,72
2017-01-07,43
2017-01-08,48
2017-01-09,72
2017-01-10,72
2017-01-11,81
2017-01-12,74
2017-01-13,60
2017-01-14,38
2017-01-15,39
2017-01-16,73
2017-01-17,73
2017-01-18,74
2017-01-19,86
2017-01-20,71
2017-01-21,54
2017-01-22,46
2017-01-23,89
2017-01-24,91
2017-01-25,74
2017-01-26,71
2017-01-27,70
2017-01-28,53
2017-01-29,50
2017-01-30,89
2017-01-31,92
2017-02-01,89
2017-02-02,74
2017-02-03,96
2017-02-04,52
2017-02-05,46
2017-02-06,77
2017-02-07,89
2017-02-08,75
2017-02-09,69
2017-02-10,65
2017-02-11,43
2017-02-12,50
2017-02-13,74
2017-02-14,76
2017-02-15,76
2017-02-16,79
2017-02-17,68
2017-02-18,40
2017-02-19,38
2017-02-20,63
2017-02-21,79
2017-02-22,76
2017-02-23,86
2017-02-24,72
2017-02-25,48
2017-02-26,52
2017-02-27,75
2017-02-28,88
2017-03-01,99
2017-03-02,86
2017-03-03,74
2017-03-04,57
2017-03-05,52
2017-03-06,95
2017-03-07,78
2017-03-08,77
2017-03-09,75
2017-03-10,82
2017-03-11,59
2017-03-12,54
2017-03-13,83
2017-03-14,72
2017-03-15,82
2017-03-16,88
2017-03-17,78
2017-03-18,53
2017-03-19,62
2017-03-20,82
2017-03-21,98
2017-03-22,100
2017-03-23,69
2017-03-24,100
2017-03-25,65
2017-03-26,56
2017-03-27,93
2017-03-28,84
2017-03-29,93
2017-03-30,74
2017-03-31,83
2017-04-01,51
2017-04-02,48
2017-04-03,86
2017-04-04,92
2017-04-05,70
2017-04-06,79
2017-04-07,63
2017-04-08,40
2017-04-09,55
2017-04-10,97
2017-04-11,86
2017-04-12,78
2017-04-13,70
2017-04-14,41
2017-04-15,48
2017-04-16,56
