date,new regulations
2016-05-04,78
2016-05-05,100
2016-05-06,84
2016-05-07,53
2016-05-08,50
2016-05-09,83
2016-05-10,78
2016-05-11,72
2016-05-12,65
2016-05-13,81
2016-05-14,42
2016-05-15,45
2016-05-16,78
2016-05-17,87
2016-05-18,99
2016-05-19,78
2016-05-20,70
2016-05-21,49
2016-05-22,37
2016-05-23,67
2016-05-24,61
2016-05-25,67
2016-05-26,84
2016-05-27,88
2016-05-28,29
2016-05-29,45
2016-05-30,40
2016-05-31,73
2016-06-01,59
2016-06-02,74
2016-06-03,64
2016-06-04,35
2016-06-05,41
2016-06-06,79
2016-06-07,60
2016-06-08,65
2016-06-09,85
2016-06-10,54
2016-06-11,37
2016-06-12,33
2016-06-13,61
2016-06-14,53
2016-06-15,61
2016-06-16,71
2016-06-17,60
2016-06-18,30
2016-06-19,31
2016-06-20,57
2016-06-21,84
2016-06-22,64
2016-06-23,69
2016-06-24,70
2016-06-25,37
2016-06-26,47
2016-06-27,60
2016-06-28,65
2016-06-29,57
2016-06-30,51
2016-07-01,73
2016-07-02,31
2016-07-03,37
2016-07-04,32
2016-07-05,58
2016-07-06,78
2016-07-07,59
2016-07-08,56
2016-07-09,34
2016-07-10,30
2016-07-11,65
2016-07-12,85
2016-07-13,73
2016-07-14,78
2016-07-15,52
2016-07-16,29
2016-07-17,26
2016-07-18,55
2016-07-19,64
2016-07-20,62
2016-07-21,71
2016-07-22,62
2016-07-23,39
2016-07-24,28
2016-07-25,72
2016-07-26,69
2016-07-27,59
2016-07-28,61
2016-07-29,34
2016-07-30,37
2016-07-31,49
2016-08-01,64
2016-08-02,56
2016-08-03,68
2016-08-04,74
2016-08-05,40
2016-08-06,43
2016-08-07,47
2016-08-08,89
2016-08-09,80
2016-08-10,66
2016-08-11,75
2016-08-12,64
2016-08-13,60
2016-08-14,32
2016-08-15,46
2016-08-16,59
2016-08-17,62
2016-08-18,60
2016-08-19,51
2016-08-20,46
2016-08-21,31
2016-08-22,73
2016-08-23,67
2016-08-24,65
2016-08-25,70
2016-08-26,50
2016-08-27,37
2016-08-28,30
2016-08-29,59
2016-08-30,58
2016-08-31,67
2016-09-01,66
2016-09-02,58
2016-09-03,34
2016-09-04,28
2016-09-05,38
2016-09-06,60
2016-09-07,62
2016-09-08,67
2016-09-09,50
2016-09-10,24
2016-09-11,34
2016-09-12,73
2016-09-13,70
2016-09-14,72
2016-09-15,62
2016-09-16,65
2016-09-17,40
2016-09-18,43
2016-09-19,66
2016-09-20,78
2016-09-21,77
2016-09-22,54
2016-09-23,72
2016-09-24,36
2016-09-25,34
2016-09-26,64
2016-09-27,53
2016-09-28,76
2016-09-29,67
2016-09-30,61
2016-10-01,38
2016-10-02,39
2016-10-03,63
2016-10-04,71
2016-10-05,56
2016-10-06,73
2016-10-07,41
2016-10-08,40
2016-10-09,24
2016-10-10,66
2016-10-11,79
2016-10-12,74
2016-10-13,73
2016-10-14,55
2016-10-15,34
2016-10-16,47
2016-10-17,66
2016-10-18,53
2016-10-19,57
2016-10-20,63
2016-10-21,61
2016-10-22,39
2016-10-23,33
2016-10-24,69
2016-10-25,71
2016-10-26,62
2016-10-27,69
2016-10-28,62
2016-10-29,24
2016-10-30,40
2016-10-31,80
2016-11-01,69
2016-11-02,71
2016-11-03,69
2016-11-04,58
2016-11-05,36
2016-11-06,36
2016-11-07,78
2016-11-08,55
2016-11-09,55
2016-11-10,68
2016-11-11,66
2016-11-12,44
2016-11-13,36
2016-11-14,66
2016-11-15,69
2016-11-16,75
2016-11-17,68
2016-11-18,76
2016-11-19,26
2016-11-20,38
2016-11-21,68
2016-11-22,75
2016-11-23,61
2016-11-24,42
2016-11-25,38
2016-11-26,29
2016-11-27,42
2016-11-28,60
2016-11-29,62
2016-11-30,78
2016-12-01,68
2016-12-02,66
2016-12-03,48
2016-12-04,42
2016-12-05,56
2016-12-06,58
2016-12-07,68
2016-12-08,52
2016-12-09,55
2016-12-10,36
2016-12-11,32
2016-12-12,46
2016-12-13,57
2016-12-14,64
2016-12-15,58
2016-12-16,44
2016-12-17,29
2016-12-18,25
2016-12-19,42
2016-12-20,50
2016-12-21,54
2016-12-22,43
2016-12-23,41
2016-12-24,24
2016-12-25,26
2016-12-26,35
2016-12-27,32
2016-12-28,47
2016-12-29,62
2016-12-30,51
2016-12-31,38
2017-01-01,41
2017-01-02,52
2017-01-03,57
2017-01-04,67
2017-01-05,67
2017-01-06,54
2017-01-07,45
2017-01-08,35
2017-01-09,59
2017-01-10,65
2017-01-11,68
2017-01-12,68
2017-01-13,57
2017-01-14,25
2017-01-15,41
2017-01-16,55
2017-01-17,64
2017-01-18,73
2017-01-19,67
