date,new regulations
2017-01-19,80
2017-01-20,53
2017-01-21,46
2017-01-22,38
2017-01-23,80
2017-01-24,84
2017-01-25,73
2017-01-26,64
2017-01-27,63
2017-01-28,45
2017-01-29,52
2017-01-30,78
2017-01-31,78
2017-02-01,70
2017-02-02,72
2017-02-03,92
2017-02-04,45
2017-02-05,46
2017-02-06,71
2017-02-07,67
2017-02-08,61
2017-02-09,63
2017-02-10,64
2017-02-11,37
2017-02-12,39
2017-02-13,66
2017-02-14,57
2017-02-15,73
2017-02-16,62
2017-02-17,66
2017-02-18,41
2017-02-19,35
2017-02-20,57
2017-02-21,68
2017-02-22,65
2017-02-23,76
2017-02-24,63
2017-02-25,35
2017-02-26,49
2017-02-27,56
2017-02-28,76
2017-03-01,84
2017-03-02,69
2017-03-03,69
2017-03-04,53
2017-03-05,45
2017-03-06,74
2017-03-07,73
2017-03-08,66
2017-03-09,66
2017-03-10,77
2017-03-11,44
2017-03-12,53
2017-03-13,79
2017-03-14,55
2017-03-15,71
2017-03-16,80
2017-03-17,64
2017-03-18,52
2017-03-19,50
2017-03-20,69
2017-03-21,100
2017-03-22,85
2017-03-23,70
2017-03-24,70
2017-03-25,53
2017-03-26,57
2017-03-27,75
2017-03-28,69
2017-03-29,93
2017-03-30,72
2017-03-31,63
2017-04-01,40
2017-04-02,43
2017-04-03,79
2017-04-04,74
2017-04-05,68
2017-04-06,70
2017-04-07,53
2017-04-08,37
2017-04-09,54
2017-04-10,87
2017-04-11,71
2017-04-12,62
2017-04-13,68
2017-04-14,35
2017-04-15,42
2017-04-16,47
