date,new regulations
2016-08-02,66
2016-08-03,87
2016-08-04,62
2016-08-05,72
2016-08-06,36
2016-08-07,54
2016-08-08,88
2016-08-09,78
2016-08-10,66
2016-08-11,72
2016-08-12,67
2016-08-13,49
2016-08-14,46
2016-08-15,59
2016-08-16,63
2016-08-17,58
2016-08-18,70
2016-08-19,52
2016-08-20,43
2016-08-21,35
2016-08-22,65
2016-08-23,70
2016-08-24,61
2016-08-25,82
2016-08-26,64
2016-08-27,37
2016-08-28,37
2016-08-29,61
2016-08-30,65
2016-08-31,60
2016-09-01,69
2016-09-02,72
2016-09-03,37
2016-09-04,35
2016-09-05,48
2016-09-06,68
2016-09-07,54
2016-09-08,60
2016-09-09,56
2016-09-10,38
2016-09-11,36
2016-09-12,78
2016-09-13,63
2016-09-14,68
2016-09-15,72
2016-09-16,62
2016-09-17,45
2016-09-18,51
2016-09-19,55
2016-09-20,68
2016-09-21,67
2016-09-22,80
2016-09-23,65
2016-09-24,34
2016-09-25,32
2016-09-26,74
2016-09-27,73
2016-09-28,74
2016-09-29,71
2016-09-30,51
2016-10-01,43
2016-10-02,44
2016-10-03,70
2016-10-04,73
2016-10-05,73
2016-10-06,89
2016-10-07,52
2016-10-08,43
2016-10-09,28
2016-10-10,69
2016-10-11,81
2016-10-12,81
2016-10-13,68
2016-10-14,60
2016-10-15,36
2016-10-16,51
2016-10-17,87
2016-10-18,55
2016-10-19,69
2016-10-20,81
2016-10-21,67
2016-10-22,35
2016-10-23,38
2016-10-24,78
2016-10-25,81
2016-10-26,82
2016-10-27,93
2016-10-28,58
2016-10-29,33
2016-10-30,45
2016-10-31,69
2016-11-01,71
2016-11-02,92
2016-11-03,74
2016-11-04,68
2016-11-05,38
2016-11-06,49
2016-11-07,59
2016-11-08,77
2016-11-09,64
2016-11-10,79
2016-11-11,77
2016-11-12,48
2016-11-13,51
2016-11-14,73
2016-11-15,88
2016-11-16,86
2016-11-17,87
2016-11-18,77
2016-11-19,31
2016-11-20,45
2016-11-21,67
2016-11-22,70
2016-11-23,62
2016-11-24,46
2016-11-25,57
2016-11-26,34
2016-11-27,45
2016-11-28,64
2016-11-29,56
2016-11-30,75
2016-12-01,77
2016-12-02,77
2016-12-03,41
2016-12-04,26
2016-12-05,70
2016-12-06,58
2016-12-07,50
2016-12-08,55
2016-12-09,48
2016-12-10,26
2016-12-11,26
2016-12-12,55
2016-12-13,56
2016-12-14,81
2016-12-15,55
2016-12-16,54
2016-12-17,31
2016-12-18,31
2016-12-19,48
2016-12-20,49
2016-12-21,55
2016-12-22,46
2016-12-23,35
2016-12-24,21
2016-12-25,21
2016-12-26,30
2016-12-27,51
2016-12-28,39
2016-12-29,57
2016-12-30,48
2016-12-31,51
2017-01-01,42
2017-01-02,67
2017-01-03,68
2017-01-04,64
2017-01-05,56
2017-01-06,72
2017-01-07,30
2017-01-08,40
2017-01-09,66
2017-01-10,59
2017-01-11,65
2017-01-12,62
2017-01-13,53
2017-01-14,43
2017-01-15,36
2017-01-16,49
2017-01-17,77
2017-01-18,64
2017-01-19,74
2017-01-20,55
2017-01-21,53
2017-01-22,35
2017-01-23,77
2017-01-24,76
2017-01-25,69
2017-01-26,53
2017-01-27,63
2017-01-28,53
2017-01-29,54
2017-01-30,81
2017-01-31,79
2017-02-01,71
2017-02-02,75
2017-02-03,100
2017-02-04,46
2017-02-05,56
2017-02-06,76
2017-02-07,68
2017-02-08,73
2017-02-09,69
2017-02-10,55
2017-02-11,47
2017-02-12,36
2017-02-13,63
2017-02-14,73
2017-02-15,66
2017-02-16,74
2017-02-17,67
2017-02-18,47
2017-02-19,46
2017-02-20,56
2017-02-21,68
2017-02-22,75
2017-02-23,70
2017-02-24,68
2017-02-25,46
2017-02-26,37
2017-02-27,50
2017-02-28,71
2017-03-01,81
2017-03-02,72
2017-03-03,65
2017-03-04,46
2017-03-05,42
2017-03-06,90
2017-03-07,65
2017-03-08,62
2017-03-09,65
2017-03-10,64
2017-03-11,46
2017-03-12,54
2017-03-13,76
2017-03-14,71
2017-03-15,75
2017-03-16,70
2017-03-17,47
2017-03-18,43
2017-03-19,52
2017-03-20,61
2017-03-21,96
2017-03-22,79
2017-03-23,61
2017-03-24,80
2017-03-25,49
2017-03-26,54
2017-03-27,83
2017-03-28,75
2017-03-29,87
2017-03-30,85
2017-03-31,71
2017-04-01,32
2017-04-02,52
2017-04-03,70
2017-04-04,78
2017-04-05,71
2017-04-06,73
2017-04-07,52
2017-04-08,34
2017-04-09,49
2017-04-10,80
2017-04-11,78
2017-04-12,92
2017-04-13,62
2017-04-14,46
2017-04-15,36
2017-04-16,38
2017-04-17,70
2017-04-18,78
