date,TXN
2014-12-01,34
2014-12-02,49
2014-12-03,64
2014-12-04,46
2014-12-05,43
2014-12-06,20
2014-12-07,25
2014-12-08,48
2014-12-09,32
2014-12-10,27
2014-12-11,34
2014-12-12,42
2014-12-13,22
2014-12-14,20
2014-12-15,48
2014-12-16,45
2014-12-17,30
2014-12-18,44
2014-12-19,39
2014-12-20,17
2014-12-21,9
2014-12-22,45
2014-12-23,50
2014-12-24,34
2014-12-25,21
2014-12-26,31
2014-12-27,32
2014-12-28,21
2014-12-29,31
2014-12-30,37
2014-12-31,47
2015-01-01,16
2015-01-02,31
2015-01-03,16
2015-01-04,16
2015-01-05,44
2015-01-06,48
2015-01-07,48
2015-01-08,36
2015-01-09,51
2015-01-10,28
2015-01-11,14
2015-01-12,37
2015-01-13,50
2015-01-14,37
2015-01-15,34
2015-01-16,31
2015-01-17,30
2015-01-18,15
2015-01-19,38
2015-01-20,47
2015-01-21,41
2015-01-22,52
2015-01-23,53
2015-01-24,21
2015-01-25,31
2015-01-26,73
2015-01-27,71
2015-01-28,32
2015-01-29,54
2015-01-30,47
2015-01-31,33
2015-02-01,12
2015-02-02,52
2015-02-03,44
2015-02-04,42
2015-02-05,32
2015-02-06,37
2015-02-07,24
2015-02-08,10
2015-02-09,37
2015-02-10,33
2015-02-11,55
2015-02-12,63
2015-02-13,51
2015-02-14,17
2015-02-15,26
2015-02-16,30
2015-02-17,45
2015-02-18,67
2015-02-19,43
2015-02-20,60
2015-02-21,19
2015-02-22,24
2015-02-23,53
2015-02-24,51
2015-02-25,38
2015-02-26,66
2015-02-27,38
2015-02-28,15
2015-03-01,18
2015-03-02,57
2015-03-03,59
2015-03-04,51
2015-03-05,43
2015-03-06,49
2015-03-07,34
2015-03-08,20
2015-03-09,38
2015-03-10,35
2015-03-11,35
2015-03-12,35
2015-03-13,30
2015-03-14,20
2015-03-15,20
2015-03-16,52
2015-03-17,33
2015-03-18,38
2015-03-19,69
2015-03-20,30
2015-03-21,29
2015-03-22,25
2015-03-23,35
2015-03-24,45
2015-03-25,28
2015-03-26,38
2015-03-27,39
2015-03-28,27
2015-03-29,18
2015-03-30,50
2015-03-31,37
2015-04-01,35
2015-04-02,34
2015-04-03,25
2015-04-04,19
2015-04-05,23
2015-04-06,43
2015-04-07,45
2015-04-08,47
2015-04-09,37
2015-04-10,39
2015-04-11,24
2015-04-12,23
2015-04-13,32
2015-04-14,45
2015-04-15,48
2015-04-16,50
2015-04-17,51
2015-04-18,23
2015-04-19,14
2015-04-20,26
2015-04-21,46
2015-04-22,69
2015-04-23,100
2015-04-24,62
2015-04-25,24
2015-04-26,34
2015-04-27,47
2015-04-28,53
2015-04-29,55
2015-04-30,53
2015-05-01,38
2015-05-02,19
2015-05-03,14
2015-05-04,43
2015-05-05,34
2015-05-06,37
2015-05-07,38
2015-05-08,29
2015-05-09,30
2015-05-10,29
2015-05-11,26
2015-05-12,30
2015-05-13,43
2015-05-14,43
2015-05-15,48
2015-05-16,17
2015-05-17,22
2015-05-18,41
2015-05-19,43
2015-05-20,31
2015-05-21,38
2015-05-22,18
2015-05-23,12
2015-05-24,17
2015-05-25,18
2015-05-26,27
2015-05-27,41
2015-05-28,46
2015-05-29,30
2015-05-30,21
2015-05-31,21
2015-06-01,27
2015-06-02,39
2015-06-03,29
2015-06-04,30
2015-06-05,28
2015-06-06,14
2015-06-07,13
2015-06-08,26
2015-06-09,28
2015-06-10,40
2015-06-11,31
2015-06-12,24
2015-06-13,16
2015-06-14,10
2015-06-15,28
2015-06-16,37
2015-06-17,30
2015-06-18,33
2015-06-19,52
2015-06-20,30
2015-06-21,28
2015-06-22,53
2015-06-23,33
2015-06-24,32
2015-06-25,32
2015-06-26,50
2015-06-27,12
2015-06-28,28
2015-06-29,38
2015-06-30,26
2015-07-01,44
2015-07-02,40
2015-07-03,30
2015-07-04,29
2015-07-05,11
2015-07-06,42
2015-07-07,30
2015-07-08,39
2015-07-09,57
2015-07-10,58
2015-07-11,13
2015-07-12,21
2015-07-13,36
2015-07-14,44
2015-07-15,34
2015-07-16,38
2015-07-17,36
2015-07-18,31
2015-07-19,19
2015-07-20,31
2015-07-21,44
2015-07-22,88
2015-07-23,59
2015-07-24,50
2015-07-25,19
2015-07-26,21
2015-07-27,39
2015-07-28,36
2015-07-29,59
2015-07-30,54
2015-07-31,29
2015-08-01,28
2015-08-02,16
2015-08-03,32
2015-08-04,36
2015-08-05,37
2015-08-06,40
2015-08-07,34
2015-08-08,26
2015-08-09,21
2015-08-10,23
2015-08-11,39
2015-08-12,26
2015-08-13,32
2015-08-14,43
2015-08-15,29
2015-08-16,27
2015-08-17,26
2015-08-18,44
