date,TXN
2013-06-29,27
2013-06-30,27
2013-07-01,32
2013-07-02,24
2013-07-03,41
2013-07-04,20
2013-07-05,42
2013-07-06,31
2013-07-07,10
2013-07-08,49
2013-07-09,52
2013-07-10,41
2013-07-11,55
2013-07-12,46
2013-07-13,17
2013-07-14,7
2013-07-15,33
2013-07-16,66
2013-07-17,47
2013-07-18,73
2013-07-19,61
2013-07-20,23
2013-07-21,30
2013-07-22,100
2013-07-23,84
2013-07-24,88
2013-07-25,64
2013-07-26,61
2013-07-27,10
2013-07-28,37
2013-07-29,43
2013-07-30,43
2013-07-31,63
2013-08-01,61
2013-08-02,98
2013-08-03,27
2013-08-04,20
2013-08-05,63
2013-08-06,66
2013-08-07,50
2013-08-08,82
2013-08-09,38
2013-08-10,24
2013-08-11,23
2013-08-12,44
2013-08-13,51
2013-08-14,41
2013-08-15,77
2013-08-16,50
2013-08-17,20
2013-08-18,13
2013-08-19,46
2013-08-20,21
2013-08-21,41
2013-08-22,52
2013-08-23,60
2013-08-24,19
2013-08-25,16
2013-08-26,40
2013-08-27,47
2013-08-28,34
2013-08-29,51
2013-08-30,44
2013-08-31,26
2013-09-01,9
2013-09-02,27
2013-09-03,60
2013-09-04,47
2013-09-05,37
2013-09-06,33
2013-09-07,25
2013-09-08,18
2013-09-09,44
2013-09-10,66
2013-09-11,54
2013-09-12,39
2013-09-13,40
2013-09-14,28
2013-09-15,12
2013-09-16,41
2013-09-17,43
2013-09-18,31
2013-09-19,47
2013-09-20,43
2013-09-21,31
2013-09-22,18
2013-09-23,64
2013-09-24,41
2013-09-25,62
2013-09-26,26
2013-09-27,27
2013-09-28,15
2013-09-29,12
2013-09-30,46
2013-10-01,58
2013-10-02,44
2013-10-03,41
2013-10-04,59
2013-10-05,43
2013-10-06,18
2013-10-07,38
2013-10-08,33
2013-10-09,36
2013-10-10,21
2013-10-11,24
2013-10-12,15
2013-10-13,12
2013-10-14,47
2013-10-15,38
2013-10-16,41
2013-10-17,50
2013-10-18,54
2013-10-19,21
2013-10-20,6
2013-10-21,70
2013-10-22,60
2013-10-23,58
2013-10-24,46
2013-10-25,35
2013-10-26,15
2013-10-27,15
2013-10-28,44
2013-10-29,42
2013-10-30,40
2013-10-31,26
2013-11-01,52
2013-11-02,12
2013-11-03,23
2013-11-04,28
2013-11-05,62
2013-11-06,37
2013-11-07,48
2013-11-08,39
2013-11-09,15
2013-11-10,32
2013-11-11,37
2013-11-12,52
2013-11-13,48
2013-11-14,41
2013-11-15,53
2013-11-16,27
2013-11-17,17
2013-11-18,27
2013-11-19,37
2013-11-20,30
2013-11-21,32
2013-11-22,36
2013-11-23,15
2013-11-24,20
2013-11-25,59
2013-11-26,32
2013-11-27,47
2013-11-28,32
2013-11-29,35
2013-11-30,27
2013-12-01,19
2013-12-02,36
2013-12-03,44
2013-12-04,59
2013-12-05,55
2013-12-06,44
2013-12-07,33
2013-12-08,17
2013-12-09,59
2013-12-10,27
2013-12-11,52
2013-12-12,43
2013-12-13,34
2013-12-14,30
2013-12-15,26
2013-12-16,33
2013-12-17,38
2013-12-18,23
2013-12-19,58
2013-12-20,42
2013-12-21,31
2013-12-22,21
2013-12-23,31
2013-12-24,40
2013-12-25,17
2013-12-26,20
2013-12-27,36
2013-12-28,15
2013-12-29,15
2013-12-30,41
2013-12-31,18
2014-01-01,23
2014-01-02,39
2014-01-03,67
2014-01-04,37
2014-01-05,17
2014-01-06,30
2014-01-07,39
2014-01-08,39
2014-01-09,27
2014-01-10,30
2014-01-11,23
2014-01-12,17
2014-01-13,26
2014-01-14,39
2014-01-15,38
2014-01-16,31
2014-01-17,45
2014-01-18,28
2014-01-19,19
2014-01-20,17
2014-01-21,80
2014-01-22,76
2014-01-23,24
2014-01-24,22
2014-01-25,31
2014-01-26,19
2014-01-27,59
2014-01-28,49
2014-01-29,51
2014-01-30,17
2014-01-31,33
2014-02-01,20
2014-02-02,8
2014-02-03,47
2014-02-04,38
2014-02-05,52
2014-02-06,42
2014-02-07,38
2014-02-08,17
2014-02-09,19
2014-02-10,30
2014-02-11,56
2014-02-12,45
2014-02-13,36
2014-02-14,35
2014-02-15,17
2014-02-16,17
2014-02-17,40
2014-02-18,33
2014-02-19,36
2014-02-20,53
2014-02-21,25
2014-02-22,25
2014-02-23,11
2014-02-24,33
2014-02-25,51
2014-02-26,30
2014-02-27,48
2014-02-28,30
2014-03-01,22
2014-03-02,14
2014-03-03,38
2014-03-04,36
2014-03-05,59
2014-03-06,48
2014-03-07,49
2014-03-08,14
2014-03-09,11
2014-03-10,33
2014-03-11,38
2014-03-12,42
2014-03-13,31
2014-03-14,67
2014-03-15,50
2014-03-16,33
