date,TXN
2011-09-18,22
2011-09-19,28
2011-09-20,40
2011-09-21,47
2011-09-22,46
2011-09-23,41
2011-09-24,9
2011-09-25,15
2011-09-26,52
2011-09-27,19
2011-09-28,47
2011-09-29,31
2011-09-30,20
2011-10-01,21
2011-10-02,9
2011-10-03,59
2011-10-04,26
2011-10-05,47
2011-10-06,38
2011-10-07,47
2011-10-08,32
2011-10-09,20
2011-10-10,35
2011-10-11,46
2011-10-12,37
2011-10-13,28
2011-10-14,32
2011-10-15,31
2011-10-16,17
2011-10-17,51
2011-10-18,37
2011-10-19,32
2011-10-20,40
2011-10-21,49
2011-10-22,26
2011-10-23,20
2011-10-24,100
2011-10-25,57
2011-10-26,26
2011-10-27,49
2011-10-28,47
2011-10-29,40
2011-10-30,25
2011-10-31,29
2011-11-01,58
2011-11-02,35
2011-11-03,39
2011-11-04,53
2011-11-05,21
2011-11-06,25
2011-11-07,37
2011-11-08,34
2011-11-09,60
2011-11-10,49
2011-11-11,46
2011-11-12,22
2011-11-13,12
2011-11-14,38
2011-11-15,39
2011-11-16,38
2011-11-17,32
2011-11-18,29
2011-11-19,14
2011-11-20,14
2011-11-21,22
2011-11-22,48
2011-11-23,25
2011-11-24,36
2011-11-25,20
2011-11-26,31
2011-11-27,21
2011-11-28,40
2011-11-29,35
2011-11-30,32
2011-12-01,30
2011-12-02,33
2011-12-03,33
2011-12-04,24
2011-12-05,47
2011-12-06,42
2011-12-07,31
2011-12-08,37
2011-12-09,43
2011-12-10,41
2011-12-11,22
2011-12-12,46
2011-12-13,35
2011-12-14,38
2011-12-15,46
2011-12-16,38
2011-12-17,29
2011-12-18,16
2011-12-19,32
2011-12-20,48
2011-12-21,33
2011-12-22,46
2011-12-23,36
2011-12-24,42
2011-12-25,20
2011-12-26,21
2011-12-27,31
2011-12-28,38
2011-12-29,49
2011-12-30,38
2011-12-31,27
2012-01-01,12
2012-01-02,22
2012-01-03,49
2012-01-04,55
2012-01-05,54
2012-01-06,54
2012-01-07,12
2012-01-08,33
2012-01-09,41
2012-01-10,49
2012-01-11,36
2012-01-12,22
2012-01-13,20
2012-01-14,18
2012-01-15,20
2012-01-16,40
2012-01-17,36
2012-01-18,46
2012-01-19,64
2012-01-20,51
2012-01-21,27
2012-01-22,15
2012-01-23,96
2012-01-24,95
2012-01-25,32
2012-01-26,58
2012-01-27,36
2012-01-28,31
2012-01-29,18
2012-01-30,29
2012-01-31,50
2012-02-01,39
2012-02-02,32
2012-02-03,57
2012-02-04,30
2012-02-05,22
2012-02-06,52
2012-02-07,48
2012-02-08,56
2012-02-09,44
2012-02-10,39
2012-02-11,28
2012-02-12,10
2012-02-13,43
2012-02-14,42
2012-02-15,42
2012-02-16,36
2012-02-17,37
2012-02-18,18
2012-02-19,18
2012-02-20,37
2012-02-21,58
2012-02-22,36
2012-02-23,27
2012-02-24,33
2012-02-25,25
2012-02-26,22
2012-02-27,39
2012-02-28,43
2012-02-29,35
2012-03-01,56
2012-03-02,34
2012-03-03,26
2012-03-04,8
2012-03-05,53
2012-03-06,37
2012-03-07,39
2012-03-08,40
2012-03-09,46
2012-03-10,15
2012-03-11,20
2012-03-12,25
2012-03-13,39
2012-03-14,35
2012-03-15,40
2012-03-16,37
2012-03-17,18
2012-03-18,22
2012-03-19,35
2012-03-20,43
2012-03-21,42
2012-03-22,30
2012-03-23,43
2012-03-24,15
2012-03-25,25
2012-03-26,54
2012-03-27,27
2012-03-28,38
2012-03-29,36
2012-03-30,38
2012-03-31,35
2012-04-01,11
2012-04-02,27
2012-04-03,50
2012-04-04,32
2012-04-05,35
2012-04-06,22
2012-04-07,37
2012-04-08,29
2012-04-09,59
2012-04-10,26
2012-04-11,27
2012-04-12,29
2012-04-13,18
2012-04-14,20
2012-04-15,15
2012-04-16,25
2012-04-17,45
2012-04-18,22
2012-04-19,29
2012-04-20,37
2012-04-21,45
2012-04-22,22
2012-04-23,63
2012-04-24,71
2012-04-25,37
2012-04-26,29
2012-04-27,37
2012-04-28,11
2012-04-29,15
2012-04-30,28
2012-05-01,25
2012-05-02,39
2012-05-03,23
2012-05-04,39
2012-05-05,20
2012-05-06,7
2012-05-07,27
2012-05-08,45
2012-05-09,35
2012-05-10,17
2012-05-11,28
2012-05-12,30
2012-05-13,11
2012-05-14,28
2012-05-15,30
2012-05-16,33
2012-05-17,40
2012-05-18,24
2012-05-19,15
2012-05-20,10
2012-05-21,36
2012-05-22,30
2012-05-23,23
2012-05-24,27
2012-05-25,24
2012-05-26,35
2012-05-27,11
2012-05-28,22
2012-05-29,16
2012-05-30,20
2012-05-31,20
2012-06-01,19
2012-06-02,8
2012-06-03,22
2012-06-04,28
