date,TXN
2015-08-18,38
2015-08-19,36
2015-08-20,34
2015-08-21,49
2015-08-22,17
2015-08-23,11
2015-08-24,56
2015-08-25,39
2015-08-26,39
2015-08-27,24
2015-08-28,32
2015-08-29,26
2015-08-30,25
2015-08-31,51
2015-09-01,31
2015-09-02,44
2015-09-03,21
2015-09-04,34
2015-09-05,12
2015-09-06,14
2015-09-07,28
2015-09-08,43
2015-09-09,42
2015-09-10,48
2015-09-11,45
2015-09-12,18
2015-09-13,6
2015-09-14,31
2015-09-15,36
2015-09-16,20
2015-09-17,26
2015-09-18,57
2015-09-19,20
2015-09-20,21
2015-09-21,30
2015-09-22,33
2015-09-23,29
2015-09-24,24
2015-09-25,26
2015-09-26,23
2015-09-27,13
2015-09-28,30
2015-09-29,26
2015-09-30,44
2015-10-01,40
2015-10-02,35
2015-10-03,18
2015-10-04,13
2015-10-05,34
2015-10-06,41
2015-10-07,21
2015-10-08,39
2015-10-09,34
2015-10-10,25
2015-10-11,22
2015-10-12,23
2015-10-13,46
2015-10-14,40
2015-10-15,44
2015-10-16,42
2015-10-17,24
2015-10-18,12
2015-10-19,30
2015-10-20,27
2015-10-21,47
2015-10-22,100
2015-10-23,84
2015-10-24,35
2015-10-25,16
2015-10-26,38
2015-10-27,28
2015-10-28,42
2015-10-29,55
2015-10-30,42
2015-10-31,21
2015-11-01,30
2015-11-02,63
2015-11-03,43
2015-11-04,33
2015-11-05,42
2015-11-06,27
2015-11-07,35
2015-11-08,19
2015-11-09,43
2015-11-10,46
2015-11-11,36
2015-11-12,44
2015-11-13,26
2015-11-14,19
2015-11-15,16
2015-11-16,37
2015-11-17,29
2015-11-18,33
2015-11-19,30
2015-11-20,38
2015-11-21,20
2015-11-22,13
2015-11-23,35
2015-11-24,37
2015-11-25,26
2015-11-26,23
2015-11-27,22
2015-11-28,17
2015-11-29,18
2015-11-30,29
2015-12-01,43
2015-12-02,15
2015-12-03,34
2015-12-04,33
2015-12-05,21
2015-12-06,15
2015-12-07,32
2015-12-08,33
2015-12-09,30
2015-12-10,38
2015-12-11,30
2015-12-12,13
2015-12-13,16
2015-12-14,31
2015-12-15,29
2015-12-16,28
2015-12-17,26
2015-12-18,35
2015-12-19,16
2015-12-20,7
2015-12-21,28
2015-12-22,18
2015-12-23,21
2015-12-24,16
2015-12-25,12
2015-12-26,20
2015-12-27,14
2015-12-28,34
2015-12-29,26
2015-12-30,29
2015-12-31,33
2016-01-01,17
2016-01-02,21
2016-01-03,19
2016-01-04,53
2016-01-05,41
2016-01-06,55
2016-01-07,47
2016-01-08,49
2016-01-09,23
2016-01-10,15
2016-01-11,38
2016-01-12,40
2016-01-13,44
2016-01-14,45
2016-01-15,53
2016-01-16,21
2016-01-17,25
2016-01-18,43
2016-01-19,50
2016-01-20,52
2016-01-21,62
2016-01-22,52
2016-01-23,41
2016-01-24,15
2016-01-25,42
2016-01-26,55
2016-01-27,47
2016-01-28,82
2016-01-29,67
2016-01-30,31
2016-01-31,12
2016-02-01,48
2016-02-02,41
2016-02-03,36
2016-02-04,36
2016-02-05,38
2016-02-06,21
2016-02-07,27
2016-02-08,34
2016-02-09,47
2016-02-10,26
2016-02-11,44
2016-02-12,43
2016-02-13,23
2016-02-14,13
2016-02-15,31
2016-02-16,44
2016-02-17,41
2016-02-18,42
2016-02-19,32
2016-02-20,16
2016-02-21,16
2016-02-22,39
2016-02-23,35
2016-02-24,35
2016-02-25,37
2016-02-26,31
2016-02-27,17
2016-02-28,20
2016-02-29,51
2016-03-01,34
2016-03-02,38
2016-03-03,42
2016-03-04,42
2016-03-05,17
2016-03-06,20
2016-03-07,31
2016-03-08,37
2016-03-09,44
2016-03-10,34
2016-03-11,40
2016-03-12,23
2016-03-13,27
2016-03-14,39
2016-03-15,41
2016-03-16,45
2016-03-17,51
2016-03-18,47
2016-03-19,25
2016-03-20,17
2016-03-21,42
2016-03-22,47
2016-03-23,34
2016-03-24,32
2016-03-25,21
2016-03-26,14
2016-03-27,17
2016-03-28,32
2016-03-29,37
2016-03-30,41
2016-03-31,43
2016-04-01,40
2016-04-02,23
2016-04-03,19
2016-04-04,31
2016-04-05,30
2016-04-06,40
2016-04-07,38
2016-04-08,36
2016-04-09,27
2016-04-10,17
2016-04-11,43
2016-04-12,32
2016-04-13,39
2016-04-14,42
2016-04-15,29
2016-04-16,16
2016-04-17,30
2016-04-18,46
2016-04-19,28
2016-04-20,42
2016-04-21,33
2016-04-22,29
2016-04-23,27
2016-04-24,13
2016-04-25,36
2016-04-26,39
2016-04-27,43
2016-04-28,68
2016-04-29,48
2016-04-30,23
2016-05-01,25
2016-05-02,27
2016-05-03,35
2016-05-04,38
