date,TXN
2011-05-11,20
2011-05-12,36
2011-05-13,26
2011-05-14,28
2011-05-15,22
2011-05-16,32
2011-05-17,53
2011-05-18,31
2011-05-19,47
2011-05-20,42
2011-05-21,21
2011-05-22,17
2011-05-23,33
2011-05-24,33
2011-05-25,11
2011-05-26,36
2011-05-27,28
2011-05-28,23
2011-05-29,23
2011-05-30,14
2011-05-31,33
2011-06-01,40
2011-06-02,28
2011-06-03,24
2011-06-04,29
2011-06-05,17
2011-06-06,31
2011-06-07,24
2011-06-08,51
2011-06-09,37
2011-06-10,33
2011-06-11,13
2011-06-12,20
2011-06-13,27
2011-06-14,24
2011-06-15,37
2011-06-16,24
2011-06-17,30
2011-06-18,14
2011-06-19,31
2011-06-20,26
2011-06-21,24
2011-06-22,40
2011-06-23,32
2011-06-24,36
2011-06-25,13
2011-06-26,26
2011-06-27,18
2011-06-28,56
2011-06-29,42
2011-06-30,29
2011-07-01,36
2011-07-02,38
2011-07-03,26
2011-07-04,26
2011-07-05,51
2011-07-06,27
2011-07-07,39
2011-07-08,33
2011-07-09,26
2011-07-10,12
2011-07-11,27
2011-07-12,22
2011-07-13,38
2011-07-14,34
2011-07-15,38
2011-07-16,17
2011-07-17,34
2011-07-18,31
2011-07-19,31
2011-07-20,31
2011-07-21,32
2011-07-22,19
2011-07-23,17
2011-07-24,28
2011-07-25,55
2011-07-26,62
2011-07-27,44
2011-07-28,18
2011-07-29,47
2011-07-30,21
2011-07-31,26
2011-08-01,45
2011-08-02,47
2011-08-03,40
2011-08-04,31
2011-08-05,30
2011-08-06,17
2011-08-07,16
2011-08-08,54
2011-08-09,56
2011-08-10,35
2011-08-11,46
2011-08-12,37
2011-08-13,20
2011-08-14,17
2011-08-15,36
2011-08-16,39
2011-08-17,22
2011-08-18,71
2011-08-19,41
2011-08-20,25
2011-08-21,16
2011-08-22,28
2011-08-23,19
2011-08-24,34
2011-08-25,32
2011-08-26,31
2011-08-27,8
2011-08-28,13
2011-08-29,36
2011-08-30,26
2011-08-31,21
2011-09-01,24
2011-09-02,27
2011-09-03,13
2011-09-04,19
2011-09-05,25
2011-09-06,35
2011-09-07,31
2011-09-08,47
2011-09-09,41
2011-09-10,20
2011-09-11,17
2011-09-12,14
2011-09-13,24
2011-09-14,34
2011-09-15,35
2011-09-16,41
2011-09-17,23
2011-09-18,20
2011-09-19,34
2011-09-20,32
2011-09-21,22
2011-09-22,41
2011-09-23,36
2011-09-24,17
2011-09-25,26
2011-09-26,32
2011-09-27,24
2011-09-28,22
2011-09-29,16
2011-09-30,15
2011-10-01,10
2011-10-02,20
2011-10-03,32
2011-10-04,26
2011-10-05,34
2011-10-06,32
2011-10-07,29
2011-10-08,22
2011-10-09,22
2011-10-10,34
2011-10-11,40
2011-10-12,29
2011-10-13,36
2011-10-14,31
2011-10-15,20
2011-10-16,17
2011-10-17,35
2011-10-18,30
2011-10-19,28
2011-10-20,28
2011-10-21,34
2011-10-22,17
2011-10-23,14
2011-10-24,87
2011-10-25,51
2011-10-26,32
2011-10-27,50
2011-10-28,44
2011-10-29,34
2011-10-30,25
2011-10-31,20
2011-11-01,33
2011-11-02,28
2011-11-03,34
2011-11-04,26
2011-11-05,17
2011-11-06,14
2011-11-07,43
2011-11-08,21
2011-11-09,43
2011-11-10,29
2011-11-11,22
2011-11-12,21
2011-11-13,14
2011-11-14,25
2011-11-15,33
2011-11-16,19
2011-11-17,29
2011-11-18,24
2011-11-19,14
2011-11-20,10
2011-11-21,27
2011-11-22,29
2011-11-23,20
2011-11-24,29
2011-11-25,19
2011-11-26,32
2011-11-27,18
2011-11-28,36
2011-11-29,32
2011-11-30,27
2011-12-01,37
2011-12-02,32
2011-12-03,23
2011-12-04,14
2011-12-05,32
2011-12-06,38
2011-12-07,30
2011-12-08,35
2011-12-09,36
2011-12-10,21
2011-12-11,23
2011-12-12,30
2011-12-13,23
2011-12-14,23
2011-12-15,35
2011-12-16,22
2011-12-17,21
2011-12-18,9
2011-12-19,29
2011-12-20,35
2011-12-21,26
2011-12-22,29
2011-12-23,29
2011-12-24,18
2011-12-25,13
2011-12-26,17
2011-12-27,25
2011-12-28,21
2011-12-29,29
2011-12-30,22
2011-12-31,20
2012-01-01,16
2012-01-02,16
2012-01-03,21
2012-01-04,32
2012-01-05,47
2012-01-06,44
2012-01-07,10
2012-01-08,21
2012-01-09,37
2012-01-10,40
2012-01-11,38
2012-01-12,24
2012-01-13,19
2012-01-14,24
2012-01-15,13
2012-01-16,32
2012-01-17,36
2012-01-18,55
2012-01-19,69
2012-01-20,51
2012-01-21,26
2012-01-22,11
2012-01-23,100
2012-01-24,79
2012-01-25,32
2012-01-26,48
