date,TXN
2012-06-04,34
2012-06-05,31
2012-06-06,29
2012-06-07,18
2012-06-08,21
2012-06-09,14
2012-06-10,14
2012-06-11,31
2012-06-12,25
2012-06-13,23
2012-06-14,32
2012-06-15,21
2012-06-16,18
2012-06-17,11
2012-06-18,23
2012-06-19,28
2012-06-20,29
2012-06-21,35
2012-06-22,24
2012-06-23,18
2012-06-24,25
2012-06-25,20
2012-06-26,20
2012-06-27,15
2012-06-28,21
2012-06-29,28
2012-06-30,22
2012-07-01,21
2012-07-02,29
2012-07-03,38
2012-07-04,21
2012-07-05,21
2012-07-06,25
2012-07-07,11
2012-07-08,7
2012-07-09,17
2012-07-10,29
2012-07-11,26
2012-07-12,18
2012-07-13,33
2012-07-14,14
2012-07-15,29
2012-07-16,37
2012-07-17,32
2012-07-18,29
2012-07-19,27
2012-07-20,25
2012-07-21,18
2012-07-22,26
2012-07-23,58
2012-07-24,26
2012-07-25,27
2012-07-26,36
2012-07-27,31
2012-07-28,25
2012-07-29,11
2012-07-30,32
2012-07-31,40
2012-08-01,26
2012-08-02,27
2012-08-03,43
2012-08-04,15
2012-08-05,11
2012-08-06,52
2012-08-07,32
2012-08-08,38
2012-08-09,27
2012-08-10,40
2012-08-11,25
2012-08-12,18
2012-08-13,26
2012-08-14,26
2012-08-15,15
2012-08-16,27
2012-08-17,28
2012-08-18,7
2012-08-19,11
2012-08-20,33
2012-08-21,27
2012-08-22,15
2012-08-23,33
2012-08-24,12
2012-08-25,11
2012-08-26,21
2012-08-27,23
2012-08-28,34
2012-08-29,14
2012-08-30,20
2012-08-31,33
2012-09-01,21
2012-09-02,31
2012-09-03,20
2012-09-04,39
2012-09-05,20
2012-09-06,37
2012-09-07,27
2012-09-08,14
2012-09-09,27
2012-09-10,28
2012-09-11,44
2012-09-12,22
2012-09-13,33
2012-09-14,50
2012-09-15,20
2012-09-16,30
2012-09-17,44
2012-09-18,16
2012-09-19,25
2012-09-20,40
2012-09-21,20
2012-09-22,27
2012-09-23,16
2012-09-24,33
2012-09-25,38
2012-09-26,30
2012-09-27,14
2012-09-28,29
2012-09-29,30
2012-09-30,13
2012-10-01,44
2012-10-02,16
2012-10-03,25
2012-10-04,36
2012-10-05,42
2012-10-06,29
2012-10-07,13
2012-10-08,29
2012-10-09,24
2012-10-10,21
2012-10-11,35
2012-10-12,49
2012-10-13,29
2012-10-14,28
2012-10-15,57
2012-10-16,58
2012-10-17,37
2012-10-18,38
2012-10-19,51
2012-10-20,19
2012-10-21,13
2012-10-22,68
2012-10-23,55
2012-10-24,32
2012-10-25,41
2012-10-26,48
2012-10-27,16
2012-10-28,12
2012-10-29,20
2012-10-30,36
2012-10-31,22
2012-11-01,39
2012-11-02,31
2012-11-03,13
2012-11-04,6
2012-11-05,26
2012-11-06,41
2012-11-07,48
2012-11-08,37
2012-11-09,44
2012-11-10,19
2012-11-11,28
2012-11-12,26
2012-11-13,40
2012-11-14,32
2012-11-15,59
2012-11-16,41
2012-11-17,9
2012-11-18,9
2012-11-19,21
2012-11-20,36
2012-11-21,31
2012-11-22,11
2012-11-23,14
2012-11-24,28
2012-11-25,18
2012-11-26,20
2012-11-27,25
2012-11-28,46
2012-11-29,54
2012-11-30,40
2012-12-01,9
2012-12-02,39
2012-12-03,28
2012-12-04,43
2012-12-05,48
2012-12-06,34
2012-12-07,22
2012-12-08,22
2012-12-09,30
2012-12-10,43
2012-12-11,28
2012-12-12,67
2012-12-13,47
2012-12-14,51
2012-12-15,30
2012-12-16,27
2012-12-17,100
2012-12-18,62
2012-12-19,37
2012-12-20,29
2012-12-21,39
2012-12-22,51
2012-12-23,16
2012-12-24,29
2012-12-25,34
2012-12-26,20
2012-12-27,17
2012-12-28,28
2012-12-29,25
2012-12-30,16
2012-12-31,41
2013-01-01,27
2013-01-02,47
2013-01-03,51
2013-01-04,50
2013-01-05,26
2013-01-06,35
2013-01-07,20
2013-01-08,44
2013-01-09,50
2013-01-10,47
2013-01-11,51
2013-01-12,32
2013-01-13,34
2013-01-14,51
2013-01-15,31
2013-01-16,41
2013-01-17,37
2013-01-18,43
2013-01-19,20
2013-01-20,37
2013-01-21,33
2013-01-22,69
2013-01-23,53
2013-01-24,46
2013-01-25,36
2013-01-26,20
2013-01-27,20
2013-01-28,26
2013-01-29,60
2013-01-30,62
2013-01-31,41
2013-02-01,56
2013-02-02,28
2013-02-03,8
2013-02-04,29
2013-02-05,38
2013-02-06,24
2013-02-07,39
2013-02-08,51
2013-02-09,26
2013-02-10,17
2013-02-11,66
2013-02-12,42
2013-02-13,53
2013-02-14,42
2013-02-15,43
2013-02-16,14
2013-02-17,8
2013-02-18,22
2013-02-19,26
