date,TXN
2015-12-26,15
2015-12-27,15
2015-12-28,30
2015-12-29,33
2015-12-30,24
2015-12-31,20
2016-01-01,14
2016-01-02,17
2016-01-03,17
2016-01-04,33
2016-01-05,38
2016-01-06,52
2016-01-07,46
2016-01-08,41
2016-01-09,15
2016-01-10,20
2016-01-11,36
2016-01-12,36
2016-01-13,34
2016-01-14,37
2016-01-15,41
2016-01-16,14
2016-01-17,26
2016-01-18,34
2016-01-19,40
2016-01-20,47
2016-01-21,47
2016-01-22,37
2016-01-23,24
2016-01-24,10
2016-01-25,36
2016-01-26,29
2016-01-27,49
2016-01-28,64
2016-01-29,52
2016-01-30,28
2016-01-31,14
2016-02-01,31
2016-02-02,36
2016-02-03,35
2016-02-04,34
2016-02-05,30
2016-02-06,21
2016-02-07,17
2016-02-08,34
2016-02-09,32
2016-02-10,23
2016-02-11,29
2016-02-12,25
2016-02-13,13
2016-02-14,12
2016-02-15,30
2016-02-16,36
2016-02-17,41
2016-02-18,36
2016-02-19,27
2016-02-20,11
2016-02-21,13
2016-02-22,28
2016-02-23,24
2016-02-24,28
2016-02-25,38
2016-02-26,22
2016-02-27,12
2016-02-28,20
2016-02-29,32
2016-03-01,39
2016-03-02,35
2016-03-03,40
2016-03-04,43
2016-03-05,15
2016-03-06,10
2016-03-07,24
2016-03-08,32
2016-03-09,41
2016-03-10,26
2016-03-11,28
2016-03-12,23
2016-03-13,20
2016-03-14,28
2016-03-15,39
2016-03-16,34
2016-03-17,45
2016-03-18,37
2016-03-19,23
2016-03-20,14
2016-03-21,37
2016-03-22,39
2016-03-23,36
2016-03-24,27
2016-03-25,14
2016-03-26,17
2016-03-27,11
2016-03-28,33
2016-03-29,28
2016-03-30,42
2016-03-31,46
2016-04-01,40
2016-04-02,24
2016-04-03,19
2016-04-04,26
2016-04-05,23
2016-04-06,33
2016-04-07,33
2016-04-08,31
2016-04-09,23
2016-04-10,17
2016-04-11,37
2016-04-12,36
2016-04-13,53
2016-04-14,36
2016-04-15,41
2016-04-16,19
2016-04-17,25
2016-04-18,39
2016-04-19,28
2016-04-20,38
2016-04-21,25
2016-04-22,26
2016-04-23,23
2016-04-24,10
2016-04-25,33
2016-04-26,37
2016-04-27,52
2016-04-28,59
2016-04-29,41
2016-04-30,29
2016-05-01,21
2016-05-02,29
2016-05-03,34
2016-05-04,31
2016-05-05,28
2016-05-06,35
2016-05-07,21
2016-05-08,12
2016-05-09,35
2016-05-10,25
2016-05-11,29
2016-05-12,26
2016-05-13,35
2016-05-14,14
2016-05-15,16
2016-05-16,24
2016-05-17,36
2016-05-18,32
2016-05-19,27
2016-05-20,25
2016-05-21,20
2016-05-22,18
2016-05-23,26
2016-05-24,32
2016-05-25,39
2016-05-26,28
2016-05-27,40
2016-05-28,18
2016-05-29,26
2016-05-30,24
2016-05-31,29
2016-06-01,35
2016-06-02,35
2016-06-03,25
2016-06-04,16
2016-06-05,10
2016-06-06,27
2016-06-07,39
2016-06-08,36
2016-06-09,24
2016-06-10,26
2016-06-11,18
2016-06-12,17
2016-06-13,27
2016-06-14,29
2016-06-15,31
2016-06-16,34
2016-06-17,33
2016-06-18,17
2016-06-19,13
2016-06-20,25
2016-06-21,41
2016-06-22,27
2016-06-23,39
2016-06-24,59
2016-06-25,21
2016-06-26,18
2016-06-27,42
2016-06-28,30
2016-06-29,41
2016-06-30,32
2016-07-01,51
2016-07-02,22
2016-07-03,23
2016-07-04,32
2016-07-05,36
2016-07-06,32
2016-07-07,32
2016-07-08,37
2016-07-09,26
2016-07-10,23
2016-07-11,39
2016-07-12,48
2016-07-13,40
2016-07-14,42
2016-07-15,38
2016-07-16,23
2016-07-17,16
2016-07-18,28
2016-07-19,27
2016-07-20,35
2016-07-21,31
2016-07-22,38
2016-07-23,12
2016-07-24,15
2016-07-25,82
2016-07-26,100
2016-07-27,69
2016-07-28,51
2016-07-29,55
2016-07-30,24
2016-07-31,16
2016-08-01,43
2016-08-02,40
2016-08-03,34
2016-08-04,49
2016-08-05,32
2016-08-06,14
2016-08-07,21
2016-08-08,47
2016-08-09,48
2016-08-10,41
2016-08-11,41
2016-08-12,36
2016-08-13,22
2016-08-14,16
2016-08-15,40
2016-08-16,44
2016-08-17,33
2016-08-18,38
2016-08-19,41
2016-08-20,24
2016-08-21,16
2016-08-22,38
2016-08-23,27
2016-08-24,31
2016-08-25,30
2016-08-26,37
2016-08-27,21
2016-08-28,14
2016-08-29,35
2016-08-30,34
2016-08-31,27
2016-09-01,17
2016-09-02,27
2016-09-03,24
2016-09-04,18
2016-09-05,19
2016-09-06,35
2016-09-07,26
2016-09-08,32
2016-09-09,33
2016-09-10,19
2016-09-11,13
