date,TXN
2017-01-19,38
2017-01-20,43
2017-01-21,23
2017-01-22,21
2017-01-23,56
2017-01-24,100
2017-01-25,97
2017-01-26,66
2017-01-27,71
2017-01-28,26
2017-01-29,30
2017-01-30,54
2017-01-31,68
2017-02-01,63
2017-02-02,46
2017-02-03,43
2017-02-04,29
2017-02-05,19
2017-02-06,49
2017-02-07,54
2017-02-08,41
2017-02-09,53
2017-02-10,53
2017-02-11,27
2017-02-12,20
2017-02-13,42
2017-02-14,43
2017-02-15,41
2017-02-16,37
2017-02-17,36
2017-02-18,24
2017-02-19,19
2017-02-20,33
2017-02-21,48
2017-02-22,39
2017-02-23,45
2017-02-24,36
2017-02-25,12
2017-02-26,11
2017-02-27,44
2017-02-28,45
2017-03-01,51
2017-03-02,35
2017-03-03,39
2017-03-04,30
2017-03-05,23
2017-03-06,30
2017-03-07,52
2017-03-08,39
2017-03-09,39
2017-03-10,49
2017-03-11,26
2017-03-12,21
2017-03-13,35
2017-03-14,41
2017-03-15,48
2017-03-16,43
2017-03-17,28
2017-03-18,27
2017-03-19,14
2017-03-20,38
2017-03-21,38
2017-03-22,38
2017-03-23,43
2017-03-24,45
2017-03-25,31
2017-03-26,20
2017-03-27,41
2017-03-28,45
2017-03-29,49
2017-03-30,46
2017-03-31,51
2017-04-01,38
