date,TXN
2015-04-10,34
2015-04-11,28
2015-04-12,14
2015-04-13,36
2015-04-14,40
2015-04-15,39
2015-04-16,50
2015-04-17,47
2015-04-18,30
2015-04-19,12
2015-04-20,35
2015-04-21,44
2015-04-22,88
2015-04-23,99
2015-04-24,69
2015-04-25,31
2015-04-26,34
2015-04-27,49
2015-04-28,50
2015-04-29,58
2015-04-30,45
2015-05-01,39
2015-05-02,30
2015-05-03,12
2015-05-04,38
2015-05-05,29
2015-05-06,40
2015-05-07,50
2015-05-08,39
2015-05-09,21
2015-05-10,21
2015-05-11,32
2015-05-12,46
2015-05-13,50
2015-05-14,43
2015-05-15,34
2015-05-16,12
2015-05-17,34
2015-05-18,36
2015-05-19,31
2015-05-20,23
2015-05-21,45
2015-05-22,20
2015-05-23,21
2015-05-24,26
2015-05-25,26
2015-05-26,30
2015-05-27,37
2015-05-28,49
2015-05-29,36
2015-05-30,31
2015-05-31,15
2015-06-01,33
2015-06-02,53
2015-06-03,35
2015-06-04,29
2015-06-05,25
2015-06-06,25
2015-06-07,14
2015-06-08,44
2015-06-09,33
2015-06-10,36
2015-06-11,35
2015-06-12,29
2015-06-13,14
2015-06-14,24
2015-06-15,48
2015-06-16,39
2015-06-17,36
2015-06-18,40
2015-06-19,45
2015-06-20,26
2015-06-21,28
2015-06-22,67
2015-06-23,23
2015-06-24,41
2015-06-25,52
2015-06-26,55
2015-06-27,26
2015-06-28,23
2015-06-29,39
2015-06-30,30
2015-07-01,38
2015-07-02,37
2015-07-03,30
2015-07-04,27
2015-07-05,7
2015-07-06,48
2015-07-07,47
2015-07-08,44
2015-07-09,52
2015-07-10,44
2015-07-11,21
2015-07-12,21
2015-07-13,39
2015-07-14,41
2015-07-15,38
2015-07-16,33
2015-07-17,39
2015-07-18,24
2015-07-19,22
2015-07-20,38
2015-07-21,45
2015-07-22,73
2015-07-23,53
2015-07-24,45
2015-07-25,28
2015-07-26,24
2015-07-27,38
2015-07-28,38
2015-07-29,41
2015-07-30,46
2015-07-31,34
2015-08-01,28
2015-08-02,18
2015-08-03,37
2015-08-04,51
2015-08-05,43
2015-08-06,38
2015-08-07,27
2015-08-08,26
2015-08-09,23
2015-08-10,32
2015-08-11,29
2015-08-12,37
2015-08-13,51
2015-08-14,44
2015-08-15,12
2015-08-16,19
2015-08-17,33
2015-08-18,36
2015-08-19,49
2015-08-20,44
2015-08-21,57
2015-08-22,31
2015-08-23,15
2015-08-24,79
2015-08-25,60
2015-08-26,51
2015-08-27,43
2015-08-28,43
2015-08-29,19
2015-08-30,27
2015-08-31,52
2015-09-01,42
2015-09-02,45
2015-09-03,26
2015-09-04,32
2015-09-05,30
2015-09-06,23
2015-09-07,28
2015-09-08,47
2015-09-09,60
2015-09-10,45
2015-09-11,30
2015-09-12,11
2015-09-13,16
2015-09-14,32
2015-09-15,43
2015-09-16,33
2015-09-17,36
2015-09-18,43
2015-09-19,15
2015-09-20,19
2015-09-21,22
2015-09-22,23
2015-09-23,28
2015-09-24,26
2015-09-25,19
2015-09-26,20
2015-09-27,18
2015-09-28,41
2015-09-29,27
2015-09-30,40
2015-10-01,54
2015-10-02,36
2015-10-03,21
2015-10-04,24
2015-10-05,44
2015-10-06,38
2015-10-07,34
2015-10-08,45
2015-10-09,30
2015-10-10,29
2015-10-11,15
2015-10-12,31
2015-10-13,49
2015-10-14,32
2015-10-15,51
2015-10-16,41
2015-10-17,29
2015-10-18,19
2015-10-19,40
2015-10-20,37
2015-10-21,56
2015-10-22,100
2015-10-23,88
2015-10-24,30
2015-10-25,14
2015-10-26,47
2015-10-27,52
2015-10-28,67
2015-10-29,57
2015-10-30,51
2015-10-31,31
2015-11-01,23
2015-11-02,54
2015-11-03,27
2015-11-04,35
2015-11-05,40
2015-11-06,22
2015-11-07,27
2015-11-08,16
2015-11-09,43
2015-11-10,49
2015-11-11,33
2015-11-12,32
2015-11-13,23
2015-11-14,13
2015-11-15,16
2015-11-16,32
2015-11-17,36
2015-11-18,30
2015-11-19,34
2015-11-20,38
2015-11-21,26
2015-11-22,28
2015-11-23,39
2015-11-24,37
2015-11-25,30
2015-11-26,31
2015-11-27,21
2015-11-28,16
2015-11-29,28
2015-11-30,35
2015-12-01,41
2015-12-02,34
2015-12-03,24
2015-12-04,38
2015-12-05,21
2015-12-06,17
2015-12-07,31
2015-12-08,34
2015-12-09,39
2015-12-10,48
2015-12-11,34
2015-12-12,19
2015-12-13,22
2015-12-14,31
2015-12-15,41
2015-12-16,41
2015-12-17,31
2015-12-18,36
2015-12-19,13
2015-12-20,20
2015-12-21,32
2015-12-22,23
2015-12-23,17
2015-12-24,38
2015-12-25,15
2015-12-26,12
