date,TXN
2016-05-04,23
2016-05-05,19
2016-05-06,32
2016-05-07,14
2016-05-08,12
2016-05-09,25
2016-05-10,19
2016-05-11,23
2016-05-12,22
2016-05-13,20
2016-05-14,11
2016-05-15,10
2016-05-16,21
2016-05-17,30
2016-05-18,20
2016-05-19,24
2016-05-20,7
2016-05-21,17
2016-05-22,15
2016-05-23,19
2016-05-24,18
2016-05-25,32
2016-05-26,20
2016-05-27,32
2016-05-28,22
2016-05-29,13
2016-05-30,18
2016-05-31,23
2016-06-01,25
2016-06-02,30
2016-06-03,26
2016-06-04,13
2016-06-05,9
2016-06-06,20
2016-06-07,33
2016-06-08,22
2016-06-09,20
2016-06-10,25
2016-06-11,11
2016-06-12,6
2016-06-13,21
2016-06-14,23
2016-06-15,31
2016-06-16,23
2016-06-17,27
2016-06-18,14
2016-06-19,12
2016-06-20,23
2016-06-21,29
2016-06-22,21
2016-06-23,31
2016-06-24,37
2016-06-25,19
2016-06-26,12
2016-06-27,31
2016-06-28,31
2016-06-29,28
2016-06-30,21
2016-07-01,32
2016-07-02,17
2016-07-03,20
2016-07-04,27
2016-07-05,27
2016-07-06,25
2016-07-07,24
2016-07-08,24
2016-07-09,15
2016-07-10,24
2016-07-11,33
2016-07-12,27
2016-07-13,33
2016-07-14,45
2016-07-15,30
2016-07-16,20
2016-07-17,14
2016-07-18,34
2016-07-19,28
2016-07-20,31
2016-07-21,29
2016-07-22,37
2016-07-23,12
2016-07-24,13
2016-07-25,67
2016-07-26,100
2016-07-27,71
2016-07-28,44
2016-07-29,51
2016-07-30,20
2016-07-31,14
2016-08-01,34
2016-08-02,30
2016-08-03,25
2016-08-04,44
2016-08-05,34
2016-08-06,17
2016-08-07,18
2016-08-08,28
2016-08-09,31
2016-08-10,36
2016-08-11,33
2016-08-12,27
2016-08-13,16
2016-08-14,10
2016-08-15,25
2016-08-16,28
2016-08-17,29
2016-08-18,33
2016-08-19,41
2016-08-20,15
2016-08-21,17
2016-08-22,29
2016-08-23,23
2016-08-24,20
2016-08-25,20
2016-08-26,28
2016-08-27,12
2016-08-28,10
2016-08-29,24
2016-08-30,21
2016-08-31,17
2016-09-01,24
2016-09-02,25
2016-09-03,17
2016-09-04,15
2016-09-05,12
2016-09-06,25
2016-09-07,25
2016-09-08,24
2016-09-09,29
2016-09-10,9
2016-09-11,12
2016-09-12,23
2016-09-13,31
2016-09-14,30
2016-09-15,26
2016-09-16,32
2016-09-17,17
2016-09-18,11
2016-09-19,27
2016-09-20,26
2016-09-21,28
2016-09-22,22
2016-09-23,35
2016-09-24,15
2016-09-25,13
2016-09-26,19
2016-09-27,27
2016-09-28,28
2016-09-29,26
2016-09-30,28
2016-10-01,20
2016-10-02,20
2016-10-03,31
2016-10-04,35
2016-10-05,34
2016-10-06,34
2016-10-07,30
2016-10-08,12
2016-10-09,12
2016-10-10,30
2016-10-11,34
2016-10-12,26
2016-10-13,30
2016-10-14,23
2016-10-15,18
2016-10-16,14
2016-10-17,25
2016-10-18,36
2016-10-19,22
2016-10-20,25
2016-10-21,32
2016-10-22,16
2016-10-23,11
2016-10-24,40
2016-10-25,33
2016-10-26,50
2016-10-27,49
2016-10-28,29
2016-10-29,13
2016-10-30,10
2016-10-31,34
2016-11-01,30
2016-11-02,36
2016-11-03,31
2016-11-04,28
2016-11-05,14
2016-11-06,14
2016-11-07,25
2016-11-08,36
2016-11-09,47
2016-11-10,32
2016-11-11,35
2016-11-12,27
2016-11-13,19
2016-11-14,30
2016-11-15,47
2016-11-16,35
2016-11-17,41
2016-11-18,35
2016-11-19,21
2016-11-20,15
2016-11-21,37
2016-11-22,42
2016-11-23,39
2016-11-24,18
2016-11-25,31
2016-11-26,23
2016-11-27,22
2016-11-28,35
2016-11-29,34
2016-11-30,42
2016-12-01,39
2016-12-02,42
2016-12-03,21
2016-12-04,20
2016-12-05,22
2016-12-06,33
2016-12-07,40
2016-12-08,42
2016-12-09,38
2016-12-10,17
2016-12-11,15
2016-12-12,28
2016-12-13,38
2016-12-14,32
2016-12-15,40
2016-12-16,42
2016-12-17,20
2016-12-18,20
2016-12-19,25
2016-12-20,39
2016-12-21,34
2016-12-22,29
2016-12-23,24
2016-12-24,18
2016-12-25,13
2016-12-26,22
2016-12-27,30
2016-12-28,31
2016-12-29,39
2016-12-30,29
2016-12-31,11
2017-01-01,22
2017-01-02,23
2017-01-03,32
2017-01-04,44
2017-01-05,41
2017-01-06,38
2017-01-07,29
2017-01-08,19
2017-01-09,26
2017-01-10,31
2017-01-11,31
2017-01-12,34
2017-01-13,36
2017-01-14,21
2017-01-15,13
2017-01-16,28
2017-01-17,40
2017-01-18,39
2017-01-19,24
