date,TXN
2013-11-06,47
2013-11-07,60
2013-11-08,30
2013-11-09,27
2013-11-10,26
2013-11-11,62
2013-11-12,40
2013-11-13,56
2013-11-14,43
2013-11-15,42
2013-11-16,11
2013-11-17,18
2013-11-18,42
2013-11-19,57
2013-11-20,31
2013-11-21,33
2013-11-22,23
2013-11-23,23
2013-11-24,38
2013-11-25,63
2013-11-26,39
2013-11-27,60
2013-11-28,19
2013-11-29,35
2013-11-30,26
2013-12-01,15
2013-12-02,62
2013-12-03,67
2013-12-04,55
2013-12-05,51
2013-12-06,62
2013-12-07,29
2013-12-08,28
2013-12-09,46
2013-12-10,46
2013-12-11,47
2013-12-12,50
2013-12-13,52
2013-12-14,37
2013-12-15,26
2013-12-16,65
2013-12-17,45
2013-12-18,41
2013-12-19,42
2013-12-20,27
2013-12-21,30
2013-12-22,33
2013-12-23,40
2013-12-24,35
2013-12-25,13
2013-12-26,18
2013-12-27,52
2013-12-28,30
2013-12-29,27
2013-12-30,48
2013-12-31,37
2014-01-01,34
2014-01-02,39
2014-01-03,60
2014-01-04,48
2014-01-05,10
2014-01-06,56
2014-01-07,60
2014-01-08,54
2014-01-09,39
2014-01-10,40
2014-01-11,26
2014-01-12,17
2014-01-13,72
2014-01-14,51
2014-01-15,53
2014-01-16,37
2014-01-17,60
2014-01-18,43
2014-01-19,27
2014-01-20,36
2014-01-21,100
2014-01-22,86
2014-01-23,64
2014-01-24,53
2014-01-25,42
2014-01-26,22
2014-01-27,65
2014-01-28,56
2014-01-29,74
2014-01-30,41
2014-01-31,40
2014-02-01,25
2014-02-02,27
2014-02-03,65
2014-02-04,46
2014-02-05,76
2014-02-06,26
2014-02-07,50
2014-02-08,20
2014-02-09,17
2014-02-10,37
2014-02-11,52
2014-02-12,63
2014-02-13,53
2014-02-14,33
2014-02-15,20
2014-02-16,22
2014-02-17,50
2014-02-18,33
2014-02-19,59
2014-02-20,55
2014-02-21,39
2014-02-22,22
2014-02-23,32
2014-02-24,52
2014-02-25,39
2014-02-26,44
2014-02-27,27
2014-02-28,42
2014-03-01,34
2014-03-02,22
2014-03-03,61
2014-03-04,60
2014-03-05,65
2014-03-06,62
2014-03-07,61
2014-03-08,23
2014-03-09,15
2014-03-10,44
2014-03-11,55
2014-03-12,50
2014-03-13,38
2014-03-14,71
2014-03-15,48
2014-03-16,17
2014-03-17,59
2014-03-18,58
2014-03-19,36
2014-03-20,70
2014-03-21,46
2014-03-22,34
2014-03-23,26
2014-03-24,45
2014-03-25,37
2014-03-26,62
2014-03-27,52
2014-03-28,50
2014-03-29,25
2014-03-30,27
2014-03-31,43
2014-04-01,46
2014-04-02,59
2014-04-03,40
2014-04-04,46
2014-04-05,17
2014-04-06,34
2014-04-07,39
2014-04-08,50
2014-04-09,42
2014-04-10,53
2014-04-11,60
2014-04-12,28
2014-04-13,22
2014-04-14,34
2014-04-15,53
2014-04-16,39
2014-04-17,63
2014-04-18,75
2014-04-19,32
2014-04-20,27
2014-04-21,71
2014-04-22,66
2014-04-23,73
2014-04-24,75
2014-04-25,80
2014-04-26,32
2014-04-27,56
2014-04-28,54
2014-04-29,63
2014-04-30,66
2014-05-01,64
2014-05-02,45
2014-05-03,40
2014-05-04,25
2014-05-05,44
2014-05-06,50
2014-05-07,48
2014-05-08,57
2014-05-09,40
2014-05-10,42
2014-05-11,24
2014-05-12,39
2014-05-13,68
2014-05-14,48
2014-05-15,51
2014-05-16,41
2014-05-17,15
2014-05-18,30
2014-05-19,60
2014-05-20,55
2014-05-21,36
2014-05-22,67
2014-05-23,46
2014-05-24,53
2014-05-25,8
2014-05-26,26
2014-05-27,70
2014-05-28,52
2014-05-29,40
2014-05-30,51
2014-05-31,17
2014-06-01,37
2014-06-02,35
2014-06-03,41
2014-06-04,46
2014-06-05,37
2014-06-06,47
2014-06-07,32
2014-06-08,26
2014-06-09,31
2014-06-10,47
2014-06-11,39
2014-06-12,50
2014-06-13,61
2014-06-14,14
2014-06-15,22
2014-06-16,60
2014-06-17,53
2014-06-18,49
2014-06-19,48
2014-06-20,42
2014-06-21,26
2014-06-22,17
2014-06-23,30
2014-06-24,42
2014-06-25,33
2014-06-26,71
2014-06-27,47
2014-06-28,43
2014-06-29,31
2014-06-30,47
2014-07-01,61
2014-07-02,64
2014-07-03,70
2014-07-04,23
2014-07-05,32
2014-07-06,39
2014-07-07,52
2014-07-08,65
2014-07-09,38
2014-07-10,52
2014-07-11,49
2014-07-12,20
2014-07-13,8
2014-07-14,56
2014-07-15,58
2014-07-16,75
2014-07-17,62
2014-07-18,40
2014-07-19,35
2014-07-20,20
2014-07-21,80
2014-07-22,60
2014-07-23,68
2014-07-24,55
