date,MSFT
2016-07-30,10
2016-07-31,6
2016-08-01,21
2016-08-02,22
2016-08-03,20
2016-08-04,23
2016-08-05,24
2016-08-06,7
2016-08-07,7
2016-08-08,17
2016-08-09,23
2016-08-10,20
2016-08-11,20
2016-08-12,21
2016-08-13,6
2016-08-14,6
2016-08-15,23
2016-08-16,22
2016-08-17,20
2016-08-18,22
2016-08-19,18
2016-08-20,7
2016-08-21,6
2016-08-22,16
2016-08-23,23
2016-08-24,20
2016-08-25,17
2016-08-26,16
2016-08-27,9
2016-08-28,7
2016-08-29,17
2016-08-30,16
2016-08-31,17
2016-09-01,17
2016-09-02,19
2016-09-03,7
2016-09-04,7
2016-09-05,10
2016-09-06,18
2016-09-07,21
2016-09-08,19
2016-09-09,15
2016-09-10,8
2016-09-11,7
2016-09-12,21
2016-09-13,20
2016-09-14,21
2016-09-15,18
2016-09-16,20
2016-09-17,6
2016-09-18,6
2016-09-19,17
2016-09-20,22
2016-09-21,36
2016-09-22,23
2016-09-23,22
2016-09-24,7
2016-09-25,5
2016-09-26,21
2016-09-27,22
2016-09-28,19
2016-09-29,23
2016-09-30,18
2016-10-01,6
2016-10-02,5
2016-10-03,14
2016-10-04,23
2016-10-05,20
2016-10-06,18
2016-10-07,18
2016-10-08,6
2016-10-09,5
2016-10-10,21
2016-10-11,18
2016-10-12,19
2016-10-13,19
2016-10-14,16
2016-10-15,6
2016-10-16,8
2016-10-17,16
2016-10-18,19
2016-10-19,21
2016-10-20,59
2016-10-21,100
2016-10-22,21
2016-10-23,10
2016-10-24,41
2016-10-25,30
2016-10-26,42
2016-10-27,37
2016-10-28,27
2016-10-29,11
2016-10-30,7
2016-10-31,21
2016-11-01,23
2016-11-02,28
2016-11-03,18
2016-11-04,20
2016-11-05,7
2016-11-06,5
2016-11-07,23
2016-11-08,25
2016-11-09,59
2016-11-10,34
2016-11-11,31
2016-11-12,10
2016-11-13,8
2016-11-14,21
2016-11-15,27
2016-11-16,23
2016-11-17,25
2016-11-18,21
2016-11-19,7
2016-11-20,7
2016-11-21,21
2016-11-22,23
2016-11-23,21
2016-11-24,9
2016-11-25,12
2016-11-26,6
2016-11-27,6
2016-11-28,20
2016-11-29,20
2016-11-30,21
2016-12-01,19
2016-12-02,21
2016-12-03,5
2016-12-04,6
2016-12-05,21
2016-12-06,23
2016-12-07,23
2016-12-08,24
2016-12-09,20
2016-12-10,10
2016-12-11,4
2016-12-12,21
2016-12-13,25
2016-12-14,23
2016-12-15,23
2016-12-16,23
2016-12-17,10
2016-12-18,6
2016-12-19,21
2016-12-20,26
2016-12-21,24
2016-12-22,21
2016-12-23,16
2016-12-24,9
2016-12-25,5
2016-12-26,10
2016-12-27,17
2016-12-28,19
2016-12-29,16
2016-12-30,17
2016-12-31,6
2017-01-01,6
2017-01-02,7
2017-01-03,23
2017-01-04,27
2017-01-05,26
2017-01-06,23
2017-01-07,9
2017-01-08,8
2017-01-09,18
2017-01-10,21
2017-01-11,18
2017-01-12,21
2017-01-13,18
2017-01-14,10
2017-01-15,5
2017-01-16,10
2017-01-17,17
2017-01-18,18
2017-01-19,21
2017-01-20,20
2017-01-21,9
2017-01-22,8
2017-01-23,24
2017-01-24,27
2017-01-25,32
2017-01-26,74
2017-01-27,76
2017-01-28,19
2017-01-29,10
2017-01-30,31
2017-01-31,30
2017-02-01,33
2017-02-02,27
2017-02-03,24
2017-02-04,10
2017-02-05,6
2017-02-06,18
2017-02-07,23
2017-02-08,19
2017-02-09,24
2017-02-10,25
2017-02-11,9
2017-02-12,8
2017-02-13,20
2017-02-14,24
2017-02-15,25
2017-02-16,26
2017-02-17,19
2017-02-18,11
2017-02-19,7
2017-02-20,10
2017-02-21,20
2017-02-22,21
2017-02-23,16
2017-02-24,17
2017-02-25,8
2017-02-26,8
2017-02-27,18
2017-02-28,20
2017-03-01,29
2017-03-02,23
2017-03-03,21
2017-03-04,8
2017-03-05,8
2017-03-06,22
2017-03-07,21
2017-03-08,22
2017-03-09,23
2017-03-10,21
2017-03-11,9
2017-03-12,6
2017-03-13,19
2017-03-14,18
2017-03-15,22
2017-03-16,21
2017-03-17,18
2017-03-18,7
2017-03-19,8
2017-03-20,18
2017-03-21,22
2017-03-22,18
2017-03-23,15
2017-03-24,21
2017-03-25,6
2017-03-26,6
2017-03-27,21
2017-03-28,21
2017-03-29,23
2017-03-30,22
2017-03-31,16
2017-04-01,9
2017-04-02,7
2017-04-03,17
2017-04-04,23
2017-04-05,21
2017-04-06,22
2017-04-07,22
2017-04-08,7
2017-04-09,5
2017-04-10,16
2017-04-11,16
2017-04-12,15
2017-04-13,18
2017-04-14,11
