date,MSFT
2011-09-18,11
2011-09-19,42
2011-09-20,52
2011-09-21,67
2011-09-22,60
2011-09-23,41
2011-09-24,18
2011-09-25,9
2011-09-26,49
2011-09-27,44
2011-09-28,40
2011-09-29,50
2011-09-30,33
2011-10-01,20
2011-10-02,11
2011-10-03,36
2011-10-04,49
2011-10-05,48
2011-10-06,63
2011-10-07,31
2011-10-08,12
2011-10-09,9
2011-10-10,38
2011-10-11,34
2011-10-12,32
2011-10-13,40
2011-10-14,44
2011-10-15,13
2011-10-16,16
2011-10-17,51
2011-10-18,41
2011-10-19,44
2011-10-20,78
2011-10-21,64
2011-10-22,25
2011-10-23,16
2011-10-24,39
2011-10-25,32
2011-10-26,34
2011-10-27,43
2011-10-28,46
2011-10-29,17
2011-10-30,16
2011-10-31,36
2011-11-01,22
2011-11-02,43
2011-11-03,36
2011-11-04,34
2011-11-05,14
2011-11-06,14
2011-11-07,25
2011-11-08,33
2011-11-09,34
2011-11-10,31
2011-11-11,37
2011-11-12,12
2011-11-13,17
2011-11-14,32
2011-11-15,26
2011-11-16,31
2011-11-17,34
2011-11-18,25
2011-11-19,15
2011-11-20,15
2011-11-21,38
2011-11-22,38
2011-11-23,31
2011-11-24,18
2011-11-25,22
2011-11-26,14
2011-11-27,16
2011-11-28,33
2011-11-29,32
2011-11-30,44
2011-12-01,42
2011-12-02,33
2011-12-03,18
2011-12-04,10
2011-12-05,33
2011-12-06,28
2011-12-07,36
2011-12-08,32
2011-12-09,33
2011-12-10,14
2011-12-11,12
2011-12-12,28
2011-12-13,33
2011-12-14,25
2011-12-15,34
2011-12-16,30
2011-12-17,16
2011-12-18,15
2011-12-19,30
2011-12-20,35
2011-12-21,26
2011-12-22,31
2011-12-23,29
2011-12-24,15
2011-12-25,11
2011-12-26,14
2011-12-27,31
2011-12-28,24
2011-12-29,26
2011-12-30,22
2011-12-31,12
2012-01-01,10
2012-01-02,19
2012-01-03,29
2012-01-04,32
2012-01-05,33
2012-01-06,56
2012-01-07,19
2012-01-08,14
2012-01-09,36
2012-01-10,54
2012-01-11,44
2012-01-12,36
2012-01-13,44
2012-01-14,13
2012-01-15,12
2012-01-16,32
2012-01-17,53
2012-01-18,60
2012-01-19,75
2012-01-20,92
2012-01-21,46
2012-01-22,24
2012-01-23,48
2012-01-24,55
2012-01-25,57
2012-01-26,54
2012-01-27,40
2012-01-28,20
2012-01-29,19
2012-01-30,37
2012-01-31,36
2012-02-01,59
2012-02-02,41
2012-02-03,58
2012-02-04,27
2012-02-05,15
2012-02-06,36
2012-02-07,40
2012-02-08,43
2012-02-09,40
2012-02-10,42
2012-02-11,14
2012-02-12,13
2012-02-13,34
2012-02-14,32
2012-02-15,36
2012-02-16,56
2012-02-17,50
2012-02-18,16
2012-02-19,11
2012-02-20,29
2012-02-21,40
2012-02-22,40
2012-02-23,45
2012-02-24,41
2012-02-25,24
2012-02-26,17
2012-02-27,36
2012-02-28,40
2012-02-29,58
2012-03-01,50
2012-03-02,59
2012-03-03,29
2012-03-04,10
2012-03-05,31
2012-03-06,44
2012-03-07,42
2012-03-08,41
2012-03-09,43
2012-03-10,21
2012-03-11,7
2012-03-12,43
2012-03-13,49
2012-03-14,47
2012-03-15,39
2012-03-16,48
2012-03-17,19
2012-03-18,11
2012-03-19,44
2012-03-20,34
2012-03-21,46
2012-03-22,40
2012-03-23,32
2012-03-24,14
2012-03-25,16
2012-03-26,35
2012-03-27,42
2012-03-28,34
2012-03-29,32
2012-03-30,40
2012-03-31,18
2012-04-01,13
2012-04-02,46
2012-04-03,47
2012-04-04,47
2012-04-05,45
2012-04-06,24
2012-04-07,16
2012-04-08,17
2012-04-09,44
2012-04-10,46
2012-04-11,47
2012-04-12,39
2012-04-13,46
2012-04-14,18
2012-04-15,12
2012-04-16,39
2012-04-17,49
2012-04-18,43
2012-04-19,88
2012-04-20,100
2012-04-21,26
2012-04-22,22
2012-04-23,48
2012-04-24,43
2012-04-25,54
2012-04-26,49
2012-04-27,41
2012-04-28,12
2012-04-29,9
2012-04-30,57
2012-05-01,55
2012-05-02,40
2012-05-03,35
2012-05-04,46
2012-05-05,22
2012-05-06,13
2012-05-07,39
2012-05-08,39
2012-05-09,35
2012-05-10,41
2012-05-11,30
2012-05-12,12
2012-05-13,17
2012-05-14,33
2012-05-15,39
2012-05-16,33
2012-05-17,34
2012-05-18,53
2012-05-19,18
2012-05-20,12
2012-05-21,44
2012-05-22,52
2012-05-23,48
2012-05-24,36
2012-05-25,33
2012-05-26,12
2012-05-27,8
2012-05-28,12
2012-05-29,40
2012-05-30,41
2012-05-31,42
2012-06-01,37
2012-06-02,24
2012-06-03,17
2012-06-04,37
