date,MSFT
2011-01-01,8
2011-01-02,12
2011-01-03,30
2011-01-04,25
2011-01-05,24
2011-01-06,36
2011-01-07,37
2011-01-08,12
2011-01-09,10
2011-01-10,26
2011-01-11,23
2011-01-12,29
2011-01-13,27
2011-01-14,24
2011-01-15,10
2011-01-16,12
2011-01-17,19
2011-01-18,26
2011-01-19,26
2011-01-20,25
2011-01-21,20
2011-01-22,12
2011-01-23,8
2011-01-24,22
2011-01-25,20
2011-01-26,31
2011-01-27,49
2011-01-28,53
2011-01-29,21
2011-01-30,11
2011-01-31,29
2011-02-01,25
2011-02-02,25
2011-02-03,20
2011-02-04,21
2011-02-05,13
2011-02-06,7
2011-02-07,29
2011-02-08,29
2011-02-09,26
2011-02-10,31
2011-02-11,48
2011-02-12,20
2011-02-13,10
2011-02-14,29
2011-02-15,24
2011-02-16,24
2011-02-17,21
2011-02-18,24
2011-02-19,10
2011-02-20,11
2011-02-21,11
2011-02-22,20
2011-02-23,25
2011-02-24,18
2011-02-25,19
2011-02-26,7
2011-02-27,7
2011-02-28,18
2011-03-01,19
2011-03-02,20
2011-03-03,24
2011-03-04,22
2011-03-05,12
2011-03-06,8
2011-03-07,24
2011-03-08,24
2011-03-09,24
2011-03-10,26
2011-03-11,23
2011-03-12,11
2011-03-13,10
2011-03-14,21
2011-03-15,25
2011-03-16,24
2011-03-17,29
2011-03-18,18
2011-03-19,9
2011-03-20,7
2011-03-21,20
2011-03-22,21
2011-03-23,21
2011-03-24,21
2011-03-25,21
2011-03-26,8
2011-03-27,5
2011-03-28,17
2011-03-29,20
2011-03-30,20
2011-03-31,19
2011-04-01,21
2011-04-02,13
2011-04-03,10
2011-04-04,22
2011-04-05,25
2011-04-06,26
2011-04-07,22
2011-04-08,27
2011-04-09,12
2011-04-10,8
2011-04-11,20
2011-04-12,18
2011-04-13,21
2011-04-14,23
2011-04-15,22
2011-04-16,14
2011-04-17,5
2011-04-18,20
2011-04-19,21
2011-04-20,30
2011-04-21,31
2011-04-22,16
2011-04-23,11
2011-04-24,10
2011-04-25,28
2011-04-26,30
2011-04-27,23
2011-04-28,53
2011-04-29,60
2011-04-30,21
2011-05-01,10
2011-05-02,36
2011-05-03,27
2011-05-04,24
2011-05-05,21
2011-05-06,19
2011-05-07,6
2011-05-08,8
2011-05-09,18
2011-05-10,100
2011-05-11,45
2011-05-12,28
2011-05-13,19
2011-05-14,14
2011-05-15,12
2011-05-16,26
2011-05-17,26
2011-05-18,19
2011-05-19,20
2011-05-20,17
2011-05-21,8
2011-05-22,8
2011-05-23,21
2011-05-24,24
2011-05-25,21
2011-05-26,34
2011-05-27,26
2011-05-28,12
2011-05-29,4
2011-05-30,10
2011-05-31,24
2011-06-01,22
2011-06-02,35
2011-06-03,20
2011-06-04,9
2011-06-05,9
2011-06-06,20
2011-06-07,26
2011-06-08,19
2011-06-09,19
2011-06-10,22
2011-06-11,7
2011-06-12,9
2011-06-13,18
2011-06-14,25
2011-06-15,21
2011-06-16,19
2011-06-17,16
2011-06-18,11
2011-06-19,6
2011-06-20,17
2011-06-21,19
2011-06-22,18
2011-06-23,21
2011-06-24,16
2011-06-25,9
2011-06-26,7
2011-06-27,20
2011-06-28,33
2011-06-29,29
2011-06-30,28
2011-07-01,33
2011-07-02,10
2011-07-03,5
2011-07-04,12
2011-07-05,24
2011-07-06,31
2011-07-07,32
2011-07-08,28
2011-07-09,5
2011-07-10,9
2011-07-11,22
2011-07-12,22
2011-07-13,30
2011-07-14,27
2011-07-15,22
2011-07-16,9
2011-07-17,9
2011-07-18,21
2011-07-19,25
2011-07-20,33
2011-07-21,58
2011-07-22,58
2011-07-23,16
2011-07-24,9
2011-07-25,26
2011-07-26,29
2011-07-27,28
2011-07-28,24
2011-07-29,22
2011-07-30,12
2011-07-31,14
2011-08-01,27
2011-08-02,21
2011-08-03,24
2011-08-04,34
2011-08-05,33
2011-08-06,11
2011-08-07,7
2011-08-08,45
2011-08-09,49
2011-08-10,31
2011-08-11,34
2011-08-12,28
2011-08-13,9
2011-08-14,7
2011-08-15,29
2011-08-16,19
2011-08-17,17
2011-08-18,25
2011-08-19,23
2011-08-20,12
2011-08-21,6
2011-08-22,24
2011-08-23,20
2011-08-24,21
2011-08-25,29
2011-08-26,20
2011-08-27,11
2011-08-28,6
2011-08-29,17
2011-08-30,24
2011-08-31,21
2011-09-01,23
2011-09-02,24
2011-09-03,8
2011-09-04,7
2011-09-05,9
2011-09-06,21
2011-09-07,22
2011-09-08,16
2011-09-09,23
2011-09-10,7
2011-09-11,7
2011-09-12,18
2011-09-13,28
2011-09-14,28
2011-09-15,30
2011-09-16,31
2011-09-17,8
2011-09-18,4
