date,MSFT
2017-01-19,29
2017-01-20,29
2017-01-21,15
2017-01-22,9
2017-01-23,27
2017-01-24,31
2017-01-25,42
2017-01-26,89
2017-01-27,100
2017-01-28,28
2017-01-29,15
2017-01-30,42
2017-01-31,44
2017-02-01,41
2017-02-02,35
2017-02-03,36
2017-02-04,12
2017-02-05,7
2017-02-06,25
2017-02-07,29
2017-02-08,27
2017-02-09,29
2017-02-10,32
2017-02-11,13
2017-02-12,8
2017-02-13,30
2017-02-14,31
2017-02-15,32
2017-02-16,31
2017-02-17,30
2017-02-18,13
2017-02-19,8
2017-02-20,15
2017-02-21,28
2017-02-22,29
2017-02-23,27
2017-02-24,24
2017-02-25,9
2017-02-26,8
2017-02-27,24
2017-02-28,29
2017-03-01,37
2017-03-02,36
2017-03-03,28
2017-03-04,11
2017-03-05,11
2017-03-06,28
2017-03-07,30
2017-03-08,28
2017-03-09,29
2017-03-10,29
2017-03-11,10
2017-03-12,8
2017-03-13,25
2017-03-14,26
2017-03-15,28
2017-03-16,28
2017-03-17,28
2017-03-18,11
2017-03-19,9
2017-03-20,22
2017-03-21,35
2017-03-22,28
2017-03-23,27
2017-03-24,27
2017-03-25,8
2017-03-26,8
2017-03-27,27
2017-03-28,26
2017-03-29,27
2017-03-30,31
2017-03-31,27
2017-04-01,12
