date,MSFT
2012-01-26,28
2012-01-27,23
2012-01-28,9
2012-01-29,6
2012-01-30,24
2012-01-31,23
2012-02-01,32
2012-02-02,32
2012-02-03,35
2012-02-04,11
2012-02-05,12
2012-02-06,31
2012-02-07,31
2012-02-08,25
2012-02-09,29
2012-02-10,26
2012-02-11,7
2012-02-12,10
2012-02-13,17
2012-02-14,19
2012-02-15,26
2012-02-16,33
2012-02-17,25
2012-02-18,13
2012-02-19,7
2012-02-20,18
2012-02-21,26
2012-02-22,25
2012-02-23,29
2012-02-24,27
2012-02-25,9
2012-02-26,6
2012-02-27,27
2012-02-28,25
2012-02-29,38
2012-03-01,28
2012-03-02,30
2012-03-03,17
2012-03-04,7
2012-03-05,27
2012-03-06,28
2012-03-07,27
2012-03-08,29
2012-03-09,27
2012-03-10,10
2012-03-11,7
2012-03-12,29
2012-03-13,30
2012-03-14,25
2012-03-15,26
2012-03-16,29
2012-03-17,9
2012-03-18,8
2012-03-19,26
2012-03-20,28
2012-03-21,28
2012-03-22,20
2012-03-23,22
2012-03-24,10
2012-03-25,8
2012-03-26,22
2012-03-27,27
2012-03-28,29
2012-03-29,22
2012-03-30,25
2012-03-31,11
2012-04-01,10
2012-04-02,23
2012-04-03,24
2012-04-04,31
2012-04-05,23
2012-04-06,20
2012-04-07,10
2012-04-08,10
2012-04-09,25
2012-04-10,24
2012-04-11,31
2012-04-12,27
2012-04-13,27
2012-04-14,9
2012-04-15,9
2012-04-16,23
2012-04-17,26
2012-04-18,25
2012-04-19,47
2012-04-20,67
2012-04-21,15
2012-04-22,13
2012-04-23,28
2012-04-24,27
2012-04-25,32
2012-04-26,30
2012-04-27,26
2012-04-28,12
2012-04-29,6
2012-04-30,33
2012-05-01,27
2012-05-02,23
2012-05-03,23
2012-05-04,28
2012-05-05,15
2012-05-06,11
2012-05-07,29
2012-05-08,24
2012-05-09,22
2012-05-10,22
2012-05-11,27
2012-05-12,10
2012-05-13,10
2012-05-14,18
2012-05-15,21
2012-05-16,28
2012-05-17,24
2012-05-18,36
2012-05-19,15
2012-05-20,6
2012-05-21,30
2012-05-22,33
2012-05-23,27
2012-05-24,26
2012-05-25,23
2012-05-26,8
2012-05-27,6
2012-05-28,10
2012-05-29,26
2012-05-30,28
2012-05-31,29
2012-06-01,29
2012-06-02,13
2012-06-03,11
2012-06-04,19
2012-06-05,28
2012-06-06,27
2012-06-07,25
2012-06-08,19
2012-06-09,9
2012-06-10,6
2012-06-11,29
2012-06-12,23
2012-06-13,21
2012-06-14,21
2012-06-15,26
2012-06-16,14
2012-06-17,10
2012-06-18,61
2012-06-19,100
2012-06-20,48
2012-06-21,34
2012-06-22,35
2012-06-23,18
2012-06-24,9
2012-06-25,30
2012-06-26,32
2012-06-27,28
2012-06-28,22
2012-06-29,30
2012-06-30,14
2012-07-01,10
2012-07-02,30
2012-07-03,39
2012-07-04,14
2012-07-05,27
2012-07-06,23
2012-07-07,12
2012-07-08,7
2012-07-09,25
2012-07-10,22
2012-07-11,25
2012-07-12,25
2012-07-13,28
2012-07-14,10
2012-07-15,10
2012-07-16,26
2012-07-17,31
2012-07-18,35
2012-07-19,64
2012-07-20,71
2012-07-21,24
2012-07-22,11
2012-07-23,33
2012-07-24,30
2012-07-25,29
2012-07-26,25
2012-07-27,23
2012-07-28,5
2012-07-29,6
2012-07-30,26
2012-07-31,21
2012-08-01,22
2012-08-02,20
2012-08-03,23
2012-08-04,12
2012-08-05,8
2012-08-06,23
2012-08-07,28
2012-08-08,27
2012-08-09,30
2012-08-10,19
2012-08-11,7
2012-08-12,10
2012-08-13,25
2012-08-14,21
2012-08-15,23
2012-08-16,28
2012-08-17,29
2012-08-18,15
2012-08-19,9
2012-08-20,33
2012-08-21,31
2012-08-22,22
2012-08-23,24
2012-08-24,30
2012-08-25,17
2012-08-26,9
2012-08-27,24
2012-08-28,26
2012-08-29,21
2012-08-30,24
2012-08-31,22
2012-09-01,10
2012-09-02,6
2012-09-03,7
2012-09-04,27
2012-09-05,30
2012-09-06,31
2012-09-07,25
2012-09-08,15
2012-09-09,9
2012-09-10,25
2012-09-11,22
2012-09-12,28
2012-09-13,29
2012-09-14,31
2012-09-15,10
2012-09-16,9
2012-09-17,27
2012-09-18,30
2012-09-19,24
2012-09-20,29
2012-09-21,22
2012-09-22,16
2012-09-23,9
2012-09-24,22
2012-09-25,27
2012-09-26,20
2012-09-27,24
2012-09-28,26
2012-09-29,13
2012-09-30,11
2012-10-01,32
2012-10-02,37
2012-10-03,29
2012-10-04,30
2012-10-05,35
2012-10-06,15
2012-10-07,9
2012-10-08,28
2012-10-09,31
2012-10-10,33
2012-10-11,31
2012-10-12,23
