date,MSFT
2015-08-18,20
2015-08-19,19
2015-08-20,22
2015-08-21,26
2015-08-22,12
2015-08-23,8
2015-08-24,48
2015-08-25,42
2015-08-26,35
2015-08-27,30
2015-08-28,26
2015-08-29,11
2015-08-30,7
2015-08-31,20
2015-09-01,27
2015-09-02,27
2015-09-03,25
2015-09-04,21
2015-09-05,10
2015-09-06,7
2015-09-07,8
2015-09-08,18
2015-09-09,23
2015-09-10,22
2015-09-11,21
2015-09-12,8
2015-09-13,6
2015-09-14,17
2015-09-15,21
2015-09-16,24
2015-09-17,24
2015-09-18,19
2015-09-19,6
2015-09-20,5
2015-09-21,19
2015-09-22,20
2015-09-23,17
2015-09-24,19
2015-09-25,19
2015-09-26,7
2015-09-27,6
2015-09-28,17
2015-09-29,16
2015-09-30,16
2015-10-01,17
2015-10-02,19
2015-10-03,8
2015-10-04,6
2015-10-05,20
2015-10-06,41
2015-10-07,35
2015-10-08,27
2015-10-09,25
2015-10-10,9
2015-10-11,6
2015-10-12,21
2015-10-13,19
2015-10-14,18
2015-10-15,19
2015-10-16,20
2015-10-17,8
2015-10-18,7
2015-10-19,20
2015-10-20,21
2015-10-21,23
2015-10-22,61
2015-10-23,100
2015-10-24,28
2015-10-25,11
2015-10-26,43
2015-10-27,37
2015-10-28,35
2015-10-29,31
2015-10-30,24
2015-10-31,10
2015-11-01,9
2015-11-02,24
2015-11-03,27
2015-11-04,29
2015-11-05,23
2015-11-06,24
2015-11-07,12
2015-11-08,8
2015-11-09,19
2015-11-10,21
2015-11-11,17
2015-11-12,19
2015-11-13,21
2015-11-14,8
2015-11-15,7
2015-11-16,22
2015-11-17,21
2015-11-18,18
2015-11-19,19
2015-11-20,18
2015-11-21,8
2015-11-22,6
2015-11-23,15
2015-11-24,17
2015-11-25,16
2015-11-26,8
2015-11-27,9
2015-11-28,7
2015-11-29,5
2015-11-30,19
2015-12-01,23
2015-12-02,19
2015-12-03,21
2015-12-04,22
2015-12-05,11
2015-12-06,5
2015-12-07,19
2015-12-08,20
2015-12-09,17
2015-12-10,19
2015-12-11,19
2015-12-12,6
2015-12-13,5
2015-12-14,18
2015-12-15,19
2015-12-16,20
2015-12-17,21
2015-12-18,20
2015-12-19,10
2015-12-20,4
2015-12-21,18
2015-12-22,18
2015-12-23,20
2015-12-24,14
2015-12-25,7
2015-12-26,7
2015-12-27,5
2015-12-28,13
2015-12-29,19
2015-12-30,16
2015-12-31,16
2016-01-01,7
2016-01-02,6
2016-01-03,8
2016-01-04,22
2016-01-05,26
2016-01-06,21
2016-01-07,32
2016-01-08,27
2016-01-09,10
2016-01-10,8
2016-01-11,21
2016-01-12,20
2016-01-13,20
2016-01-14,21
2016-01-15,24
2016-01-16,11
2016-01-17,7
2016-01-18,14
2016-01-19,22
2016-01-20,29
2016-01-21,24
2016-01-22,22
2016-01-23,8
2016-01-24,5
2016-01-25,19
2016-01-26,22
2016-01-27,23
2016-01-28,58
2016-01-29,69
2016-01-30,20
2016-01-31,9
2016-02-01,24
2016-02-02,23
2016-02-03,24
2016-02-04,24
2016-02-05,22
2016-02-06,11
2016-02-07,7
2016-02-08,23
2016-02-09,25
2016-02-10,21
2016-02-11,22
2016-02-12,23
2016-02-13,7
2016-02-14,7
2016-02-15,11
2016-02-16,21
2016-02-17,23
2016-02-18,20
2016-02-19,19
2016-02-20,8
2016-02-21,7
2016-02-22,18
2016-02-23,18
2016-02-24,19
2016-02-25,18
2016-02-26,18
2016-02-27,8
2016-02-28,6
2016-02-29,17
2016-03-01,20
2016-03-02,20
2016-03-03,18
2016-03-04,17
2016-03-05,6
2016-03-06,5
2016-03-07,19
2016-03-08,18
2016-03-09,18
2016-03-10,20
2016-03-11,18
2016-03-12,9
2016-03-13,6
2016-03-14,17
2016-03-15,17
2016-03-16,17
2016-03-17,20
2016-03-18,23
2016-03-19,8
2016-03-20,6
2016-03-21,16
2016-03-22,19
2016-03-23,18
2016-03-24,19
2016-03-25,12
2016-03-26,6
2016-03-27,5
2016-03-28,16
2016-03-29,18
2016-03-30,25
2016-03-31,22
2016-04-01,20
2016-04-02,6
2016-04-03,5
2016-04-04,14
2016-04-05,16
2016-04-06,16
2016-04-07,16
2016-04-08,19
2016-04-09,6
2016-04-10,5
2016-04-11,17
2016-04-12,16
2016-04-13,18
2016-04-14,20
2016-04-15,17
2016-04-16,9
2016-04-17,5
2016-04-18,21
2016-04-19,24
2016-04-20,22
2016-04-21,51
2016-04-22,67
2016-04-23,17
2016-04-24,12
2016-04-25,29
2016-04-26,28
2016-04-27,30
2016-04-28,26
2016-04-29,30
2016-04-30,8
2016-05-01,6
2016-05-02,22
2016-05-03,21
2016-05-04,21
