date,MSFT
2012-06-04,26
2012-06-05,21
2012-06-06,28
2012-06-07,22
2012-06-08,23
2012-06-09,11
2012-06-10,10
2012-06-11,25
2012-06-12,23
2012-06-13,20
2012-06-14,22
2012-06-15,32
2012-06-16,16
2012-06-17,9
2012-06-18,56
2012-06-19,100
2012-06-20,49
2012-06-21,38
2012-06-22,36
2012-06-23,17
2012-06-24,9
2012-06-25,31
2012-06-26,26
2012-06-27,32
2012-06-28,29
2012-06-29,27
2012-06-30,12
2012-07-01,7
2012-07-02,33
2012-07-03,36
2012-07-04,15
2012-07-05,35
2012-07-06,29
2012-07-07,13
2012-07-08,14
2012-07-09,23
2012-07-10,26
2012-07-11,25
2012-07-12,24
2012-07-13,28
2012-07-14,13
2012-07-15,12
2012-07-16,28
2012-07-17,28
2012-07-18,30
2012-07-19,69
2012-07-20,78
2012-07-21,21
2012-07-22,11
2012-07-23,32
2012-07-24,32
2012-07-25,27
2012-07-26,31
2012-07-27,29
2012-07-28,8
2012-07-29,8
2012-07-30,27
2012-07-31,28
2012-08-01,24
2012-08-02,23
2012-08-03,27
2012-08-04,12
2012-08-05,7
2012-08-06,21
2012-08-07,29
2012-08-08,22
2012-08-09,30
2012-08-10,19
2012-08-11,9
2012-08-12,12
2012-08-13,25
2012-08-14,26
2012-08-15,24
2012-08-16,32
2012-08-17,29
2012-08-18,16
2012-08-19,7
2012-08-20,39
2012-08-21,37
2012-08-22,23
2012-08-23,29
2012-08-24,29
2012-08-25,23
2012-08-26,10
2012-08-27,29
2012-08-28,26
2012-08-29,27
2012-08-30,22
2012-08-31,26
2012-09-01,9
2012-09-02,12
2012-09-03,11
2012-09-04,24
2012-09-05,36
2012-09-06,35
2012-09-07,31
2012-09-08,14
2012-09-09,9
2012-09-10,18
2012-09-11,19
2012-09-12,28
2012-09-13,31
2012-09-14,33
2012-09-15,12
2012-09-16,6
2012-09-17,36
2012-09-18,29
2012-09-19,29
2012-09-20,29
2012-09-21,26
2012-09-22,15
2012-09-23,10
2012-09-24,23
2012-09-25,27
2012-09-26,25
2012-09-27,25
2012-09-28,26
2012-09-29,15
2012-09-30,7
2012-10-01,32
2012-10-02,29
2012-10-03,30
2012-10-04,28
2012-10-05,28
2012-10-06,11
2012-10-07,9
2012-10-08,28
2012-10-09,27
2012-10-10,37
2012-10-11,34
2012-10-12,26
2012-10-13,12
2012-10-14,8
2012-10-15,32
2012-10-16,45
2012-10-17,38
2012-10-18,70
2012-10-19,67
2012-10-20,19
2012-10-21,12
2012-10-22,43
2012-10-23,46
2012-10-24,46
2012-10-25,52
2012-10-26,70
2012-10-27,19
2012-10-28,14
2012-10-29,30
2012-10-30,23
2012-10-31,49
2012-11-01,51
2012-11-02,53
2012-11-03,22
2012-11-04,10
2012-11-05,35
2012-11-06,47
2012-11-07,44
2012-11-08,36
2012-11-09,36
2012-11-10,10
2012-11-11,14
2012-11-12,35
2012-11-13,85
2012-11-14,51
2012-11-15,44
2012-11-16,45
2012-11-17,18
2012-11-18,11
2012-11-19,36
2012-11-20,41
2012-11-21,24
2012-11-22,12
2012-11-23,30
2012-11-24,15
2012-11-25,10
2012-11-26,27
2012-11-27,42
2012-11-28,37
2012-11-29,37
2012-11-30,36
2012-12-01,15
2012-12-02,10
2012-12-03,34
2012-12-04,39
2012-12-05,39
2012-12-06,39
2012-12-07,35
2012-12-08,19
2012-12-09,10
2012-12-10,30
2012-12-11,37
2012-12-12,41
2012-12-13,25
2012-12-14,33
2012-12-15,18
2012-12-16,12
2012-12-17,26
2012-12-18,27
2012-12-19,28
2012-12-20,31
2012-12-21,28
2012-12-22,14
2012-12-23,9
2012-12-24,16
2012-12-25,11
2012-12-26,21
2012-12-27,27
2012-12-28,22
2012-12-29,14
2012-12-30,12
2012-12-31,24
2013-01-01,16
2013-01-02,41
2013-01-03,38
2013-01-04,41
2013-01-05,17
2013-01-06,14
2013-01-07,31
2013-01-08,38
2013-01-09,30
2013-01-10,39
2013-01-11,40
2013-01-12,16
2013-01-13,14
2013-01-14,38
2013-01-15,36
2013-01-16,33
2013-01-17,36
2013-01-18,28
2013-01-19,16
2013-01-20,12
2013-01-21,17
2013-01-22,39
2013-01-23,43
2013-01-24,82
2013-01-25,92
2013-01-26,25
2013-01-27,13
2013-01-28,33
2013-01-29,35
2013-01-30,36
2013-01-31,35
2013-02-01,37
2013-02-02,11
2013-02-03,13
2013-02-04,28
2013-02-05,38
2013-02-06,32
2013-02-07,33
2013-02-08,23
2013-02-09,16
2013-02-10,7
2013-02-11,32
2013-02-12,38
2013-02-13,33
2013-02-14,36
2013-02-15,25
2013-02-16,17
2013-02-17,8
2013-02-18,22
2013-02-19,35
