date,MSFT
2016-05-04,18
2016-05-05,17
2016-05-06,18
2016-05-07,6
2016-05-08,7
2016-05-09,19
2016-05-10,20
2016-05-11,18
2016-05-12,23
2016-05-13,16
2016-05-14,4
2016-05-15,5
2016-05-16,19
2016-05-17,21
2016-05-18,15
2016-05-19,15
2016-05-20,14
2016-05-21,7
2016-05-22,5
2016-05-23,13
2016-05-24,18
2016-05-25,22
2016-05-26,22
2016-05-27,15
2016-05-28,9
2016-05-29,3
2016-05-30,7
2016-05-31,15
2016-06-01,22
2016-06-02,15
2016-06-03,14
2016-06-04,7
2016-06-05,4
2016-06-06,16
2016-06-07,16
2016-06-08,17
2016-06-09,13
2016-06-10,14
2016-06-11,6
2016-06-12,5
2016-06-13,100
2016-06-14,38
2016-06-15,25
2016-06-16,24
2016-06-17,21
2016-06-18,9
2016-06-19,5
2016-06-20,18
2016-06-21,20
2016-06-22,21
2016-06-23,20
2016-06-24,43
2016-06-25,11
2016-06-26,7
2016-06-27,25
2016-06-28,22
2016-06-29,22
2016-06-30,21
2016-07-01,20
2016-07-02,7
2016-07-03,3
2016-07-04,7
2016-07-05,15
2016-07-06,20
2016-07-07,19
2016-07-08,19
2016-07-09,7
2016-07-10,6
2016-07-11,21
2016-07-12,19
2016-07-13,21
2016-07-14,24
2016-07-15,21
2016-07-16,7
2016-07-17,6
2016-07-18,25
2016-07-19,71
2016-07-20,86
2016-07-21,42
2016-07-22,27
2016-07-23,10
2016-07-24,7
2016-07-25,25
2016-07-26,25
2016-07-27,27
2016-07-28,23
2016-07-29,26
2016-07-30,8
2016-07-31,6
2016-08-01,20
2016-08-02,18
2016-08-03,18
2016-08-04,20
2016-08-05,22
2016-08-06,8
2016-08-07,6
2016-08-08,20
2016-08-09,21
2016-08-10,18
2016-08-11,18
2016-08-12,16
2016-08-13,7
2016-08-14,5
2016-08-15,20
2016-08-16,21
2016-08-17,18
2016-08-18,20
2016-08-19,16
2016-08-20,7
2016-08-21,7
2016-08-22,18
2016-08-23,18
2016-08-24,19
2016-08-25,16
2016-08-26,20
2016-08-27,8
2016-08-28,5
2016-08-29,16
2016-08-30,17
2016-08-31,14
2016-09-01,17
2016-09-02,14
2016-09-03,7
2016-09-04,4
2016-09-05,7
2016-09-06,17
2016-09-07,19
2016-09-08,21
2016-09-09,15
2016-09-10,5
2016-09-11,5
2016-09-12,20
2016-09-13,18
2016-09-14,17
2016-09-15,16
2016-09-16,18
2016-09-17,6
2016-09-18,4
2016-09-19,14
2016-09-20,22
2016-09-21,25
2016-09-22,20
2016-09-23,15
2016-09-24,6
2016-09-25,6
2016-09-26,16
2016-09-27,15
2016-09-28,14
2016-09-29,21
2016-09-30,14
2016-10-01,3
2016-10-02,5
2016-10-03,15
2016-10-04,19
2016-10-05,17
2016-10-06,17
2016-10-07,15
2016-10-08,6
2016-10-09,4
2016-10-10,16
2016-10-11,18
2016-10-12,16
2016-10-13,15
2016-10-14,15
2016-10-15,7
2016-10-16,6
2016-10-17,17
2016-10-18,18
2016-10-19,20
2016-10-20,60
2016-10-21,93
2016-10-22,21
2016-10-23,9
2016-10-24,35
2016-10-25,30
2016-10-26,35
2016-10-27,33
2016-10-28,30
2016-10-29,10
2016-10-30,8
2016-10-31,22
2016-11-01,22
2016-11-02,26
2016-11-03,21
2016-11-04,19
2016-11-05,6
2016-11-06,6
2016-11-07,23
2016-11-08,25
2016-11-09,50
2016-11-10,30
2016-11-11,23
2016-11-12,9
2016-11-13,7
2016-11-14,22
2016-11-15,21
2016-11-16,26
2016-11-17,24
2016-11-18,22
2016-11-19,8
2016-11-20,6
2016-11-21,21
2016-11-22,21
2016-11-23,18
2016-11-24,9
2016-11-25,10
2016-11-26,8
2016-11-27,6
2016-11-28,16
2016-11-29,19
2016-11-30,21
2016-12-01,20
2016-12-02,20
2016-12-03,6
2016-12-04,7
2016-12-05,18
2016-12-06,22
2016-12-07,21
2016-12-08,23
2016-12-09,25
2016-12-10,9
2016-12-11,5
2016-12-12,19
2016-12-13,21
2016-12-14,20
2016-12-15,21
2016-12-16,19
2016-12-17,8
2016-12-18,7
2016-12-19,18
2016-12-20,21
2016-12-21,20
2016-12-22,20
2016-12-23,16
2016-12-24,9
2016-12-25,6
2016-12-26,10
2016-12-27,17
2016-12-28,17
2016-12-29,16
2016-12-30,20
2016-12-31,8
2017-01-01,5
2017-01-02,9
2017-01-03,20
2017-01-04,19
2017-01-05,16
2017-01-06,18
2017-01-07,8
2017-01-08,6
2017-01-09,17
2017-01-10,18
2017-01-11,18
2017-01-12,21
2017-01-13,18
2017-01-14,9
2017-01-15,6
2017-01-16,11
2017-01-17,18
2017-01-18,18
2017-01-19,18
