date,MSFT
2016-09-11,6
2016-09-12,19
2016-09-13,17
2016-09-14,18
2016-09-15,18
2016-09-16,17
2016-09-17,5
2016-09-18,4
2016-09-19,16
2016-09-20,23
2016-09-21,28
2016-09-22,20
2016-09-23,19
2016-09-24,7
2016-09-25,5
2016-09-26,17
2016-09-27,18
2016-09-28,16
2016-09-29,20
2016-09-30,15
2016-10-01,5
2016-10-02,6
2016-10-03,15
2016-10-04,20
2016-10-05,19
2016-10-06,17
2016-10-07,18
2016-10-08,6
2016-10-09,5
2016-10-10,17
2016-10-11,16
2016-10-12,17
2016-10-13,16
2016-10-14,15
2016-10-15,7
2016-10-16,6
2016-10-17,16
2016-10-18,19
2016-10-19,21
2016-10-20,59
2016-10-21,100
2016-10-22,23
2016-10-23,12
2016-10-24,35
2016-10-25,30
2016-10-26,37
2016-10-27,35
2016-10-28,30
2016-10-29,11
2016-10-30,7
2016-10-31,20
2016-11-01,21
2016-11-02,26
2016-11-03,22
2016-11-04,21
2016-11-05,8
2016-11-06,7
2016-11-07,21
2016-11-08,24
2016-11-09,49
2016-11-10,32
2016-11-11,23
2016-11-12,10
2016-11-13,6
2016-11-14,19
2016-11-15,25
2016-11-16,23
2016-11-17,24
2016-11-18,23
2016-11-19,7
2016-11-20,7
2016-11-21,20
2016-11-22,24
2016-11-23,19
2016-11-24,9
2016-11-25,10
2016-11-26,7
2016-11-27,6
2016-11-28,15
2016-11-29,19
2016-11-30,20
2016-12-01,18
2016-12-02,22
2016-12-03,7
2016-12-04,5
2016-12-05,20
2016-12-06,21
2016-12-07,23
2016-12-08,24
2016-12-09,23
2016-12-10,10
2016-12-11,6
2016-12-12,18
2016-12-13,24
2016-12-14,23
2016-12-15,20
2016-12-16,21
2016-12-17,9
2016-12-18,6
2016-12-19,17
2016-12-20,21
2016-12-21,20
2016-12-22,20
2016-12-23,17
2016-12-24,8
2016-12-25,6
2016-12-26,7
2016-12-27,14
2016-12-28,17
2016-12-29,15
2016-12-30,18
2016-12-31,8
2017-01-01,5
2017-01-02,10
2017-01-03,18
2017-01-04,21
2017-01-05,21
2017-01-06,17
2017-01-07,9
2017-01-08,7
2017-01-09,16
2017-01-10,19
2017-01-11,17
2017-01-12,22
2017-01-13,18
2017-01-14,7
2017-01-15,6
2017-01-16,10
2017-01-17,17
2017-01-18,18
2017-01-19,19
2017-01-20,19
2017-01-21,7
2017-01-22,8
2017-01-23,19
2017-01-24,23
2017-01-25,32
2017-01-26,65
2017-01-27,74
2017-01-28,18
2017-01-29,9
2017-01-30,28
2017-01-31,29
2017-02-01,27
2017-02-02,27
2017-02-03,26
2017-02-04,10
2017-02-05,4
2017-02-06,20
2017-02-07,21
2017-02-08,22
2017-02-09,21
2017-02-10,24
2017-02-11,11
2017-02-12,7
2017-02-13,21
2017-02-14,25
2017-02-15,23
2017-02-16,20
2017-02-17,22
2017-02-18,9
2017-02-19,7
2017-02-20,11
2017-02-21,21
2017-02-22,22
2017-02-23,18
2017-02-24,19
2017-02-25,10
2017-02-26,5
2017-02-27,19
2017-02-28,19
2017-03-01,28
2017-03-02,24
2017-03-03,20
2017-03-04,9
2017-03-05,6
2017-03-06,18
2017-03-07,19
2017-03-08,19
2017-03-09,22
2017-03-10,19
2017-03-11,8
2017-03-12,5
2017-03-13,19
2017-03-14,17
2017-03-15,19
2017-03-16,19
2017-03-17,19
2017-03-18,7
2017-03-19,6
2017-03-20,15
2017-03-21,21
2017-03-22,19
2017-03-23,18
2017-03-24,19
2017-03-25,7
2017-03-26,5
2017-03-27,20
2017-03-28,20
2017-03-29,19
2017-03-30,20
2017-03-31,15
2017-04-01,6
