date,MDLZ,isPartial
2014-03-16,0,False
2014-03-17,30,False
2014-03-18,30,False
2014-03-19,48,False
2014-03-20,36,False
2014-03-21,19,False
2014-03-22,35,False
2014-03-23,0,False
2014-03-24,17,False
2014-03-25,41,False
2014-03-26,12,False
2014-03-27,12,False
2014-03-28,19,False
2014-03-29,42,False
2014-03-30,28,False
2014-03-31,18,False
2014-04-01,18,False
2014-04-02,42,False
2014-04-03,36,False
2014-04-04,43,False
2014-04-05,28,False
2014-04-06,14,False
2014-04-07,35,False
2014-04-08,23,False
2014-04-09,30,False
2014-04-10,37,False
2014-04-11,32,False
2014-04-12,14,False
2014-04-13,14,False
2014-04-14,18,False
2014-04-15,24,False
2014-04-16,55,False
2014-04-17,13,False
2014-04-18,0,False
2014-04-19,0,False
2014-04-20,0,False
2014-04-21,39,False
2014-04-22,47,False
2014-04-23,12,False
2014-04-24,30,False
2014-04-25,13,False
2014-04-26,14,False
2014-04-27,14,False
2014-04-28,35,False
2014-04-29,35,False
2014-04-30,24,False
2014-05-01,33,False
2014-05-02,26,False
2014-05-03,28,False
2014-05-04,0,False
2014-05-05,42,False
2014-05-06,18,False
2014-05-07,100,False
2014-05-08,60,False
2014-05-09,31,False
2014-05-10,28,False
2014-05-11,21,False
2014-05-12,53,False
2014-05-13,65,False
2014-05-14,18,False
2014-05-15,12,False
2014-05-16,37,False
2014-05-17,29,False
2014-05-18,21,False
2014-05-19,18,False
2014-05-20,30,False
2014-05-21,19,False
2014-05-22,40,False
2014-05-23,82,False
2014-05-24,24,False
2014-05-25,32,False
2014-05-26,40,False
2014-05-27,26,False
2014-05-28,26,False
2014-05-29,27,False
2014-05-30,28,False
2014-05-31,16,False
2014-06-01,16,False
2014-06-02,46,False
2014-06-03,0,False
2014-06-04,13,False
2014-06-05,47,False
2014-06-06,28,False
2014-06-07,33,False
2014-06-08,16,False
2014-06-09,20,False
2014-06-10,27,False
2014-06-11,33,False
2014-06-12,27,False
2014-06-13,14,False
2014-06-14,0,False
2014-06-15,0,False
2014-06-16,26,False
2014-06-17,26,False
2014-06-18,0,False
2014-06-19,34,False
2014-06-20,28,False
2014-06-21,16,False
2014-06-22,0,False
2014-06-23,13,False
2014-06-24,26,False
2014-06-25,53,False
2014-06-26,47,False
2014-06-27,29,False
2014-06-28,16,False
2014-06-29,16,False
2014-06-30,13,False
2014-07-01,27,False
2014-07-02,14,False
2014-07-03,41,False
2014-07-04,15,False
2014-07-05,0,False
2014-07-06,33,False
2014-07-07,27,False
2014-07-08,20,False
2014-07-09,20,False
2014-07-10,13,False
2014-07-11,14,False
2014-07-12,0,False
2014-07-13,16,False
2014-07-14,27,False
2014-07-15,13,False
2014-07-16,41,False
2014-07-17,27,False
2014-07-18,28,False
2014-07-19,17,False
2014-07-20,17,False
2014-07-21,13,False
2014-07-22,47,False
2014-07-23,21,False
2014-07-24,20,False
2014-07-25,14,False
2014-07-26,17,False
2014-07-27,0,False
2014-07-28,41,False
2014-07-29,41,False
2014-07-30,61,False
2014-07-31,48,False
2014-08-01,21,False
2014-08-02,0,False
2014-08-03,16,False
2014-08-04,40,False
2014-08-05,27,False
