date,MDLZ,isPartial
2013-06-29,0,False
2013-06-30,29,False
2013-07-01,24,False
2013-07-02,24,False
2013-07-03,73,False
2013-07-04,13,False
2013-07-05,13,False
2013-07-06,15,False
2013-07-07,0,False
2013-07-08,36,False
2013-07-09,24,False
2013-07-10,12,False
2013-07-11,12,False
2013-07-12,51,False
2013-07-13,30,False
2013-07-14,30,False
2013-07-15,61,False
2013-07-16,24,False
2013-07-17,37,False
2013-07-18,62,False
2013-07-19,63,False
2013-07-20,30,False
2013-07-21,30,False
2013-07-22,12,False
2013-07-23,60,False
2013-07-24,12,False
2013-07-25,0,False
2013-07-26,13,False
2013-07-27,30,False
2013-07-28,0,False
2013-07-29,12,False
2013-07-30,12,False
2013-07-31,0,False
2013-08-01,49,False
2013-08-02,51,False
2013-08-03,0,False
2013-08-04,15,False
2013-08-05,12,False
2013-08-06,37,False
2013-08-07,98,False
2013-08-08,100,False
2013-08-09,39,False
2013-08-10,15,False
2013-08-11,0,False
2013-08-12,12,False
2013-08-13,60,False
2013-08-14,0,False
2013-08-15,38,False
2013-08-16,90,False
2013-08-17,0,False
2013-08-18,0,False
2013-08-19,24,False
2013-08-20,72,False
2013-08-21,71,False
2013-08-22,24,False
2013-08-23,25,False
2013-08-24,0,False
2013-08-25,14,False
2013-08-26,11,False
2013-08-27,0,False
2013-08-28,23,False
2013-08-29,36,False
2013-08-30,37,False
2013-08-31,14,False
2013-09-01,14,False
2013-09-02,0,False
2013-09-03,0,False
2013-09-04,23,False
2013-09-05,23,False
2013-09-06,12,False
2013-09-07,14,False
2013-09-08,0,False
2013-09-09,57,False
2013-09-10,33,False
2013-09-11,45,False
2013-09-12,23,False
2013-09-13,36,False
2013-09-14,0,False
2013-09-15,0,False
2013-09-16,23,False
2013-09-17,34,False
2013-09-18,34,False
2013-09-19,23,False
2013-09-20,24,False
2013-09-21,14,False
2013-09-22,27,False
2013-09-23,23,False
2013-09-24,23,False
2013-09-25,57,False
2013-09-26,23,False
2013-09-27,60,False
2013-09-28,0,False
2013-09-29,0,False
2013-09-30,11,False
2013-10-01,44,False
2013-10-02,0,False
2013-10-03,12,False
2013-10-04,24,False
2013-10-05,13,False
2013-10-06,13,False
2013-10-07,56,False
2013-10-08,22,False
2013-10-09,11,False
2013-10-10,11,False
2013-10-11,36,False
2013-10-12,0,False
2013-10-13,0,False
2013-10-14,23,False
2013-10-15,23,False
2013-10-16,57,False
2013-10-17,46,False
2013-10-18,12,False
2013-10-19,13,False
2013-10-20,0,False
2013-10-21,55,False
2013-10-22,44,False
2013-10-23,11,False
2013-10-24,56,False
2013-10-25,70,False
2013-10-26,0,False
2013-10-27,0,False
2013-10-28,11,False
2013-10-29,22,False
2013-10-30,22,False
2013-10-31,35,False
2013-11-01,12,False
2013-11-02,0,False
2013-11-03,0,False
2013-11-04,0,False
2013-11-05,33,False
2013-11-06,55,False
2013-11-07,67,False
2013-11-08,23,False
2013-11-09,13,False
2013-11-10,26,False
2013-11-11,44,False
2013-11-12,66,False
2013-11-13,45,False
2013-11-14,0,False
2013-11-15,35,False
2013-11-16,0,False
2013-11-17,13,False
2013-11-18,33,False
2013-11-19,33,False
2013-11-20,11,False
2013-11-21,11,False
2013-11-22,57,False
2013-11-23,0,False
2013-11-24,13,False
2013-11-25,11,False
2013-11-26,32,False
2013-11-27,44,False
2013-11-28,35,False
2013-11-29,12,False
2013-11-30,13,False
2013-12-01,12,False
2013-12-02,0,False
2013-12-03,22,False
2013-12-04,33,False
2013-12-05,33,False
2013-12-06,11,False
2013-12-07,52,False
2013-12-08,0,False
2013-12-09,22,False
2013-12-10,11,False
2013-12-11,22,False
2013-12-12,34,False
2013-12-13,23,False
2013-12-14,26,False
2013-12-15,13,False
2013-12-16,11,False
2013-12-17,0,False
2013-12-18,34,False
2013-12-19,35,False
2013-12-20,12,False
2013-12-21,27,False
2013-12-22,14,False
2013-12-23,49,False
2013-12-24,27,False
2013-12-25,0,False
2013-12-26,13,False
2013-12-27,36,False
2013-12-28,13,False
2013-12-29,0,False
2013-12-30,12,False
2013-12-31,27,False
2014-01-01,14,False
2014-01-02,23,False
2014-01-03,0,False
2014-01-04,0,False
2014-01-05,25,False
2014-01-06,44,False
2014-01-07,11,False
2014-01-08,54,False
2014-01-09,33,False
2014-01-10,22,False
2014-01-11,12,False
2014-01-12,0,False
2014-01-13,32,False
2014-01-14,31,False
2014-01-15,0,False
2014-01-16,21,False
2014-01-17,11,False
2014-01-18,13,False
2014-01-19,12,False
2014-01-20,32,False
2014-01-21,52,False
2014-01-22,32,False
2014-01-23,21,False
2014-01-24,44,False
2014-01-25,12,False
2014-01-26,0,False
2014-01-27,0,False
2014-01-28,31,False
2014-01-29,52,False
2014-01-30,43,False
2014-01-31,55,False
2014-02-01,50,False
2014-02-02,12,False
2014-02-03,10,False
2014-02-04,41,False
2014-02-05,10,False
2014-02-06,29,False
2014-02-07,59,False
2014-02-08,0,False
2014-02-09,12,False
2014-02-10,31,False
2014-02-11,31,False
2014-02-12,10,False
2014-02-13,74,False
2014-02-14,33,False
2014-02-15,0,False
2014-02-16,37,False
2014-02-17,21,False
2014-02-18,21,False
2014-02-19,10,False
2014-02-20,32,False
2014-02-21,0,False
2014-02-22,24,False
2014-02-23,0,False
2014-02-24,31,False
2014-02-25,21,False
2014-02-26,52,False
2014-02-27,53,False
2014-02-28,33,False
2014-03-01,12,False
2014-03-02,0,False
2014-03-03,63,False
2014-03-04,0,False
2014-03-05,21,False
2014-03-06,21,False
2014-03-07,55,False
2014-03-08,12,False
2014-03-09,0,False
2014-03-10,32,False
2014-03-11,31,False
2014-03-12,42,False
2014-03-13,32,False
2014-03-14,33,False
2014-03-15,12,False
2014-03-16,0,False
