date,MDLZ,isPartial
2014-12-01,6,False
2014-12-02,13,False
2014-12-03,13,False
2014-12-04,6,False
2014-12-05,20,False
2014-12-06,15,False
2014-12-07,15,False
2014-12-08,13,False
2014-12-09,13,False
2014-12-10,13,False
2014-12-11,0,False
2014-12-12,21,False
2014-12-13,0,False
2014-12-14,8,False
2014-12-15,26,False
2014-12-16,13,False
2014-12-17,7,False
2014-12-18,14,False
2014-12-19,7,False
2014-12-20,8,False
2014-12-21,16,False
2014-12-22,14,False
2014-12-23,14,False
2014-12-24,0,False
2014-12-25,35,False
2014-12-26,16,False
2014-12-27,8,False
2014-12-28,8,False
2014-12-29,0,False
2014-12-30,7,False
2014-12-31,8,False
2015-01-01,0,False
2015-01-02,15,False
2015-01-03,8,False
2015-01-04,0,False
2015-01-05,19,False
2015-01-06,0,False
2015-01-07,19,False
2015-01-08,13,False
2015-01-09,53,False
2015-01-10,0,False
2015-01-11,15,False
2015-01-12,13,False
2015-01-13,12,False
2015-01-14,12,False
2015-01-15,6,False
2015-01-16,7,False
2015-01-17,15,False
2015-01-18,15,False
2015-01-19,13,False
2015-01-20,6,False
2015-01-21,6,False
2015-01-22,13,False
2015-01-23,0,False
2015-01-24,0,False
2015-01-25,7,False
2015-01-26,19,False
2015-01-27,12,False
2015-01-28,12,False
2015-01-29,31,False
2015-01-30,19,False
2015-01-31,0,False
2015-02-01,7,False
2015-02-02,12,False
2015-02-03,12,False
2015-02-04,25,False
2015-02-05,19,False
2015-02-06,19,False
2015-02-07,7,False
2015-02-08,0,False
2015-02-09,12,False
2015-02-10,18,False
2015-02-11,37,False
2015-02-12,6,False
2015-02-13,20,False
2015-02-14,7,False
2015-02-15,7,False
2015-02-16,6,False
2015-02-17,19,False
2015-02-18,6,False
2015-02-19,13,False
2015-02-20,26,False
2015-02-21,0,False
2015-02-22,0,False
2015-02-23,12,False
2015-02-24,12,False
2015-02-25,12,False
2015-02-26,19,False
2015-02-27,6,False
2015-02-28,7,False
2015-03-01,7,False
2015-03-02,18,False
2015-03-03,30,False
2015-03-04,18,False
2015-03-05,6,False
2015-03-06,7,False
2015-03-07,22,False
2015-03-08,22,False
2015-03-09,6,False
2015-03-10,30,False
2015-03-11,19,False
2015-03-12,12,False
2015-03-13,26,False
2015-03-14,14,False
2015-03-15,7,False
2015-03-16,12,False
2015-03-17,12,False
