date,MDLZ,isPartial
2017-01-19,34,False
2017-01-20,48,False
2017-01-21,10,False
2017-01-22,10,False
2017-01-23,17,False
2017-01-24,21,False
2017-01-25,21,False
2017-01-26,25,False
2017-01-27,9,False
2017-01-28,20,False
2017-01-29,10,False
2017-01-30,17,False
2017-01-31,42,False
2017-02-01,16,False
2017-02-02,21,False
2017-02-03,44,False
2017-02-04,0,False
2017-02-05,19,False
2017-02-06,21,False
2017-02-07,79,False
2017-02-08,71,False
2017-02-09,51,False
2017-02-10,35,False
2017-02-11,0,False
2017-02-12,9,False
2017-02-13,25,False
2017-02-14,17,False
2017-02-15,26,False
2017-02-16,33,False
2017-02-17,83,False
2017-02-18,10,False
2017-02-19,24,False
2017-02-20,25,False
2017-02-21,45,False
2017-02-22,25,False
2017-02-23,38,False
2017-02-24,17,False
2017-02-25,29,False
2017-02-26,24,False
2017-02-27,29,False
2017-02-28,53,False
2017-03-01,36,False
2017-03-02,28,False
2017-03-03,30,False
2017-03-04,0,False
2017-03-05,9,False
2017-03-06,32,False
2017-03-07,20,False
2017-03-08,25,False
2017-03-09,24,False
2017-03-10,34,False
2017-03-11,14,False
2017-03-12,9,False
2017-03-13,31,False
2017-03-14,29,False
2017-03-15,33,False
2017-03-16,46,False
2017-03-17,22,False
2017-03-18,14,False
2017-03-19,19,False
2017-03-20,17,False
2017-03-21,25,False
2017-03-22,12,False
2017-03-23,17,False
2017-03-24,30,False
2017-03-25,29,False
2017-03-26,10,False
2017-03-27,12,False
2017-03-28,8,False
2017-03-29,25,False
2017-03-30,26,False
2017-03-31,26,False
2017-04-01,10,False
2017-04-02,10,False
2017-04-03,17,False
2017-04-04,21,False
2017-04-05,33,False
2017-04-06,38,False
2017-04-07,17,False
2017-04-08,0,False
2017-04-09,29,False
2017-04-10,46,False
2017-04-11,51,False
2017-04-12,21,False
2017-04-13,22,False
2017-04-14,10,False
2017-04-15,10,False
2017-04-16,10,False
2017-04-17,9,False
2017-04-18,45,False
2017-04-19,33,False
2017-04-20,33,False
2017-04-21,26,False
2017-04-22,19,False
2017-04-23,0,False
2017-04-24,21,False
2017-04-25,16,False
2017-04-26,33,False
2017-04-27,29,False
2017-04-28,30,False
2017-04-29,15,False
2017-04-30,15,False
2017-05-01,18,False
2017-05-02,58,False
2017-05-03,62,False
2017-05-04,29,False
2017-05-05,17,False
2017-05-06,29,False
2017-05-07,19,False
2017-05-08,25,False
2017-05-09,21,False
2017-05-10,50,False
2017-05-11,38,False
2017-05-12,13,False
2017-05-13,29,False
