date,MDLZ,isPartial
2013-11-06,44,False
2013-11-07,40,False
2013-11-08,41,False
2013-11-09,27,False
2013-11-10,13,False
2013-11-11,39,False
2013-11-12,33,False
2013-11-13,51,False
2013-11-14,23,False
2013-11-15,24,False
2013-11-16,13,False
2013-11-17,20,False
2013-11-18,39,False
2013-11-19,28,False
2013-11-20,45,False
2013-11-21,23,False
2013-11-22,23,False
2013-11-23,0,False
2013-11-24,0,False
2013-11-25,16,False
2013-11-26,22,False
2013-11-27,45,False
2013-11-28,30,False
2013-11-29,30,False
2013-11-30,27,False
2013-12-01,0,False
2013-12-02,11,False
2013-12-03,50,False
2013-12-04,22,False
2013-12-05,28,False
2013-12-06,24,False
2013-12-07,27,False
2013-12-08,13,False
2013-12-09,27,False
2013-12-10,17,False
2013-12-11,11,False
2013-12-12,28,False
2013-12-13,24,False
2013-12-14,27,False
2013-12-15,0,False
2013-12-16,28,False
2013-12-17,17,False
2013-12-18,23,False
2013-12-19,23,False
2013-12-20,0,False
2013-12-21,14,False
2013-12-22,14,False
2013-12-23,13,False
2013-12-24,28,False
2013-12-25,60,False
2013-12-26,13,False
2013-12-27,25,False
2013-12-28,0,False
2013-12-29,0,False
2013-12-30,30,False
2013-12-31,14,False
2014-01-01,14,False
2014-01-02,23,False
2014-01-03,29,False
2014-01-04,26,False
2014-01-05,13,False
2014-01-06,22,False
2014-01-07,22,False
2014-01-08,38,False
2014-01-09,22,False
2014-01-10,40,False
2014-01-11,0,False
2014-01-12,13,False
2014-01-13,22,False
2014-01-14,38,False
2014-01-15,38,False
2014-01-16,55,False
2014-01-17,23,False
2014-01-18,39,False
2014-01-19,0,False
2014-01-20,16,False
2014-01-21,69,False
2014-01-22,42,False
2014-01-23,43,False
2014-01-24,50,False
2014-01-25,13,False
2014-01-26,12,False
2014-01-27,37,False
2014-01-28,21,False
2014-01-29,21,False
2014-01-30,22,False
2014-01-31,17,False
2014-02-01,25,False
2014-02-02,12,False
2014-02-03,16,False
2014-02-04,10,False
2014-02-05,37,False
2014-02-06,22,False
2014-02-07,24,False
2014-02-08,12,False
2014-02-09,18,False
2014-02-10,21,False
2014-02-11,31,False
2014-02-12,63,False
2014-02-13,43,False
2014-02-14,50,False
2014-02-15,0,False
2014-02-16,19,False
2014-02-17,21,False
2014-02-18,32,False
2014-02-19,16,False
2014-02-20,32,False
2014-02-21,11,False
2014-02-22,25,False
2014-02-23,13,False
2014-02-24,42,False
2014-02-25,16,False
2014-02-26,47,False
2014-02-27,64,False
2014-02-28,34,False
2014-03-01,13,False
2014-03-02,0,False
2014-03-03,43,False
2014-03-04,27,False
2014-03-05,16,False
2014-03-06,43,False
2014-03-07,33,False
2014-03-08,32,False
2014-03-09,25,False
2014-03-10,11,False
2014-03-11,42,False
2014-03-12,32,False
2014-03-13,32,False
2014-03-14,34,False
2014-03-15,19,False
2014-03-16,0,False
2014-03-17,32,False
2014-03-18,26,False
2014-03-19,26,False
2014-03-20,32,False
2014-03-21,17,False
2014-03-22,13,False
2014-03-23,12,False
2014-03-24,16,False
2014-03-25,26,False
2014-03-26,0,False
2014-03-27,11,False
2014-03-28,22,False
2014-03-29,19,False
2014-03-30,37,False
2014-03-31,21,False
2014-04-01,26,False
2014-04-02,37,False
2014-04-03,32,False
2014-04-04,77,False
2014-04-05,13,False
2014-04-06,12,False
2014-04-07,26,False
2014-04-08,16,False
2014-04-09,11,False
2014-04-10,27,False
2014-04-11,34,False
2014-04-12,26,False
2014-04-13,13,False
2014-04-14,43,False
2014-04-15,21,False
2014-04-16,33,False
2014-04-17,28,False
2014-04-18,0,False
2014-04-19,0,False
2014-04-20,0,False
2014-04-21,29,False
2014-04-22,53,False
2014-04-23,11,False
2014-04-24,11,False
2014-04-25,17,False
2014-04-26,19,False
2014-04-27,0,False
2014-04-28,11,False
2014-04-29,37,False
2014-04-30,21,False
2014-05-01,0,False
2014-05-02,17,False
2014-05-03,13,False
2014-05-04,0,False
2014-05-05,27,False
2014-05-06,21,False
2014-05-07,100,False
2014-05-08,54,False
2014-05-09,28,False
2014-05-10,13,False
2014-05-11,12,False
2014-05-12,36,False
2014-05-13,26,False
2014-05-14,16,False
2014-05-15,27,False
2014-05-16,39,False
2014-05-17,19,False
2014-05-18,19,False
2014-05-19,21,False
2014-05-20,32,False
2014-05-21,29,False
2014-05-22,47,False
2014-05-23,61,False
2014-05-24,42,False
2014-05-25,14,False
2014-05-26,24,False
2014-05-27,11,False
2014-05-28,17,False
2014-05-29,30,False
2014-05-30,18,False
2014-05-31,14,False
2014-06-01,14,False
2014-06-02,23,False
2014-06-03,23,False
2014-06-04,12,False
2014-06-05,18,False
2014-06-06,19,False
2014-06-07,29,False
2014-06-08,15,False
2014-06-09,24,False
2014-06-10,24,False
2014-06-11,30,False
2014-06-12,30,False
2014-06-13,12,False
2014-06-14,14,False
2014-06-15,14,False
2014-06-16,23,False
2014-06-17,23,False
2014-06-18,35,False
2014-06-19,18,False
2014-06-20,25,False
2014-06-21,0,False
2014-06-22,14,False
2014-06-23,0,False
2014-06-24,24,False
2014-06-25,24,False
2014-06-26,18,False
2014-06-27,19,False
2014-06-28,0,False
2014-06-29,0,False
2014-06-30,12,False
2014-07-01,24,False
2014-07-02,24,False
2014-07-03,12,False
2014-07-04,0,False
2014-07-05,15,False
2014-07-06,15,False
2014-07-07,47,False
2014-07-08,18,False
2014-07-09,23,False
2014-07-10,12,False
2014-07-11,25,False
2014-07-12,0,False
2014-07-13,14,False
2014-07-14,18,False
2014-07-15,23,False
2014-07-16,37,False
2014-07-17,0,False
2014-07-18,19,False
2014-07-19,15,False
2014-07-20,0,False
2014-07-21,12,False
2014-07-22,24,False
2014-07-23,31,False
2014-07-24,12,False
