date,MDLZ,isPartial
2013-02-19,21,False
2013-02-20,57,False
2013-02-21,78,False
2013-02-22,52,False
2013-02-23,33,False
2013-02-24,16,False
2013-02-25,69,False
2013-02-26,49,False
2013-02-27,63,False
2013-02-28,64,False
2013-03-01,37,False
2013-03-02,17,False
2013-03-03,17,False
2013-03-04,21,False
2013-03-05,56,False
2013-03-06,49,False
2013-03-07,50,False
2013-03-08,58,False
2013-03-09,17,False
2013-03-10,65,False
2013-03-11,41,False
2013-03-12,55,False
2013-03-13,27,False
2013-03-14,56,False
2013-03-15,36,False
2013-03-16,25,False
2013-03-17,16,False
2013-03-18,27,False
2013-03-19,27,False
2013-03-20,28,False
2013-03-21,35,False
2013-03-22,65,False
2013-03-23,16,False
2013-03-24,16,False
2013-03-25,62,False
2013-03-26,56,False
2013-03-27,43,False
2013-03-28,30,False
2013-03-29,40,False
2013-03-30,34,False
2013-03-31,17,False
2013-04-01,51,False
2013-04-02,69,False
2013-04-03,48,False
2013-04-04,35,False
2013-04-05,29,False
2013-04-06,0,False
2013-04-07,16,False
2013-04-08,68,False
2013-04-09,48,False
2013-04-10,28,False
2013-04-11,14,False
2013-04-12,51,False
2013-04-13,34,False
2013-04-14,0,False
2013-04-15,48,False
2013-04-16,55,False
2013-04-17,14,False
2013-04-18,56,False
2013-04-19,66,False
2013-04-20,25,False
2013-04-21,33,False
2013-04-22,55,False
2013-04-23,48,False
2013-04-24,14,False
2013-04-25,14,False
2013-04-26,29,False
2013-04-27,25,False
2013-04-28,17,False
2013-04-29,28,False
2013-04-30,49,False
2013-05-01,30,False
2013-05-02,21,False
2013-05-03,59,False
2013-05-04,17,False
2013-05-05,34,False
2013-05-06,21,False
2013-05-07,63,False
2013-05-08,35,False
2013-05-09,36,False
2013-05-10,29,False
2013-05-11,0,False
2013-05-12,33,False
2013-05-13,34,False
2013-05-14,48,False
2013-05-15,27,False
2013-05-16,35,False
2013-05-17,58,False
2013-05-18,50,False
2013-05-19,50,False
2013-05-20,42,False
2013-05-21,47,False
2013-05-22,41,False
2013-05-23,49,False
2013-05-24,21,False
2013-05-25,0,False
2013-05-26,33,False
2013-05-27,28,False
2013-05-28,34,False
2013-05-29,41,False
2013-05-30,70,False
2013-05-31,0,False
2013-06-01,25,False
2013-06-02,17,False
2013-06-03,27,False
2013-06-04,14,False
2013-06-05,27,False
2013-06-06,28,False
2013-06-07,29,False
2013-06-08,17,False
2013-06-09,16,False
2013-06-10,34,False
2013-06-11,94,False
2013-06-12,41,False
2013-06-13,41,False
2013-06-14,44,False
2013-06-15,17,False
2013-06-16,17,False
2013-06-17,14,False
2013-06-18,41,False
2013-06-19,34,False
2013-06-20,28,False
2013-06-21,29,False
2013-06-22,17,False
2013-06-23,17,False
2013-06-24,21,False
2013-06-25,41,False
2013-06-26,55,False
2013-06-27,49,False
2013-06-28,58,False
2013-06-29,0,False
2013-06-30,34,False
2013-07-01,42,False
2013-07-02,14,False
2013-07-03,56,False
2013-07-04,30,False
2013-07-05,46,False
2013-07-06,26,False
2013-07-07,35,False
2013-07-08,42,False
2013-07-09,42,False
2013-07-10,28,False
2013-07-11,57,False
2013-07-12,45,False
2013-07-13,17,False
2013-07-14,17,False
2013-07-15,63,False
2013-07-16,49,False
2013-07-17,50,False
2013-07-18,36,False
2013-07-19,67,False
2013-07-20,17,False
2013-07-21,43,False
2013-07-22,49,False
2013-07-23,48,False
2013-07-24,36,False
2013-07-25,29,False
2013-07-26,44,False
2013-07-27,53,False
2013-07-28,17,False
2013-07-29,14,False
2013-07-30,28,False
2013-07-31,70,False
2013-08-01,21,False
2013-08-02,37,False
2013-08-03,17,False
2013-08-04,17,False
2013-08-05,28,False
2013-08-06,35,False
2013-08-07,100,False
2013-08-08,80,False
2013-08-09,45,False
2013-08-10,0,False
2013-08-11,42,False
2013-08-12,28,False
2013-08-13,28,False
2013-08-14,42,False
2013-08-15,30,False
2013-08-16,45,False
2013-08-17,17,False
2013-08-18,17,False
2013-08-19,62,False
2013-08-20,34,False
2013-08-21,48,False
2013-08-22,28,False
2013-08-23,14,False
2013-08-24,33,False
2013-08-25,0,False
2013-08-26,20,False
2013-08-27,13,False
2013-08-28,67,False
2013-08-29,61,False
2013-08-30,35,False
2013-08-31,16,False
2013-09-01,16,False
2013-09-02,41,False
2013-09-03,20,False
2013-09-04,60,False
2013-09-05,54,False
2013-09-06,56,False
2013-09-07,16,False
2013-09-08,16,False
2013-09-09,20,False
2013-09-10,46,False
2013-09-11,59,False
2013-09-12,53,False
2013-09-13,35,False
2013-09-14,16,False
2013-09-15,15,False
2013-09-16,78,False
2013-09-17,26,False
2013-09-18,26,False
2013-09-19,33,False
2013-09-20,42,False
2013-09-21,16,False
2013-09-22,15,False
2013-09-23,20,False
2013-09-24,39,False
2013-09-25,20,False
2013-09-26,13,False
2013-09-27,70,False
2013-09-28,16,False
2013-09-29,15,False
2013-09-30,26,False
2013-10-01,26,False
2013-10-02,13,False
2013-10-03,26,False
2013-10-04,27,False
2013-10-05,16,False
2013-10-06,15,False
2013-10-07,20,False
2013-10-08,19,False
2013-10-09,13,False
2013-10-10,40,False
2013-10-11,48,False
2013-10-12,16,False
2013-10-13,0,False
2013-10-14,40,False
2013-10-15,20,False
2013-10-16,33,False
2013-10-17,47,False
2013-10-18,34,False
2013-10-19,16,False
2013-10-20,15,False
2013-10-21,45,False
2013-10-22,19,False
2013-10-23,39,False
2013-10-24,52,False
2013-10-25,27,False
2013-10-26,16,False
2013-10-27,46,False
2013-10-28,13,False
2013-10-29,32,False
2013-10-30,58,False
2013-10-31,34,False
2013-11-01,28,False
2013-11-02,16,False
2013-11-03,15,False
2013-11-04,32,False
2013-11-05,26,False
2013-11-06,25,False
