date,MDLZ,isPartial
2015-08-18,31,False
2015-08-19,25,False
2015-08-20,6,False
2015-08-21,46,False
2015-08-22,8,False
2015-08-23,7,False
2015-08-24,37,False
2015-08-25,25,False
2015-08-26,31,False
2015-08-27,19,False
2015-08-28,26,False
2015-08-29,8,False
2015-08-30,7,False
2015-08-31,12,False
2015-09-01,25,False
2015-09-02,25,False
2015-09-03,38,False
2015-09-04,13,False
2015-09-05,0,False
2015-09-06,7,False
2015-09-07,7,False
2015-09-08,12,False
2015-09-09,12,False
2015-09-10,12,False
2015-09-11,32,False
2015-09-12,0,False
2015-09-13,0,False
2015-09-14,18,False
2015-09-15,36,False
2015-09-16,30,False
2015-09-17,24,False
2015-09-18,38,False
2015-09-19,0,False
2015-09-20,0,False
2015-09-21,24,False
2015-09-22,6,False
2015-09-23,6,False
2015-09-24,13,False
2015-09-25,7,False
2015-09-26,0,False
2015-09-27,7,False
2015-09-28,24,False
2015-09-29,24,False
2015-09-30,18,False
2015-10-01,18,False
2015-10-02,6,False
2015-10-03,7,False
2015-10-04,0,False
2015-10-05,24,False
2015-10-06,30,False
2015-10-07,24,False
2015-10-08,18,False
2015-10-09,12,False
2015-10-10,28,False
2015-10-11,0,False
2015-10-12,0,False
2015-10-13,18,False
2015-10-14,12,False
2015-10-15,30,False
2015-10-16,12,False
2015-10-17,14,False
2015-10-18,7,False
2015-10-19,30,False
2015-10-20,29,False
2015-10-21,12,False
2015-10-22,30,False
2015-10-23,19,False
2015-10-24,0,False
2015-10-25,0,False
2015-10-26,18,False
2015-10-27,24,False
2015-10-28,12,False
2015-10-29,6,False
2015-10-30,25,False
2015-10-31,22,False
2015-11-01,7,False
2015-11-02,6,False
2015-11-03,18,False
2015-11-04,41,False
2015-11-05,6,False
2015-11-06,25,False
2015-11-07,0,False
2015-11-08,7,False
2015-11-09,6,False
2015-11-10,24,False
2015-11-11,30,False
2015-11-12,24,False
2015-11-13,18,False
2015-11-14,7,False
2015-11-15,7,False
2015-11-16,18,False
2015-11-17,24,False
2015-11-18,24,False
2015-11-19,12,False
2015-11-20,37,False
2015-11-21,7,False
2015-11-22,0,False
2015-11-23,12,False
2015-11-24,24,False
2015-11-25,18,False
2015-11-26,12,False
2015-11-27,19,False
2015-11-28,7,False
2015-11-29,7,False
2015-11-30,17,False
2015-12-01,6,False
2015-12-02,12,False
2015-12-03,18,False
2015-12-04,12,False
2015-12-05,7,False
2015-12-06,0,False
2015-12-07,24,False
2015-12-08,12,False
2015-12-09,12,False
2015-12-10,0,False
2015-12-11,12,False
2015-12-12,7,False
2015-12-13,7,False
2015-12-14,17,False
2015-12-15,12,False
2015-12-16,6,False
2015-12-17,12,False
2015-12-18,7,False
2015-12-19,7,False
2015-12-20,22,False
2015-12-21,12,False
2015-12-22,39,False
2015-12-23,14,False
2015-12-24,15,False
2015-12-25,8,False
2015-12-26,0,False
2015-12-27,15,False
2015-12-28,0,False
2015-12-29,13,False
2015-12-30,0,False
2015-12-31,7,False
2016-01-01,0,False
2016-01-02,0,False
2016-01-03,0,False
2016-01-04,6,False
2016-01-05,32,False
2016-01-06,6,False
2016-01-07,6,False
2016-01-08,26,False
2016-01-09,7,False
2016-01-10,0,False
2016-01-11,19,False
2016-01-12,19,False
2016-01-13,32,False
2016-01-14,12,False
2016-01-15,20,False
2016-01-16,0,False
2016-01-17,21,False
2016-01-18,13,False
2016-01-19,6,False
2016-01-20,13,False
2016-01-21,0,False
2016-01-22,26,False
2016-01-23,0,False
2016-01-24,0,False
2016-01-25,19,False
2016-01-26,25,False
2016-01-27,12,False
2016-01-28,13,False
2016-01-29,20,False
2016-01-30,14,False
2016-01-31,7,False
2016-02-01,6,False
2016-02-02,31,False
2016-02-03,100,False
2016-02-04,31,False
2016-02-05,7,False
2016-02-06,0,False
2016-02-07,0,False
2016-02-08,13,False
2016-02-09,32,False
2016-02-10,6,False
2016-02-11,19,False
2016-02-12,7,False
2016-02-13,7,False
2016-02-14,0,False
2016-02-15,6,False
2016-02-16,31,False
2016-02-17,19,False
2016-02-18,12,False
2016-02-19,26,False
2016-02-20,14,False
2016-02-21,21,False
2016-02-22,24,False
2016-02-23,12,False
2016-02-24,25,False
2016-02-25,25,False
2016-02-26,32,False
2016-02-27,0,False
2016-02-28,0,False
2016-02-29,18,False
2016-03-01,31,False
2016-03-02,0,False
2016-03-03,25,False
2016-03-04,25,False
2016-03-05,28,False
2016-03-06,14,False
2016-03-07,18,False
2016-03-08,31,False
2016-03-09,37,False
2016-03-10,19,False
2016-03-11,20,False
2016-03-12,0,False
2016-03-13,7,False
2016-03-14,18,False
2016-03-15,31,False
2016-03-16,37,False
2016-03-17,38,False
2016-03-18,59,False
2016-03-19,0,False
2016-03-20,21,False
2016-03-21,13,False
2016-03-22,13,False
2016-03-23,26,False
2016-03-24,13,False
2016-03-25,21,False
2016-03-26,0,False
2016-03-27,7,False
2016-03-28,19,False
2016-03-29,18,False
2016-03-30,37,False
2016-03-31,38,False
2016-04-01,13,False
2016-04-02,7,False
2016-04-03,7,False
2016-04-04,12,False
2016-04-05,18,False
2016-04-06,43,False
2016-04-07,12,False
2016-04-08,13,False
2016-04-09,7,False
2016-04-10,7,False
2016-04-11,31,False
2016-04-12,0,False
2016-04-13,6,False
2016-04-14,25,False
2016-04-15,13,False
2016-04-16,15,False
2016-04-17,14,False
2016-04-18,31,False
2016-04-19,25,False
2016-04-20,25,False
2016-04-21,13,False
2016-04-22,26,False
2016-04-23,7,False
2016-04-24,0,False
2016-04-25,6,False
2016-04-26,18,False
2016-04-27,44,False
2016-04-28,31,False
2016-04-29,7,False
2016-04-30,7,False
2016-05-01,0,False
2016-05-02,13,False
2016-05-03,12,False
2016-05-04,25,False
