date,STX
2016-05-04,69
2016-05-05,54
2016-05-06,58
2016-05-07,56
2016-05-08,53
2016-05-09,59
2016-05-10,67
2016-05-11,69
2016-05-12,71
2016-05-13,65
2016-05-14,64
2016-05-15,68
2016-05-16,80
2016-05-17,68
2016-05-18,61
2016-05-19,65
2016-05-20,78
2016-05-21,59
2016-05-22,64
2016-05-23,77
2016-05-24,70
2016-05-25,84
2016-05-26,100
2016-05-27,79
2016-05-28,65
2016-05-29,73
2016-05-30,74
2016-05-31,74
2016-06-01,76
2016-06-02,66
2016-06-03,69
2016-06-04,58
2016-06-05,66
2016-06-06,73
2016-06-07,80
2016-06-08,67
2016-06-09,64
2016-06-10,71
2016-06-11,59
2016-06-12,55
2016-06-13,65
2016-06-14,70
2016-06-15,69
2016-06-16,63
2016-06-17,58
2016-06-18,47
2016-06-19,59
2016-06-20,72
2016-06-21,75
2016-06-22,60
2016-06-23,60
2016-06-24,57
2016-06-25,49
2016-06-26,57
2016-06-27,60
2016-06-28,59
2016-06-29,54
2016-06-30,60
2016-07-01,52
2016-07-02,46
2016-07-03,45
2016-07-04,42
2016-07-05,56
2016-07-06,56
2016-07-07,51
2016-07-08,51
2016-07-09,44
2016-07-10,41
2016-07-11,55
2016-07-12,68
2016-07-13,61
2016-07-14,58
2016-07-15,60
2016-07-16,52
2016-07-17,49
2016-07-18,53
2016-07-19,57
2016-07-20,55
2016-07-21,57
2016-07-22,48
2016-07-23,48
2016-07-24,46
2016-07-25,57
2016-07-26,52
2016-07-27,54
2016-07-28,53
2016-07-29,58
2016-07-30,54
2016-07-31,51
2016-08-01,67
2016-08-02,61
2016-08-03,55
2016-08-04,55
2016-08-05,54
2016-08-06,47
2016-08-07,45
2016-08-08,54
2016-08-09,57
2016-08-10,56
2016-08-11,62
2016-08-12,55
2016-08-13,52
2016-08-14,48
2016-08-15,59
2016-08-16,53
2016-08-17,56
2016-08-18,54
2016-08-19,49
2016-08-20,46
2016-08-21,46
2016-08-22,53
2016-08-23,56
2016-08-24,54
2016-08-25,55
2016-08-26,54
2016-08-27,44
2016-08-28,47
2016-08-29,60
2016-08-30,61
2016-08-31,58
2016-09-01,57
2016-09-02,58
2016-09-03,46
2016-09-04,44
2016-09-05,54
2016-09-06,52
2016-09-07,57
2016-09-08,65
2016-09-09,60
2016-09-10,51
2016-09-11,53
2016-09-12,50
2016-09-13,60
2016-09-14,60
2016-09-15,52
2016-09-16,50
2016-09-17,51
2016-09-18,52
2016-09-19,55
2016-09-20,53
2016-09-21,57
2016-09-22,55
2016-09-23,54
2016-09-24,45
2016-09-25,45
2016-09-26,53
2016-09-27,51
2016-09-28,54
2016-09-29,51
2016-09-30,50
2016-10-01,44
2016-10-02,43
2016-10-03,53
2016-10-04,51
2016-10-05,55
2016-10-06,54
2016-10-07,50
2016-10-08,47
2016-10-09,41
2016-10-10,62
2016-10-11,67
2016-10-12,52
2016-10-13,51
2016-10-14,62
2016-10-15,45
2016-10-16,46
2016-10-17,61
2016-10-18,62
2016-10-19,66
2016-10-20,56
2016-10-21,57
2016-10-22,48
2016-10-23,51
2016-10-24,61
2016-10-25,54
2016-10-26,48
2016-10-27,48
2016-10-28,51
2016-10-29,41
2016-10-30,45
2016-10-31,48
2016-11-01,52
2016-11-02,51
2016-11-03,50
2016-11-04,61
2016-11-05,45
2016-11-06,46
2016-11-07,57
2016-11-08,63
2016-11-09,53
2016-11-10,55
2016-11-11,53
2016-11-12,50
2016-11-13,53
2016-11-14,59
2016-11-15,59
2016-11-16,59
2016-11-17,53
2016-11-18,59
2016-11-19,46
2016-11-20,46
2016-11-21,56
2016-11-22,50
2016-11-23,57
2016-11-24,48
2016-11-25,52
2016-11-26,48
2016-11-27,49
2016-11-28,62
2016-11-29,57
2016-11-30,54
2016-12-01,53
2016-12-02,46
2016-12-03,43
2016-12-04,46
2016-12-05,51
2016-12-06,54
2016-12-07,61
2016-12-08,50
2016-12-09,52
2016-12-10,43
2016-12-11,43
2016-12-12,59
2016-12-13,51
2016-12-14,51
2016-12-15,52
2016-12-16,52
2016-12-17,47
2016-12-18,43
2016-12-19,45
2016-12-20,51
2016-12-21,53
2016-12-22,47
2016-12-23,49
2016-12-24,36
2016-12-25,38
2016-12-26,44
2016-12-27,57
2016-12-28,54
2016-12-29,53
2016-12-30,44
2016-12-31,41
2017-01-01,38
2017-01-02,49
2017-01-03,79
2017-01-04,70
2017-01-05,63
2017-01-06,55
2017-01-07,45
2017-01-08,50
2017-01-09,61
2017-01-10,61
2017-01-11,62
2017-01-12,56
2017-01-13,54
2017-01-14,51
2017-01-15,53
2017-01-16,58
2017-01-17,61
2017-01-18,62
2017-01-19,60
