date,STX
2015-08-18,56
2015-08-19,59
2015-08-20,60
2015-08-21,60
2015-08-22,54
2015-08-23,53
2015-08-24,70
2015-08-25,66
2015-08-26,61
2015-08-27,66
2015-08-28,55
2015-08-29,54
2015-08-30,58
2015-08-31,64
2015-09-01,56
2015-09-02,63
2015-09-03,64
2015-09-04,64
2015-09-05,43
2015-09-06,56
2015-09-07,56
2015-09-08,57
2015-09-09,54
2015-09-10,61
2015-09-11,64
2015-09-12,53
2015-09-13,54
2015-09-14,66
2015-09-15,50
2015-09-16,51
2015-09-17,51
2015-09-18,55
2015-09-19,51
2015-09-20,54
2015-09-21,59
2015-09-22,56
2015-09-23,58
2015-09-24,59
2015-09-25,53
2015-09-26,49
2015-09-27,48
2015-09-28,55
2015-09-29,63
2015-09-30,61
2015-10-01,62
2015-10-02,63
2015-10-03,50
2015-10-04,59
2015-10-05,61
2015-10-06,65
2015-10-07,63
2015-10-08,62
2015-10-09,56
2015-10-10,57
2015-10-11,47
2015-10-12,57
2015-10-13,52
2015-10-14,68
2015-10-15,64
2015-10-16,59
2015-10-17,47
2015-10-18,47
2015-10-19,55
2015-10-20,59
2015-10-21,58
2015-10-22,63
2015-10-23,60
2015-10-24,54
2015-10-25,46
2015-10-26,73
2015-10-27,63
2015-10-28,59
2015-10-29,55
2015-10-30,63
2015-10-31,53
2015-11-01,56
2015-11-02,58
2015-11-03,63
2015-11-04,53
2015-11-05,61
2015-11-06,58
2015-11-07,45
2015-11-08,51
2015-11-09,64
2015-11-10,65
2015-11-11,66
2015-11-12,60
2015-11-13,60
2015-11-14,41
2015-11-15,51
2015-11-16,59
2015-11-17,60
2015-11-18,64
2015-11-19,61
2015-11-20,57
2015-11-21,42
2015-11-22,50
2015-11-23,53
2015-11-24,60
2015-11-25,51
2015-11-26,46
2015-11-27,57
2015-11-28,55
2015-11-29,51
2015-11-30,57
2015-12-01,58
2015-12-02,67
2015-12-03,64
2015-12-04,53
2015-12-05,51
2015-12-06,52
2015-12-07,60
2015-12-08,65
2015-12-09,58
2015-12-10,58
2015-12-11,61
2015-12-12,50
2015-12-13,51
2015-12-14,67
2015-12-15,60
2015-12-16,57
2015-12-17,49
2015-12-18,50
2015-12-19,56
2015-12-20,49
2015-12-21,48
2015-12-22,54
2015-12-23,58
2015-12-24,51
2015-12-25,45
2015-12-26,55
2015-12-27,50
2015-12-28,52
2015-12-29,53
2015-12-30,49
2015-12-31,49
2016-01-01,48
2016-01-02,50
2016-01-03,55
2016-01-04,64
2016-01-05,66
2016-01-06,65
2016-01-07,61
2016-01-08,66
2016-01-09,57
2016-01-10,49
2016-01-11,62
2016-01-12,70
2016-01-13,67
2016-01-14,65
2016-01-15,64
2016-01-16,59
2016-01-17,55
2016-01-18,62
2016-01-19,73
2016-01-20,60
2016-01-21,72
2016-01-22,64
2016-01-23,57
2016-01-24,55
2016-01-25,63
2016-01-26,61
2016-01-27,67
2016-01-28,71
2016-01-29,63
2016-01-30,56
2016-01-31,64
2016-02-01,68
2016-02-02,65
2016-02-03,69
2016-02-04,69
2016-02-05,55
2016-02-06,57
2016-02-07,52
2016-02-08,62
2016-02-09,61
2016-02-10,67
2016-02-11,67
2016-02-12,65
2016-02-13,60
2016-02-14,47
2016-02-15,63
2016-02-16,61
2016-02-17,61
2016-02-18,60
2016-02-19,57
2016-02-20,54
2016-02-21,58
2016-02-22,68
2016-02-23,68
2016-02-24,64
2016-02-25,65
2016-02-26,56
2016-02-27,68
2016-02-28,63
2016-02-29,72
2016-03-01,66
2016-03-02,71
2016-03-03,74
2016-03-04,69
2016-03-05,59
2016-03-06,65
2016-03-07,67
2016-03-08,76
2016-03-09,67
2016-03-10,71
2016-03-11,70
2016-03-12,70
2016-03-13,69
2016-03-14,77
2016-03-15,70
2016-03-16,64
2016-03-17,64
2016-03-18,62
2016-03-19,60
2016-03-20,56
2016-03-21,67
2016-03-22,62
2016-03-23,57
2016-03-24,63
2016-03-25,66
2016-03-26,57
2016-03-27,54
2016-03-28,71
2016-03-29,73
2016-03-30,69
2016-03-31,62
2016-04-01,62
2016-04-02,61
2016-04-03,61
2016-04-04,65
2016-04-05,72
2016-04-06,100
2016-04-07,78
2016-04-08,73
2016-04-09,57
2016-04-10,70
2016-04-11,76
2016-04-12,75
2016-04-13,64
2016-04-14,80
2016-04-15,79
2016-04-16,66
2016-04-17,66
2016-04-18,74
2016-04-19,70
2016-04-20,72
2016-04-21,73
2016-04-22,64
2016-04-23,68
2016-04-24,67
2016-04-25,80
2016-04-26,77
2016-04-27,75
2016-04-28,70
2016-04-29,78
2016-04-30,69
2016-05-01,65
2016-05-02,75
2016-05-03,76
2016-05-04,78
