date,STX
2015-12-26,47
2015-12-27,46
2015-12-28,51
2015-12-29,48
2015-12-30,51
2015-12-31,47
2016-01-01,47
2016-01-02,49
2016-01-03,52
2016-01-04,63
2016-01-05,61
2016-01-06,60
2016-01-07,54
2016-01-08,62
2016-01-09,50
2016-01-10,41
2016-01-11,53
2016-01-12,59
2016-01-13,67
2016-01-14,55
2016-01-15,56
2016-01-16,55
2016-01-17,52
2016-01-18,57
2016-01-19,65
2016-01-20,58
2016-01-21,66
2016-01-22,63
2016-01-23,50
2016-01-24,55
2016-01-25,59
2016-01-26,58
2016-01-27,62
2016-01-28,58
2016-01-29,60
2016-01-30,54
2016-01-31,50
2016-02-01,61
2016-02-02,66
2016-02-03,70
2016-02-04,65
2016-02-05,57
2016-02-06,51
2016-02-07,53
2016-02-08,57
2016-02-09,55
2016-02-10,58
2016-02-11,61
2016-02-12,62
2016-02-13,57
2016-02-14,42
2016-02-15,59
2016-02-16,57
2016-02-17,61
2016-02-18,57
2016-02-19,54
2016-02-20,52
2016-02-21,56
2016-02-22,67
2016-02-23,65
2016-02-24,64
2016-02-25,61
2016-02-26,59
2016-02-27,63
2016-02-28,57
2016-02-29,65
2016-03-01,65
2016-03-02,60
2016-03-03,68
2016-03-04,65
2016-03-05,51
2016-03-06,62
2016-03-07,62
2016-03-08,78
2016-03-09,63
2016-03-10,69
2016-03-11,66
2016-03-12,57
2016-03-13,68
2016-03-14,69
2016-03-15,62
2016-03-16,70
2016-03-17,56
2016-03-18,57
2016-03-19,54
2016-03-20,56
2016-03-21,55
2016-03-22,60
2016-03-23,60
2016-03-24,60
2016-03-25,62
2016-03-26,53
2016-03-27,49
2016-03-28,61
2016-03-29,61
2016-03-30,66
2016-03-31,57
2016-04-01,58
2016-04-02,51
2016-04-03,59
2016-04-04,70
2016-04-05,66
2016-04-06,85
2016-04-07,70
2016-04-08,61
2016-04-09,55
2016-04-10,66
2016-04-11,65
2016-04-12,70
2016-04-13,64
2016-04-14,71
2016-04-15,73
2016-04-16,63
2016-04-17,58
2016-04-18,70
2016-04-19,71
2016-04-20,67
2016-04-21,69
2016-04-22,52
2016-04-23,55
2016-04-24,61
2016-04-25,69
2016-04-26,70
2016-04-27,68
2016-04-28,67
2016-04-29,72
2016-04-30,58
2016-05-01,60
2016-05-02,66
2016-05-03,67
2016-05-04,67
2016-05-05,61
2016-05-06,59
2016-05-07,57
2016-05-08,55
2016-05-09,63
2016-05-10,68
2016-05-11,73
2016-05-12,72
2016-05-13,78
2016-05-14,65
2016-05-15,65
2016-05-16,77
2016-05-17,74
2016-05-18,61
2016-05-19,66
2016-05-20,76
2016-05-21,60
2016-05-22,69
2016-05-23,73
2016-05-24,76
2016-05-25,84
2016-05-26,100
2016-05-27,82
2016-05-28,62
2016-05-29,81
2016-05-30,77
2016-05-31,77
2016-06-01,79
2016-06-02,79
2016-06-03,66
2016-06-04,61
2016-06-05,64
2016-06-06,75
2016-06-07,79
2016-06-08,76
2016-06-09,68
2016-06-10,65
2016-06-11,62
2016-06-12,57
2016-06-13,68
2016-06-14,72
2016-06-15,73
2016-06-16,66
2016-06-17,64
2016-06-18,57
2016-06-19,66
2016-06-20,68
2016-06-21,74
2016-06-22,60
2016-06-23,61
2016-06-24,56
2016-06-25,49
2016-06-26,60
2016-06-27,59
2016-06-28,59
2016-06-29,61
2016-06-30,59
2016-07-01,57
2016-07-02,52
2016-07-03,45
2016-07-04,51
2016-07-05,51
2016-07-06,58
2016-07-07,54
2016-07-08,50
2016-07-09,50
2016-07-10,44
2016-07-11,61
2016-07-12,73
2016-07-13,68
2016-07-14,59
2016-07-15,56
2016-07-16,51
2016-07-17,48
2016-07-18,54
2016-07-19,56
2016-07-20,53
2016-07-21,60
2016-07-22,57
2016-07-23,49
2016-07-24,48
2016-07-25,60
2016-07-26,55
2016-07-27,60
2016-07-28,55
2016-07-29,60
2016-07-30,51
2016-07-31,55
2016-08-01,67
2016-08-02,66
2016-08-03,62
2016-08-04,64
2016-08-05,59
2016-08-06,47
2016-08-07,45
2016-08-08,56
2016-08-09,66
2016-08-10,56
2016-08-11,63
2016-08-12,63
2016-08-13,55
2016-08-14,56
2016-08-15,62
2016-08-16,60
2016-08-17,53
2016-08-18,54
2016-08-19,50
2016-08-20,45
2016-08-21,48
2016-08-22,56
2016-08-23,59
2016-08-24,55
2016-08-25,64
2016-08-26,58
2016-08-27,49
2016-08-28,48
2016-08-29,61
2016-08-30,58
2016-08-31,61
2016-09-01,63
2016-09-02,63
2016-09-03,47
2016-09-04,51
2016-09-05,56
2016-09-06,59
2016-09-07,59
2016-09-08,72
2016-09-09,67
2016-09-10,48
2016-09-11,55
