date,STX
2012-01-26,70
2012-01-27,72
2012-01-28,49
2012-01-29,62
2012-01-30,75
2012-01-31,70
2012-02-01,91
2012-02-02,89
2012-02-03,75
2012-02-04,55
2012-02-05,57
2012-02-06,71
2012-02-07,79
2012-02-08,81
2012-02-09,78
2012-02-10,76
2012-02-11,51
2012-02-12,59
2012-02-13,81
2012-02-14,72
2012-02-15,73
2012-02-16,65
2012-02-17,73
2012-02-18,64
2012-02-19,58
2012-02-20,71
2012-02-21,80
2012-02-22,64
2012-02-23,71
2012-02-24,76
2012-02-25,52
2012-02-26,71
2012-02-27,76
2012-02-28,69
2012-02-29,72
2012-03-01,62
2012-03-02,66
2012-03-03,60
2012-03-04,67
2012-03-05,71
2012-03-06,74
2012-03-07,73
2012-03-08,74
2012-03-09,67
2012-03-10,51
2012-03-11,72
2012-03-12,75
2012-03-13,73
2012-03-14,92
2012-03-15,83
2012-03-16,71
2012-03-17,61
2012-03-18,68
2012-03-19,81
2012-03-20,70
2012-03-21,66
2012-03-22,72
2012-03-23,67
2012-03-24,63
2012-03-25,71
2012-03-26,100
2012-03-27,68
2012-03-28,72
2012-03-29,68
2012-03-30,65
2012-03-31,63
2012-04-01,64
2012-04-02,76
2012-04-03,69
2012-04-04,70
2012-04-05,82
2012-04-06,79
2012-04-07,60
2012-04-08,63
2012-04-09,69
2012-04-10,62
2012-04-11,62
2012-04-12,74
2012-04-13,68
2012-04-14,59
2012-04-15,72
2012-04-16,76
2012-04-17,81
2012-04-18,81
2012-04-19,78
2012-04-20,70
2012-04-21,63
2012-04-22,62
2012-04-23,79
2012-04-24,73
2012-04-25,76
2012-04-26,74
2012-04-27,75
2012-04-28,70
2012-04-29,72
2012-04-30,73
2012-05-01,68
2012-05-02,80
2012-05-03,81
2012-05-04,75
2012-05-05,67
2012-05-06,62
2012-05-07,77
2012-05-08,88
2012-05-09,79
2012-05-10,76
2012-05-11,73
2012-05-12,62
2012-05-13,78
2012-05-14,80
2012-05-15,84
2012-05-16,79
2012-05-17,80
2012-05-18,80
2012-05-19,60
2012-05-20,68
2012-05-21,84
2012-05-22,89
2012-05-23,85
2012-05-24,91
2012-05-25,77
2012-05-26,61
2012-05-27,63
2012-05-28,82
2012-05-29,89
2012-05-30,91
2012-05-31,82
2012-06-01,78
2012-06-02,59
2012-06-03,64
2012-06-04,84
2012-06-05,81
2012-06-06,74
2012-06-07,82
2012-06-08,75
2012-06-09,62
2012-06-10,68
2012-06-11,83
2012-06-12,73
2012-06-13,69
2012-06-14,71
2012-06-15,63
2012-06-16,63
2012-06-17,69
2012-06-18,80
2012-06-19,81
2012-06-20,84
2012-06-21,73
2012-06-22,68
2012-06-23,70
2012-06-24,61
2012-06-25,78
2012-06-26,73
2012-06-27,64
2012-06-28,74
2012-06-29,69
2012-06-30,62
2012-07-01,55
2012-07-02,69
2012-07-03,68
2012-07-04,67
2012-07-05,61
2012-07-06,66
2012-07-07,57
2012-07-08,45
2012-07-09,67
2012-07-10,61
2012-07-11,64
2012-07-12,60
2012-07-13,55
2012-07-14,46
2012-07-15,54
2012-07-16,68
2012-07-17,66
2012-07-18,60
2012-07-19,65
2012-07-20,59
2012-07-21,48
2012-07-22,49
2012-07-23,61
2012-07-24,59
2012-07-25,59
2012-07-26,67
2012-07-27,66
2012-07-28,47
2012-07-29,55
2012-07-30,78
2012-07-31,67
2012-08-01,67
2012-08-02,63
2012-08-03,59
2012-08-04,46
2012-08-05,47
2012-08-06,58
2012-08-07,63
2012-08-08,52
2012-08-09,56
2012-08-10,58
2012-08-11,52
2012-08-12,55
2012-08-13,73
2012-08-14,71
2012-08-15,67
2012-08-16,66
2012-08-17,57
2012-08-18,47
2012-08-19,58
2012-08-20,64
2012-08-21,69
2012-08-22,61
2012-08-23,69
2012-08-24,61
2012-08-25,47
2012-08-26,40
2012-08-27,62
2012-08-28,64
2012-08-29,57
2012-08-30,60
2012-08-31,60
2012-09-01,42
2012-09-02,51
2012-09-03,58
2012-09-04,64
2012-09-05,57
2012-09-06,64
2012-09-07,62
2012-09-08,47
2012-09-09,53
2012-09-10,64
2012-09-11,58
2012-09-12,59
2012-09-13,65
2012-09-14,59
2012-09-15,49
2012-09-16,59
2012-09-17,62
2012-09-18,60
2012-09-19,57
2012-09-20,61
2012-09-21,56
2012-09-22,62
2012-09-23,46
2012-09-24,69
2012-09-25,66
2012-09-26,64
2012-09-27,57
2012-09-28,65
2012-09-29,54
2012-09-30,46
2012-10-01,61
2012-10-02,68
2012-10-03,58
2012-10-04,50
2012-10-05,54
2012-10-06,38
2012-10-07,43
2012-10-08,58
2012-10-09,63
2012-10-10,62
2012-10-11,59
2012-10-12,65
