date,STX
2011-05-11,79
2011-05-12,75
2011-05-13,83
2011-05-14,65
2011-05-15,82
2011-05-16,78
2011-05-17,100
2011-05-18,90
2011-05-19,80
2011-05-20,85
2011-05-21,68
2011-05-22,80
2011-05-23,84
2011-05-24,84
2011-05-25,82
2011-05-26,80
2011-05-27,77
2011-05-28,58
2011-05-29,71
2011-05-30,87
2011-05-31,79
2011-06-01,79
2011-06-02,66
2011-06-03,73
2011-06-04,74
2011-06-05,82
2011-06-06,84
2011-06-07,80
2011-06-08,67
2011-06-09,70
2011-06-10,77
2011-06-11,62
2011-06-12,51
2011-06-13,84
2011-06-14,72
2011-06-15,79
2011-06-16,75
2011-06-17,68
2011-06-18,63
2011-06-19,71
2011-06-20,79
2011-06-21,70
2011-06-22,75
2011-06-23,67
2011-06-24,74
2011-06-25,56
2011-06-26,58
2011-06-27,57
2011-06-28,77
2011-06-29,64
2011-06-30,60
2011-07-01,59
2011-07-02,39
2011-07-03,61
2011-07-04,54
2011-07-05,57
2011-07-06,72
2011-07-07,73
2011-07-08,87
2011-07-09,62
2011-07-10,70
2011-07-11,69
2011-07-12,69
2011-07-13,65
2011-07-14,64
2011-07-15,73
2011-07-16,56
2011-07-17,62
2011-07-18,63
2011-07-19,66
2011-07-20,66
2011-07-21,66
2011-07-22,61
2011-07-23,38
2011-07-24,36
2011-07-25,65
2011-07-26,54
2011-07-27,63
2011-07-28,57
2011-07-29,61
2011-07-30,60
2011-07-31,52
2011-08-01,68
2011-08-02,61
2011-08-03,63
2011-08-04,63
2011-08-05,64
2011-08-06,48
2011-08-07,51
2011-08-08,72
2011-08-09,71
2011-08-10,69
2011-08-11,66
2011-08-12,64
2011-08-13,52
2011-08-14,49
2011-08-15,61
2011-08-16,79
2011-08-17,71
2011-08-18,67
2011-08-19,51
2011-08-20,47
2011-08-21,58
2011-08-22,57
2011-08-23,57
2011-08-24,65
2011-08-25,59
2011-08-26,66
2011-08-27,43
2011-08-28,42
2011-08-29,58
2011-08-30,77
2011-08-31,69
2011-09-01,56
2011-09-02,63
2011-09-03,49
2011-09-04,54
2011-09-05,73
2011-09-06,60
2011-09-07,52
2011-09-08,60
2011-09-09,57
2011-09-10,48
2011-09-11,56
2011-09-12,55
2011-09-13,60
2011-09-14,61
2011-09-15,64
2011-09-16,74
2011-09-17,45
2011-09-18,41
2011-09-19,63
2011-09-20,70
2011-09-21,73
2011-09-22,57
2011-09-23,64
2011-09-24,41
2011-09-25,54
2011-09-26,69
2011-09-27,72
2011-09-28,64
2011-09-29,60
2011-09-30,63
2011-10-01,54
2011-10-02,52
2011-10-03,59
2011-10-04,66
2011-10-05,61
2011-10-06,57
2011-10-07,56
2011-10-08,49
2011-10-09,48
2011-10-10,71
2011-10-11,72
2011-10-12,74
2011-10-13,61
2011-10-14,51
2011-10-15,52
2011-10-16,46
2011-10-17,53
2011-10-18,58
2011-10-19,59
2011-10-20,67
2011-10-21,70
2011-10-22,56
2011-10-23,50
2011-10-24,70
2011-10-25,64
2011-10-26,56
2011-10-27,64
2011-10-28,69
2011-10-29,45
2011-10-30,48
2011-10-31,60
2011-11-01,62
2011-11-02,56
2011-11-03,72
2011-11-04,63
2011-11-05,53
2011-11-06,62
2011-11-07,70
2011-11-08,66
2011-11-09,62
2011-11-10,61
2011-11-11,66
2011-11-12,49
2011-11-13,55
2011-11-14,67
2011-11-15,71
2011-11-16,68
2011-11-17,57
2011-11-18,55
2011-11-19,52
2011-11-20,46
2011-11-21,67
2011-11-22,69
2011-11-23,61
2011-11-24,68
2011-11-25,58
2011-11-26,41
2011-11-27,53
2011-11-28,72
2011-11-29,75
2011-11-30,57
2011-12-01,75
2011-12-02,48
2011-12-03,40
2011-12-04,65
2011-12-05,66
2011-12-06,75
2011-12-07,71
2011-12-08,62
2011-12-09,66
2011-12-10,57
2011-12-11,58
2011-12-12,67
2011-12-13,54
2011-12-14,57
2011-12-15,72
2011-12-16,54
2011-12-17,44
2011-12-18,55
2011-12-19,59
2011-12-20,46
2011-12-21,66
2011-12-22,45
2011-12-23,54
2011-12-24,46
2011-12-25,42
2011-12-26,53
2011-12-27,57
2011-12-28,61
2011-12-29,53
2011-12-30,52
2011-12-31,42
2012-01-01,39
2012-01-02,61
2012-01-03,71
2012-01-04,56
2012-01-05,74
2012-01-06,63
2012-01-07,56
2012-01-08,59
2012-01-09,65
2012-01-10,67
2012-01-11,74
2012-01-12,68
2012-01-13,67
2012-01-14,45
2012-01-15,56
2012-01-16,65
2012-01-17,76
2012-01-18,66
2012-01-19,76
2012-01-20,68
2012-01-21,59
2012-01-22,54
2012-01-23,57
2012-01-24,71
2012-01-25,71
2012-01-26,69
