date,STX
2011-09-18,53
2011-09-19,62
2011-09-20,67
2011-09-21,64
2011-09-22,61
2011-09-23,65
2011-09-24,37
2011-09-25,48
2011-09-26,69
2011-09-27,72
2011-09-28,72
2011-09-29,56
2011-09-30,59
2011-10-01,52
2011-10-02,45
2011-10-03,52
2011-10-04,63
2011-10-05,70
2011-10-06,52
2011-10-07,59
2011-10-08,46
2011-10-09,51
2011-10-10,75
2011-10-11,74
2011-10-12,72
2011-10-13,60
2011-10-14,56
2011-10-15,54
2011-10-16,42
2011-10-17,51
2011-10-18,54
2011-10-19,63
2011-10-20,66
2011-10-21,70
2011-10-22,45
2011-10-23,45
2011-10-24,75
2011-10-25,59
2011-10-26,67
2011-10-27,62
2011-10-28,67
2011-10-29,45
2011-10-30,44
2011-10-31,62
2011-11-01,62
2011-11-02,58
2011-11-03,63
2011-11-04,55
2011-11-05,50
2011-11-06,47
2011-11-07,70
2011-11-08,66
2011-11-09,62
2011-11-10,61
2011-11-11,63
2011-11-12,50
2011-11-13,49
2011-11-14,57
2011-11-15,67
2011-11-16,63
2011-11-17,71
2011-11-18,57
2011-11-19,56
2011-11-20,55
2011-11-21,63
2011-11-22,64
2011-11-23,65
2011-11-24,67
2011-11-25,53
2011-11-26,54
2011-11-27,51
2011-11-28,68
2011-11-29,65
2011-11-30,52
2011-12-01,67
2011-12-02,50
2011-12-03,40
2011-12-04,60
2011-12-05,65
2011-12-06,76
2011-12-07,77
2011-12-08,66
2011-12-09,65
2011-12-10,58
2011-12-11,55
2011-12-12,66
2011-12-13,59
2011-12-14,63
2011-12-15,63
2011-12-16,54
2011-12-17,45
2011-12-18,56
2011-12-19,56
2011-12-20,54
2011-12-21,63
2011-12-22,47
2011-12-23,46
2011-12-24,37
2011-12-25,41
2011-12-26,54
2011-12-27,59
2011-12-28,62
2011-12-29,55
2011-12-30,46
2011-12-31,49
2012-01-01,34
2012-01-02,58
2012-01-03,64
2012-01-04,62
2012-01-05,62
2012-01-06,76
2012-01-07,49
2012-01-08,48
2012-01-09,63
2012-01-10,65
2012-01-11,59
2012-01-12,67
2012-01-13,69
2012-01-14,52
2012-01-15,56
2012-01-16,67
2012-01-17,79
2012-01-18,66
2012-01-19,71
2012-01-20,76
2012-01-21,56
2012-01-22,54
2012-01-23,54
2012-01-24,68
2012-01-25,66
2012-01-26,76
2012-01-27,55
2012-01-28,49
2012-01-29,66
2012-01-30,73
2012-01-31,70
2012-02-01,80
2012-02-02,86
2012-02-03,75
2012-02-04,50
2012-02-05,52
2012-02-06,78
2012-02-07,76
2012-02-08,73
2012-02-09,82
2012-02-10,78
2012-02-11,48
2012-02-12,46
2012-02-13,84
2012-02-14,69
2012-02-15,72
2012-02-16,72
2012-02-17,68
2012-02-18,56
2012-02-19,62
2012-02-20,81
2012-02-21,77
2012-02-22,73
2012-02-23,63
2012-02-24,73
2012-02-25,53
2012-02-26,66
2012-02-27,80
2012-02-28,70
2012-02-29,65
2012-03-01,73
2012-03-02,60
2012-03-03,56
2012-03-04,59
2012-03-05,74
2012-03-06,80
2012-03-07,71
2012-03-08,79
2012-03-09,65
2012-03-10,52
2012-03-11,70
2012-03-12,79
2012-03-13,64
2012-03-14,96
2012-03-15,74
2012-03-16,74
2012-03-17,55
2012-03-18,64
2012-03-19,82
2012-03-20,67
2012-03-21,67
2012-03-22,65
2012-03-23,74
2012-03-24,61
2012-03-25,65
2012-03-26,100
2012-03-27,70
2012-03-28,64
2012-03-29,76
2012-03-30,62
2012-03-31,62
2012-04-01,67
2012-04-02,73
2012-04-03,66
2012-04-04,67
2012-04-05,87
2012-04-06,73
2012-04-07,64
2012-04-08,54
2012-04-09,67
2012-04-10,65
2012-04-11,66
2012-04-12,70
2012-04-13,70
2012-04-14,55
2012-04-15,66
2012-04-16,72
2012-04-17,77
2012-04-18,96
2012-04-19,74
2012-04-20,73
2012-04-21,59
2012-04-22,66
2012-04-23,67
2012-04-24,77
2012-04-25,75
2012-04-26,77
2012-04-27,69
2012-04-28,63
2012-04-29,73
2012-04-30,67
2012-05-01,78
2012-05-02,75
2012-05-03,72
2012-05-04,71
2012-05-05,64
2012-05-06,63
2012-05-07,70
2012-05-08,77
2012-05-09,76
2012-05-10,79
2012-05-11,69
2012-05-12,63
2012-05-13,66
2012-05-14,75
2012-05-15,87
2012-05-16,78
2012-05-17,79
2012-05-18,69
2012-05-19,63
2012-05-20,68
2012-05-21,87
2012-05-22,93
2012-05-23,80
2012-05-24,80
2012-05-25,74
2012-05-26,57
2012-05-27,61
2012-05-28,77
2012-05-29,79
2012-05-30,90
2012-05-31,80
2012-06-01,83
2012-06-02,59
2012-06-03,76
2012-06-04,83
