date,STX
2014-07-24,72
2014-07-25,55
2014-07-26,59
2014-07-27,74
2014-07-28,64
2014-07-29,69
2014-07-30,69
2014-07-31,66
2014-08-01,66
2014-08-02,75
2014-08-03,48
2014-08-04,82
2014-08-05,76
2014-08-06,76
2014-08-07,76
2014-08-08,62
2014-08-09,63
2014-08-10,72
2014-08-11,75
2014-08-12,76
2014-08-13,85
2014-08-14,84
2014-08-15,66
2014-08-16,72
2014-08-17,73
2014-08-18,77
2014-08-19,83
2014-08-20,68
2014-08-21,72
2014-08-22,80
2014-08-23,74
2014-08-24,64
2014-08-25,75
2014-08-26,70
2014-08-27,76
2014-08-28,82
2014-08-29,72
2014-08-30,72
2014-08-31,72
2014-09-01,63
2014-09-02,66
2014-09-03,66
2014-09-04,84
2014-09-05,63
2014-09-06,62
2014-09-07,54
2014-09-08,79
2014-09-09,66
2014-09-10,74
2014-09-11,62
2014-09-12,56
2014-09-13,65
2014-09-14,62
2014-09-15,59
2014-09-16,76
2014-09-17,70
2014-09-18,65
2014-09-19,76
2014-09-20,58
2014-09-21,60
2014-09-22,73
2014-09-23,74
2014-09-24,62
2014-09-25,67
2014-09-26,62
2014-09-27,53
2014-09-28,57
2014-09-29,80
2014-09-30,60
2014-10-01,68
2014-10-02,73
2014-10-03,67
2014-10-04,62
2014-10-05,64
2014-10-06,77
2014-10-07,72
2014-10-08,55
2014-10-09,68
2014-10-10,77
2014-10-11,52
2014-10-12,57
2014-10-13,72
2014-10-14,69
2014-10-15,60
2014-10-16,66
2014-10-17,64
2014-10-18,57
2014-10-19,61
2014-10-20,77
2014-10-21,73
2014-10-22,66
2014-10-23,74
2014-10-24,61
2014-10-25,62
2014-10-26,58
2014-10-27,70
2014-10-28,75
2014-10-29,72
2014-10-30,75
2014-10-31,68
2014-11-01,56
2014-11-02,78
2014-11-03,72
2014-11-04,79
2014-11-05,71
2014-11-06,68
2014-11-07,63
2014-11-08,51
2014-11-09,59
2014-11-10,67
2014-11-11,58
2014-11-12,76
2014-11-13,61
2014-11-14,72
2014-11-15,56
2014-11-16,73
2014-11-17,72
2014-11-18,73
2014-11-19,66
2014-11-20,70
2014-11-21,63
2014-11-22,61
2014-11-23,67
2014-11-24,71
2014-11-25,81
2014-11-26,73
2014-11-27,60
2014-11-28,66
2014-11-29,50
2014-11-30,67
2014-12-01,72
2014-12-02,71
2014-12-03,75
2014-12-04,78
2014-12-05,100
2014-12-06,60
2014-12-07,67
2014-12-08,72
2014-12-09,72
2014-12-10,73
2014-12-11,58
2014-12-12,68
2014-12-13,63
2014-12-14,61
2014-12-15,64
2014-12-16,72
2014-12-17,69
2014-12-18,66
2014-12-19,61
2014-12-20,52
2014-12-21,62
2014-12-22,56
2014-12-23,63
2014-12-24,47
2014-12-25,62
2014-12-26,59
2014-12-27,67
2014-12-28,61
2014-12-29,66
2014-12-30,59
2014-12-31,63
2015-01-01,48
2015-01-02,60
2015-01-03,66
2015-01-04,68
2015-01-05,72
2015-01-06,77
2015-01-07,74
2015-01-08,70
2015-01-09,63
2015-01-10,63
2015-01-11,69
2015-01-12,73
2015-01-13,74
2015-01-14,75
2015-01-15,71
2015-01-16,67
2015-01-17,66
2015-01-18,67
2015-01-19,79
2015-01-20,71
2015-01-21,76
2015-01-22,89
2015-01-23,71
2015-01-24,64
2015-01-25,65
2015-01-26,84
2015-01-27,88
2015-01-28,77
2015-01-29,80
2015-01-30,57
2015-01-31,63
2015-02-01,62
2015-02-02,78
2015-02-03,72
2015-02-04,81
2015-02-05,76
2015-02-06,76
2015-02-07,69
2015-02-08,67
2015-02-09,77
2015-02-10,81
2015-02-11,73
2015-02-12,64
2015-02-13,70
2015-02-14,75
2015-02-15,65
2015-02-16,77
2015-02-17,68
2015-02-18,76
2015-02-19,65
2015-02-20,60
2015-02-21,71
2015-02-22,72
2015-02-23,85
2015-02-24,75
2015-02-25,86
2015-02-26,88
2015-02-27,78
2015-02-28,75
2015-03-01,85
2015-03-02,68
2015-03-03,83
2015-03-04,82
2015-03-05,79
2015-03-06,76
2015-03-07,72
2015-03-08,72
2015-03-09,80
2015-03-10,90
2015-03-11,84
2015-03-12,79
2015-03-13,76
2015-03-14,69
2015-03-15,73
2015-03-16,75
2015-03-17,87
2015-03-18,74
2015-03-19,78
2015-03-20,82
2015-03-21,65
2015-03-22,75
2015-03-23,84
2015-03-24,83
2015-03-25,75
2015-03-26,65
2015-03-27,76
2015-03-28,67
2015-03-29,70
2015-03-30,77
2015-03-31,69
2015-04-01,76
2015-04-02,73
2015-04-03,63
2015-04-04,82
2015-04-05,68
2015-04-06,66
2015-04-07,79
2015-04-08,79
2015-04-09,77
2015-04-10,71
