date,STX
2012-06-04,66
2012-06-05,56
2012-06-06,54
2012-06-07,57
2012-06-08,54
2012-06-09,45
2012-06-10,54
2012-06-11,61
2012-06-12,61
2012-06-13,52
2012-06-14,63
2012-06-15,51
2012-06-16,56
2012-06-17,53
2012-06-18,52
2012-06-19,61
2012-06-20,65
2012-06-21,56
2012-06-22,52
2012-06-23,55
2012-06-24,51
2012-06-25,59
2012-06-26,62
2012-06-27,49
2012-06-28,50
2012-06-29,54
2012-06-30,44
2012-07-01,42
2012-07-02,55
2012-07-03,55
2012-07-04,52
2012-07-05,52
2012-07-06,53
2012-07-07,42
2012-07-08,40
2012-07-09,51
2012-07-10,47
2012-07-11,58
2012-07-12,55
2012-07-13,51
2012-07-14,32
2012-07-15,35
2012-07-16,49
2012-07-17,55
2012-07-18,49
2012-07-19,47
2012-07-20,50
2012-07-21,38
2012-07-22,40
2012-07-23,44
2012-07-24,49
2012-07-25,46
2012-07-26,50
2012-07-27,44
2012-07-28,44
2012-07-29,40
2012-07-30,61
2012-07-31,57
2012-08-01,57
2012-08-02,48
2012-08-03,44
2012-08-04,36
2012-08-05,38
2012-08-06,46
2012-08-07,46
2012-08-08,47
2012-08-09,48
2012-08-10,45
2012-08-11,36
2012-08-12,38
2012-08-13,53
2012-08-14,48
2012-08-15,56
2012-08-16,55
2012-08-17,47
2012-08-18,44
2012-08-19,49
2012-08-20,52
2012-08-21,51
2012-08-22,40
2012-08-23,52
2012-08-24,52
2012-08-25,36
2012-08-26,37
2012-08-27,49
2012-08-28,54
2012-08-29,49
2012-08-30,44
2012-08-31,46
2012-09-01,34
2012-09-02,44
2012-09-03,50
2012-09-04,44
2012-09-05,42
2012-09-06,52
2012-09-07,47
2012-09-08,35
2012-09-09,37
2012-09-10,47
2012-09-11,48
2012-09-12,50
2012-09-13,46
2012-09-14,44
2012-09-15,35
2012-09-16,44
2012-09-17,48
2012-09-18,39
2012-09-19,48
2012-09-20,45
2012-09-21,45
2012-09-22,39
2012-09-23,41
2012-09-24,46
2012-09-25,55
2012-09-26,48
2012-09-27,43
2012-09-28,41
2012-09-29,39
2012-09-30,36
2012-10-01,48
2012-10-02,51
2012-10-03,49
2012-10-04,39
2012-10-05,38
2012-10-06,33
2012-10-07,37
2012-10-08,42
2012-10-09,41
2012-10-10,51
2012-10-11,39
2012-10-12,48
2012-10-13,34
2012-10-14,34
2012-10-15,43
2012-10-16,49
2012-10-17,44
2012-10-18,47
2012-10-19,44
2012-10-20,39
2012-10-21,34
2012-10-22,47
2012-10-23,46
2012-10-24,44
2012-10-25,40
2012-10-26,42
2012-10-27,39
2012-10-28,37
2012-10-29,42
2012-10-30,39
2012-10-31,43
2012-11-01,47
2012-11-02,49
2012-11-03,33
2012-11-04,38
2012-11-05,48
2012-11-06,44
2012-11-07,39
2012-11-08,46
2012-11-09,47
2012-11-10,34
2012-11-11,38
2012-11-12,40
2012-11-13,43
2012-11-14,50
2012-11-15,40
2012-11-16,51
2012-11-17,36
2012-11-18,30
2012-11-19,47
2012-11-20,48
2012-11-21,41
2012-11-22,44
2012-11-23,44
2012-11-24,37
2012-11-25,37
2012-11-26,48
2012-11-27,54
2012-11-28,43
2012-11-29,48
2012-11-30,41
2012-12-01,36
2012-12-02,42
2012-12-03,46
2012-12-04,54
2012-12-05,44
2012-12-06,41
2012-12-07,46
2012-12-08,35
2012-12-09,38
2012-12-10,53
2012-12-11,50
2012-12-12,57
2012-12-13,81
2012-12-14,61
2012-12-15,43
2012-12-16,43
2012-12-17,56
2012-12-18,58
2012-12-19,42
2012-12-20,45
2012-12-21,50
2012-12-22,30
2012-12-23,43
2012-12-24,37
2012-12-25,47
2012-12-26,47
2012-12-27,50
2012-12-28,100
2012-12-29,65
2012-12-30,49
2012-12-31,40
2013-01-01,37
2013-01-02,57
2013-01-03,61
2013-01-04,53
2013-01-05,41
2013-01-06,49
2013-01-07,59
2013-01-08,61
2013-01-09,58
2013-01-10,54
2013-01-11,49
2013-01-12,44
2013-01-13,44
2013-01-14,66
2013-01-15,53
2013-01-16,51
2013-01-17,53
2013-01-18,50
2013-01-19,41
2013-01-20,41
2013-01-21,55
2013-01-22,56
2013-01-23,54
2013-01-24,57
2013-01-25,63
2013-01-26,56
2013-01-27,48
2013-01-28,58
2013-01-29,62
2013-01-30,55
2013-01-31,61
2013-02-01,51
2013-02-02,40
2013-02-03,42
2013-02-04,57
2013-02-05,54
2013-02-06,57
2013-02-07,53
2013-02-08,51
2013-02-09,48
2013-02-10,42
2013-02-11,49
2013-02-12,49
2013-02-13,47
2013-02-14,51
2013-02-15,56
2013-02-16,43
2013-02-17,45
2013-02-18,58
2013-02-19,60
