date,STX
2014-12-01,76
2014-12-02,71
2014-12-03,71
2014-12-04,70
2014-12-05,86
2014-12-06,62
2014-12-07,69
2014-12-08,74
2014-12-09,70
2014-12-10,74
2014-12-11,67
2014-12-12,60
2014-12-13,63
2014-12-14,68
2014-12-15,59
2014-12-16,68
2014-12-17,76
2014-12-18,64
2014-12-19,56
2014-12-20,49
2014-12-21,64
2014-12-22,54
2014-12-23,56
2014-12-24,54
2014-12-25,56
2014-12-26,60
2014-12-27,59
2014-12-28,52
2014-12-29,51
2014-12-30,65
2014-12-31,56
2015-01-01,46
2015-01-02,62
2015-01-03,57
2015-01-04,64
2015-01-05,70
2015-01-06,76
2015-01-07,65
2015-01-08,64
2015-01-09,70
2015-01-10,69
2015-01-11,59
2015-01-12,72
2015-01-13,70
2015-01-14,76
2015-01-15,66
2015-01-16,69
2015-01-17,67
2015-01-18,66
2015-01-19,79
2015-01-20,73
2015-01-21,64
2015-01-22,73
2015-01-23,69
2015-01-24,63
2015-01-25,70
2015-01-26,87
2015-01-27,69
2015-01-28,74
2015-01-29,73
2015-01-30,70
2015-01-31,56
2015-02-01,56
2015-02-02,70
2015-02-03,63
2015-02-04,79
2015-02-05,68
2015-02-06,66
2015-02-07,66
2015-02-08,63
2015-02-09,67
2015-02-10,75
2015-02-11,67
2015-02-12,61
2015-02-13,75
2015-02-14,70
2015-02-15,70
2015-02-16,74
2015-02-17,79
2015-02-18,73
2015-02-19,68
2015-02-20,63
2015-02-21,66
2015-02-22,68
2015-02-23,72
2015-02-24,71
2015-02-25,79
2015-02-26,76
2015-02-27,67
2015-02-28,60
2015-03-01,79
2015-03-02,70
2015-03-03,81
2015-03-04,78
2015-03-05,81
2015-03-06,77
2015-03-07,71
2015-03-08,74
2015-03-09,72
2015-03-10,81
2015-03-11,73
2015-03-12,78
2015-03-13,68
2015-03-14,70
2015-03-15,73
2015-03-16,71
2015-03-17,75
2015-03-18,79
2015-03-19,77
2015-03-20,74
2015-03-21,69
2015-03-22,64
2015-03-23,95
2015-03-24,81
2015-03-25,70
2015-03-26,77
2015-03-27,74
2015-03-28,76
2015-03-29,65
2015-03-30,73
2015-03-31,68
2015-04-01,77
2015-04-02,66
2015-04-03,77
2015-04-04,63
2015-04-05,64
2015-04-06,67
2015-04-07,78
2015-04-08,78
2015-04-09,83
2015-04-10,72
2015-04-11,63
2015-04-12,66
2015-04-13,68
2015-04-14,76
2015-04-15,76
2015-04-16,80
2015-04-17,81
2015-04-18,65
2015-04-19,60
2015-04-20,81
2015-04-21,80
2015-04-22,95
2015-04-23,80
2015-04-24,69
2015-04-25,62
2015-04-26,56
2015-04-27,83
2015-04-28,82
2015-04-29,83
2015-04-30,78
2015-05-01,59
2015-05-02,65
2015-05-03,69
2015-05-04,81
2015-05-05,76
2015-05-06,78
2015-05-07,70
2015-05-08,66
2015-05-09,77
2015-05-10,70
2015-05-11,86
2015-05-12,89
2015-05-13,86
2015-05-14,62
2015-05-15,65
2015-05-16,83
2015-05-17,67
2015-05-18,79
2015-05-19,88
2015-05-20,100
2015-05-21,86
2015-05-22,68
2015-05-23,62
2015-05-24,63
2015-05-25,75
2015-05-26,86
2015-05-27,87
2015-05-28,80
2015-05-29,78
2015-05-30,68
2015-05-31,81
2015-06-01,93
2015-06-02,82
2015-06-03,74
2015-06-04,85
2015-06-05,69
2015-06-06,66
2015-06-07,70
2015-06-08,85
2015-06-09,82
2015-06-10,75
2015-06-11,74
2015-06-12,72
2015-06-13,59
2015-06-14,75
2015-06-15,77
2015-06-16,88
2015-06-17,77
2015-06-18,82
2015-06-19,79
2015-06-20,64
2015-06-21,74
2015-06-22,85
2015-06-23,77
2015-06-24,76
2015-06-25,73
2015-06-26,73
2015-06-27,52
2015-06-28,52
2015-06-29,64
2015-06-30,81
2015-07-01,65
2015-07-02,68
2015-07-03,64
2015-07-04,53
2015-07-05,55
2015-07-06,61
2015-07-07,65
2015-07-08,69
2015-07-09,69
2015-07-10,60
2015-07-11,55
2015-07-12,64
2015-07-13,63
2015-07-14,65
2015-07-15,67
2015-07-16,66
2015-07-17,68
2015-07-18,49
2015-07-19,60
2015-07-20,70
2015-07-21,68
2015-07-22,61
2015-07-23,71
2015-07-24,62
2015-07-25,60
2015-07-26,52
2015-07-27,63
2015-07-28,61
2015-07-29,76
2015-07-30,78
2015-07-31,77
2015-08-01,57
2015-08-02,62
2015-08-03,72
2015-08-04,67
2015-08-05,67
2015-08-06,67
2015-08-07,63
2015-08-08,60
2015-08-09,56
2015-08-10,79
2015-08-11,80
2015-08-12,76
2015-08-13,72
2015-08-14,58
2015-08-15,55
2015-08-16,71
2015-08-17,71
2015-08-18,62
