date,STX
2017-01-19,74
2017-01-20,69
2017-01-21,64
2017-01-22,60
2017-01-23,81
2017-01-24,74
2017-01-25,100
2017-01-26,90
2017-01-27,67
2017-01-28,67
2017-01-29,64
2017-01-30,74
2017-01-31,74
2017-02-01,72
2017-02-02,70
2017-02-03,66
2017-02-04,64
2017-02-05,58
2017-02-06,70
2017-02-07,81
2017-02-08,73
2017-02-09,71
2017-02-10,70
2017-02-11,61
2017-02-12,64
2017-02-13,68
2017-02-14,68
2017-02-15,71
2017-02-16,77
2017-02-17,72
2017-02-18,54
2017-02-19,76
2017-02-20,75
2017-02-21,75
2017-02-22,82
2017-02-23,70
2017-02-24,83
2017-02-25,69
2017-02-26,76
2017-02-27,87
2017-02-28,82
2017-03-01,77
2017-03-02,80
2017-03-03,73
2017-03-04,64
2017-03-05,61
2017-03-06,78
2017-03-07,83
2017-03-08,77
2017-03-09,83
2017-03-10,70
2017-03-11,66
2017-03-12,70
2017-03-13,76
2017-03-14,77
2017-03-15,76
2017-03-16,74
2017-03-17,65
2017-03-18,66
2017-03-19,59
2017-03-20,70
2017-03-21,72
2017-03-22,78
2017-03-23,71
2017-03-24,74
2017-03-25,65
2017-03-26,71
2017-03-27,67
2017-03-28,80
2017-03-29,79
2017-03-30,75
2017-03-31,72
2017-04-01,61
